,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,12,9,12,9,21
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,8,4,8,4,12
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,29,1,29,1,30
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,2,0,2,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,9,0,9,9
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,8,2,8,10
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,108,12,108,12,120
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,2,4,2,6
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,1,1,1,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,6,1,6,7
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,5,13,5,13,18
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,9,3,9,12
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,0,3,0,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,70,1,70,1,71
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,5,0,5,5
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,2,0,2,2
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,16,1,16,17
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,38,22,38,22,60
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,1,0,1,1
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,33,3,33,3,36
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,18,50,18,50,68
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,40,0,40,0,40
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,1,1,1,2
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,3,4,3,7
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,64,69,64,69,133
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,4,3,4,7
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,2,3,2,5
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,5,17,5,17,22
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,6,3,6,9
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,21,7,21,7,28
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,17,2,17,2,19
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,14,37,14,37,51
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,39,5,39,5,44
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,4,2,4,6
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,7,4,7,4,11
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,11,1,11,12
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,6,0,6,0,6
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,1,0,1,1
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,5,2,5,7
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,7,0,7,0,7
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,6,3,6,9
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,4,0,4,4
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,815,414,815,414,1229
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
SENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,2,1,2,3
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,11,3,11,14
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,1,0,1,1
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,65,66,65,66,131
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,2,1,2,3
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,4,1,4,5
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,6,6,6,6,12
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,1,1,1,2
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,175,23,175,23,198
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,3,0,3,3
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,14,4,14,18
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,8,3,8,3,11
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,5,1,5,6
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,2,2,2,4
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,2,0,2,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,74,82,74,82,156
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,17,9,17,9,26
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,1,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,1,2,1,3
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,22,1,22,23
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,4,2,4,6
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,20,4,20,4,24
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,1,2,1,3
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,19,8,19,8,27
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,4,0,4,0,4
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,10,0,10,10
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,50,83,50,83,133
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,5,4,5,4,9
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,13,0,13,0,13
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,23,14,23,14,37
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,5,0,5,5
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,11,3,11,3,14
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,15,0,15,0,15
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,5,39,5,39,44
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,2,0,2,0,2
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-01-01,1,0,1,0,1
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,3,1,3,1,4
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,5,1,5,6
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,2,1,2,1,3
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,2,0,2,0,2
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,11,20,11,20,31
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,3,0,3,0,3
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,0,4,0,4,4
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,2,1,2,3
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,4,1,4,1,5
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,17,1,17,18
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,18,9,18,9,27
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,7,9,7,9,16
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,4,7,4,7,11
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,12,15,12,15,27
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,5,4,5,4,9
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,2,1,2,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,4,36,4,36,40
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,5,34,5,34,39
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,3,4,3,4,7
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,11,0,11,0,11
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,4,1,4,1,5
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,8,30,8,30,38
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,6,2,6,2,8
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,18,68,18,68,86
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,6,0,6,0,6
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-02-01,0,4,0,4,4
