municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
BETANZOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,37,37
BOLIVAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
BOLPEBRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,34,34
CABEZAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,58,58
CAIROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
CAJUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
CALACOTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
CALAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,22,22
CAMARGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,33,33
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
CAMIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,153,153
CAPINOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,48,48
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
CARACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,33,33
CARANAVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,107,107
CARAPARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,34,34
CARIPUYO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
CHALLAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,44,44
CHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
CHARAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,60,60
CHAYANTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
CHIMORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,95,95
CHIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
CHUA COCANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,32,32
CHUMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
CKOCHAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
CLIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,51,51
COBIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,165,165
COCAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
COCHABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3338,3338
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,70,70
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,86,86
COLOMI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,48,48
COLPA BELGICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
COLQUECHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
COMANCHE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,37,37
COMBAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,64,64
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,13,13
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,53,53
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,177,177
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,52,52
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,20,20
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,14,14
DESAGUADERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,16,16
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5438,5438
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,136,136
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,20,20
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,26,26
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,86,86
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,37,37
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,22,22
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,61,61
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
HUACHACALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,135,135
HUARACAJE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
HUMANATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
ICHOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,31,31
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,14,14
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,47,47
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,348,348
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7991,7991
LA RIVERA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,38,38
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,43,43
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,11,11
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,28,28
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
MOJINETE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,79,79
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1181,1181
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,11,11
NAZACARA DE PACAJES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,26,26
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,14,14
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,975,975
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,47,47
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,32,32
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,70,70
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,31,31
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,36,36
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,26,26
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,18,18
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,18,18
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,29,29
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,243,243
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,53,53
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,13,13
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,98,98
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,107,107
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,138,138
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,143,143
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,21,21
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,45,45
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,138,138
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,23,23
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,17,17
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,22,22
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
SAN ANTONIO DE ESMORUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,26,26
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,51,51
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,24,24
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,37,37
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,13,13
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,29,29
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,33,33
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,78,78
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,45,45
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,49,49
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,30,30
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,34,34
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,44,44
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,10,10
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,8,8
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7346,7346
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,49,49
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,58,58
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,13,13
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,61,61
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,35,35
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1727,1727
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
TAHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,9,9
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,42,42
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,21,21
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,274,274
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,33,33
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,11,11
TIAWANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,2,2
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,7,7
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,199,199
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,21,21
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,1,1
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,45,45
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,64,64
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,16,16
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,19,19
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,887,887
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,175,175
TURCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,5,5
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,80,80
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,20,20
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,13,13
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,62,62
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,12,12
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,25,25
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,589,589
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,20,20
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,56,56
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,4,4
VILLA RIVERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,15,15
VILLA SERRANO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,27,27
VILLA TUNARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2018-01-01,172,172
