municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,177,177
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,5141,5141
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,264,264
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,20,20
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,11,11
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,31,31
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,48,48
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,38,38
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,17,17
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,66,66
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,189,189
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,722,722
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1833,1833
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,75,75
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,72,72
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,6,6
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,29,29
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,51,51
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,13,13
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,15,15
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,14,14
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,12,12
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,154,154
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1534,1534
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,5,5
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,21,21
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,37,37
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,12,12
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,24,24
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,316,316
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,393,393
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,331,331
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
REYES,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1150,1150
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,46,46
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,142,142
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,751,751
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,19,19
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,6,6
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,3,3
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,237,237
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,77,77
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,131,131
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,505,505
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,48,48
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,324,324
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,6,6
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,124,124
SAN LORENZO(TJA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,58,58
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,81,81
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,25,25
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,23,23
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,10,10
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,20,20
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,13,13
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,128,128
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9534,9534
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,20,20
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,28,28
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
SENA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,94,94
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,12,12
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,3,3
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,43,43
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,10,10
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,10,10
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1317,1317
TACACHI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,60,60
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,737,737
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,34,34
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,6,6
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,12,12
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,225,225
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,10,10
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,4,4
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,13,13
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,39,39
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1868,1868
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,169,169
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,3,3
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,8,8
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,132,132
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,6,6
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,284,284
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,171,171
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,20,20
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,170,170
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,3,3
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,9,9
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,308,308
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,11,11
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,43,43
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,160,160
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,2,2
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,1,1
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,450,450
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,369,369
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,21,21
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,249,249
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2023-01-01,7,7
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,88,88
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,13,13
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,61,61
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,4,4
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,11,11
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,5,5
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,4,4
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,131,131
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,79,79
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,25,25
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,9,9
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,6,6
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,12,12
BELLA FLOR,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,103,103
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,20,20
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,20,20
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,14,14
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,6,6
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,5,5
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,11,11
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,67,67
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,261,261
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,17,17
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,9,9
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,237,237
CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,16,16
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,73,73
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,10,10
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,56,56
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,42,42
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,85,85
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,9,9
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,78,78
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,578,578
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,11,11
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,4938,4938
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,117,117
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,4,4
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,30,30
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,2,2
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,18,18
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,5,5
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,35,35
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,58,58
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,13,13
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,5,5
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,71,71
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,2,2
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,11,11
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,342,342
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,33,33
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,2,2
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,46,46
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,3,3
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,6230,6230
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,22,22
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,1,1
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,246,246
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,7,7
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2023-02-01,19,19
