municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,178,178
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2023-01-01,308,308
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,403,403
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,609,609
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,244,244
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,589,589
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,91,91
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,370,370
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,307,307
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
CHUA COCANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,218,218
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,50,50
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,465,465
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1723,1723
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,403,403
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,12196,12196
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,520,520
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2023-01-01,187,187
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,496,496
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,185,185
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
COROICO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,403,403
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,278,278
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,651,651
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,28,28
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,217,217
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,7109,7109
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,558,558
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,154,154
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,56,56
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
HUACARAJE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,682,682
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
ICLA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,434,434
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,465,465
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,94,94
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,90,90
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,279,279
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,961,961
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,21845,21845
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,26,26
LAJA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,60,60
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,217,217
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
MALLA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,90,90
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,529,529
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,33,33
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1054,1054
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,2356,2356
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,95,95
OCURI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,620,620
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,4603,4603
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,170,170
PALCA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,122,122
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,228,228
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,682,682
POCONA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,199,199
POROMA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1116,1116
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,60,60
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,429,429
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,112,112
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,3193,3193
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,279,279
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,276,276
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,61,61
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,68,68
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,138,138
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,7,7
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1392,1392
PUNA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,589,589
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,961,961
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1922,1922
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,589,589
REYES,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1953,1953
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,265,265
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SACABA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,2046,2046
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,122,122
SACACA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,54,54
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,87,87
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,428,428
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,62,62
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1333,1333
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,201,201
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,174,174
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,855,855
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1736,1736
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,280,280
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,91,91
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,498,498
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,217,217
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,20700,20700
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,184,184
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,60,60
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
SENA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,81,81
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,371,371
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,222,222
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
SORATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,3193,3193
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,182,182
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,558,558
TARACO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
TARATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1829,1829
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,868,868
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,93,93
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
TINGUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1,1
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,775,775
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,648,648
TOCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,184,184
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,56,56
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,682,682
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,162,162
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,403,403
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1765,1765
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,434,434
TURCO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,400,400
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,31,31
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,398,398
VACAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,219,219
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1054,1054
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,496,496
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,155,155
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,1212,1212
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2023-01-01,372,372
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,527,527
VINTO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,341,341
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,124,124
WARNES,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,477,477
YACO,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,186,186
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,908,908
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,310,310
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,555,555
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,403,403
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2023-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,196,196
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,60,60
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,504,504
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,196,196
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,140,140
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,27,27
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
APOLO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,55,55
ARANI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,196,196
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,177,177
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,364,364
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,392,392
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,350,350
AYATA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2023-02-01,955,955
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,448,448
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,27,27
BAURES,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,417,417
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,168,168
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,210,210
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,84,84
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2023-02-01,224,224
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,168,168
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,87,87
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,364,364
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2023-02-01,140,140
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,562,562
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,308,308
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,224,224
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,504,504
CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,152,152
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,307,307
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,196,196
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,336,336
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,253,253
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,112,112
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2023-02-01,197,197
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,252,252
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,420,420
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,1586,1586
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,504,504
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,11004,11004
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,56,56
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,560,560
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2023-02-01,308,308
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,448,448
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,56,56
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,280,280
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2023-02-01,56,56
