,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
CALAMARCA,consultas prenatales,repetidas,2020-01-01,0,0,15,0,39,0,15,0,0,0,69
CAMARGO,consultas prenatales,repetidas,2020-01-01,0,0,5,1,71,4,25,0,0,0,106
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2020-01-01,0,0,0,1,10,1,0,0,0,0,12
CAMIRI,consultas prenatales,repetidas,2020-01-01,1,0,58,3,175,1,34,0,0,0,272
CAPINOTA,consultas prenatales,repetidas,2020-01-01,1,0,48,0,107,0,19,0,0,0,175
CAQUIAVIRI,consultas prenatales,repetidas,2020-01-01,0,0,12,0,18,0,3,1,0,0,34
CARACOLLO,consultas prenatales,repetidas,2020-01-01,0,0,28,0,90,3,3,1,0,0,125
CARANAVI,consultas prenatales,repetidas,2020-01-01,1,0,71,0,247,2,43,0,0,0,364
CARAPARI,consultas prenatales,repetidas,2020-01-01,0,0,14,0,77,1,12,0,0,0,104
CARIPUYO,consultas prenatales,repetidas,2020-01-01,0,0,8,1,13,2,3,1,0,0,28
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2020-01-01,0,0,5,0,24,0,0,0,0,0,29
CATACORA,consultas prenatales,repetidas,2020-01-01,0,0,1,1,3,1,1,0,0,0,7
CHACARILLA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,repetidas,2020-01-01,0,0,32,1,110,9,19,1,1,0,173
CHAQUI,consultas prenatales,repetidas,2020-01-01,0,0,6,2,18,1,5,1,0,0,33
CHARAGUA,consultas prenatales,repetidas,2020-01-01,3,0,29,0,92,0,16,0,0,0,140
CHARAÑA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,4,0,1,0,0,0,6
CHAYANTA,consultas prenatales,repetidas,2020-01-01,0,0,11,1,33,7,6,3,0,0,61
CHIMORE,consultas prenatales,repetidas,2020-01-01,5,0,45,2,158,14,22,1,0,0,247
CHIPAYA,consultas prenatales,repetidas,2020-01-01,1,0,3,0,8,0,1,0,0,0,13
CHOQUE COTA,consultas prenatales,repetidas,2020-01-01,0,0,0,1,4,1,1,0,0,0,7
CHUA COCANI,consultas prenatales,repetidas,2020-01-01,0,0,0,0,3,0,6,0,0,0,9
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2020-01-01,0,0,15,0,54,0,13,0,0,0,82
CHUMA,consultas prenatales,repetidas,2020-01-01,0,1,10,1,12,5,5,1,0,0,35
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2020-01-01,1,0,7,2,21,5,1,0,0,0,37
CKOCHAS,consultas prenatales,repetidas,2020-01-01,1,0,8,1,20,9,8,2,0,0,49
CLIZA,consultas prenatales,repetidas,2020-01-01,0,0,16,1,101,0,38,0,0,0,156
COBIJA,consultas prenatales,repetidas,2020-01-01,10,0,96,1,382,0,91,0,0,0,580
COCAPATA,consultas prenatales,repetidas,2020-01-01,0,0,11,5,33,17,7,2,0,0,75
COCHABAMBA,consultas prenatales,repetidas,2020-01-01,7,0,490,3,4851,11,1212,4,4,0,6582
COIPASA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2020-01-01,0,0,31,4,244,62,41,17,0,0,399
"COLCHA ""K""",consultas prenatales,repetidas,2020-01-01,0,0,13,0,46,1,6,1,0,0,67
COLLANA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,5,0,1,0,0,0,6
COLOMI,consultas prenatales,repetidas,2020-01-01,1,0,45,0,109,0,19,0,0,0,174
COLPA BELGICA,consultas prenatales,repetidas,2020-01-01,0,0,10,0,27,0,2,0,0,0,39
COLQUECHACA,consultas prenatales,repetidas,2020-01-01,0,1,38,2,103,7,31,3,0,0,185
COLQUENCHA,consultas prenatales,repetidas,2020-01-01,0,0,12,0,52,0,7,1,0,0,72
COLQUIRI,consultas prenatales,repetidas,2020-01-01,0,0,19,2,30,5,3,1,0,0,60
COMANCHE,consultas prenatales,repetidas,2020-01-01,0,0,3,1,6,0,1,0,0,0,11
COMARAPA,consultas prenatales,repetidas,2020-01-01,2,0,28,0,73,0,23,0,0,0,126
COMBAYA,consultas prenatales,repetidas,2020-01-01,0,0,0,1,1,0,0,0,0,0,2
CONCEPCION,consultas prenatales,repetidas,2020-01-01,1,0,38,0,95,7,12,0,0,0,153
COPACABANA,consultas prenatales,repetidas,2020-01-01,0,0,10,0,48,0,7,0,0,0,65
CORIPATA,consultas prenatales,repetidas,2020-01-01,0,0,39,0,76,0,13,0,0,0,128
CORO CORO,consultas prenatales,repetidas,2020-01-01,0,0,6,0,14,2,4,2,0,0,28
COROICO,consultas prenatales,repetidas,2020-01-01,0,0,17,0,64,1,9,1,0,0,92
CORQUE,consultas prenatales,repetidas,2020-01-01,0,0,3,0,11,0,2,0,0,0,16
COTAGAITA,consultas prenatales,repetidas,2020-01-01,1,1,17,2,57,4,12,2,0,0,96
COTOCA,consultas prenatales,repetidas,2020-01-01,1,0,108,0,343,6,56,3,0,0,517
CUATRO CAÑADAS,consultas prenatales,repetidas,2020-01-01,2,0,25,1,84,0,15,0,0,0,127
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2020-01-01,0,0,2,0,3,0,1,0,0,0,6
CUEVO,consultas prenatales,repetidas,2020-01-01,0,0,5,2,12,2,3,0,0,0,24
CULPINA,consultas prenatales,repetidas,2020-01-01,0,0,15,1,66,6,11,3,0,0,102
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2020-01-01,0,0,4,0,12,0,2,0,0,0,18
CURVA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,4,2,2,1,0,0,9
DESAGUADERO,consultas prenatales,repetidas,2020-01-01,0,0,3,0,27,0,3,0,0,0,33
EL ALTO,consultas prenatales,repetidas,2020-01-01,29,3,642,193,4166,1139,846,179,2,0,7199
EL CHORO,consultas prenatales,repetidas,2020-01-01,0,0,2,1,4,0,0,0,0,0,7
EL PUENTE(STC),consultas prenatales,repetidas,2020-01-01,2,0,10,0,32,1,3,0,0,0,48
EL PUENTE(TJA),consultas prenatales,repetidas,2020-01-01,1,0,5,3,29,2,8,0,0,0,48
EL TORNO,consultas prenatales,repetidas,2020-01-01,12,0,93,0,385,3,64,0,0,0,557
EL VILLAR,consultas prenatales,repetidas,2020-01-01,0,0,3,0,9,1,4,0,0,0,17
ENTRE RIOS TRJ,consultas prenatales,repetidas,2020-01-01,2,0,16,0,73,5,6,2,0,0,104
ENTRE RIOS CBBA,consultas prenatales,repetidas,2020-01-01,4,0,72,0,265,1,38,0,0,0,380
ESCOMA,consultas prenatales,repetidas,2020-01-01,0,0,5,0,9,0,3,0,0,0,17
ESMERALDA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,repetidas,2020-01-01,0,0,6,0,13,0,4,0,0,0,23
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2020-01-01,0,0,3,0,3,0,2,0,0,0,8
EXALTACION,consultas prenatales,repetidas,2020-01-01,0,0,2,0,3,0,1,0,0,0,6
FERNANDEZ ALONSO,consultas prenatales,repetidas,2020-01-01,1,0,10,1,62,2,11,0,0,0,87
FILADELFIA,consultas prenatales,repetidas,2020-01-01,2,0,10,0,15,0,1,0,0,0,28
GENERAL SAAVEDRA,consultas prenatales,repetidas,2020-01-01,1,0,13,0,63,1,6,0,0,0,84
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2020-01-01,0,0,8,0,25,2,5,0,0,0,40
GUANAY,consultas prenatales,repetidas,2020-01-01,0,0,6,0,33,6,5,3,0,0,53
GUAQUI,consultas prenatales,repetidas,2020-01-01,0,0,7,0,19,2,4,0,0,0,32
GUAYARAMERIN,consultas prenatales,repetidas,2020-01-01,2,0,76,1,221,3,30,0,0,0,333
GUTIERREZ,consultas prenatales,repetidas,2020-01-01,0,0,16,3,36,1,6,0,0,0,62
HUACARETA,consultas prenatales,repetidas,2020-01-01,3,0,11,3,28,1,3,1,0,0,50
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2020-01-01,0,0,0,0,6,2,1,3,0,0,12
HUACHACALLA,consultas prenatales,repetidas,2020-01-01,0,0,2,0,3,0,1,0,0,0,6
HUANUNI,consultas prenatales,repetidas,2020-01-01,0,0,15,0,91,1,13,0,0,0,120
HUARACAJE,consultas prenatales,repetidas,2020-01-01,0,0,4,0,7,0,1,0,0,0,12
HUARINA,consultas prenatales,repetidas,2020-01-01,1,0,7,0,13,4,1,0,0,0,26
HUATAJATA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,7,0,0,0,0,0,7
HUAYLLAMARCA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,7,0,3,0,0,0,13
HUMANATA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,5,0,0,0,1,0,7
ICHOCA,consultas prenatales,repetidas,2020-01-01,0,0,1,1,6,4,1,0,0,0,13
ICLA,consultas prenatales,repetidas,2020-01-01,0,0,5,1,5,3,2,3,0,0,19
INCAHUASI,consultas prenatales,repetidas,2020-01-01,0,0,9,4,35,6,6,1,0,0,61
INGAVI (HUMAITA),consultas prenatales,repetidas,2020-01-01,0,0,1,0,11,0,0,0,0,0,12
INQUISIVI,consultas prenatales,repetidas,2020-01-01,0,0,10,3,25,8,7,0,0,0,53
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2020-01-01,0,0,11,0,63,3,13,0,0,0,90
IXIAMAS,consultas prenatales,repetidas,2020-01-01,0,0,6,0,20,0,4,0,0,0,30
JESUS DE MACHACA,consultas prenatales,repetidas,2020-01-01,0,0,7,0,26,0,8,0,0,0,41
LA ASUNTA,consultas prenatales,repetidas,2020-01-01,1,0,50,0,175,8,26,0,0,0,260
LA GUARDIA,consultas prenatales,repetidas,2020-01-01,21,0,113,1,528,1,98,0,0,0,762
LA PAZ,consultas prenatales,repetidas,2020-01-01,3,0,401,2,4739,1,1370,2,3,0,6521
LAGUNILLAS,consultas prenatales,repetidas,2020-01-01,1,0,10,1,17,4,7,0,0,0,40
LAJA,consultas prenatales,repetidas,2020-01-01,1,0,25,1,59,1,8,0,0,0,95
LAS CARRERAS,consultas prenatales,repetidas,2020-01-01,0,0,2,0,8,1,5,0,0,0,16
LICOMA PAMPA,consultas prenatales,repetidas,2020-01-01,0,0,2,0,8,0,2,0,0,0,12
LLALLAGUA,consultas prenatales,repetidas,2020-01-01,0,0,54,0,251,8,61,0,0,0,374
LLICA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,7,2,0,0,0,0,10
LORETO,consultas prenatales,repetidas,2020-01-01,0,0,1,0,7,4,0,0,0,0,12
LURIBAY,consultas prenatales,repetidas,2020-01-01,0,0,4,0,31,2,8,1,0,0,46
MACHACAMARCA,consultas prenatales,repetidas,2020-01-01,0,0,6,0,12,0,1,0,0,0,19
MACHARETI,consultas prenatales,repetidas,2020-01-01,0,0,4,0,16,1,2,0,0,0,23
MAGDALENA,consultas prenatales,repetidas,2020-01-01,0,0,14,0,35,0,10,0,0,0,59
MAIRANA,consultas prenatales,repetidas,2020-01-01,3,0,21,0,65,0,11,1,0,0,101
MALLA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,2,1,1,0,0,0,5
MAPIRI,consultas prenatales,repetidas,2020-01-01,1,0,32,0,86,0,12,0,0,0,131
MECAPACA,consultas prenatales,repetidas,2020-01-01,0,0,12,2,60,3,10,2,0,0,89
MINEROS,consultas prenatales,repetidas,2020-01-01,2,0,37,0,103,0,12,0,0,0,154
MIZQUE,consultas prenatales,repetidas,2020-01-01,0,0,16,2,47,2,7,5,0,0,79
MOCOMOCO,consultas prenatales,repetidas,2020-01-01,0,1,6,4,18,2,3,2,0,0,36
MOJINETE,consultas prenatales,repetidas,2020-01-01,0,0,1,0,0,1,1,0,0,0,3
MOJOCOYA,consultas prenatales,repetidas,2020-01-01,0,0,8,0,26,1,5,0,0,0,40
MONTEAGUDO,consultas prenatales,repetidas,2020-01-01,0,0,18,1,100,2,28,0,0,0,149
MONTERO,consultas prenatales,repetidas,2020-01-01,4,0,180,1,800,5,134,2,0,0,1126
MORO MORO,consultas prenatales,repetidas,2020-01-01,0,0,4,0,7,1,1,0,0,0,13
MOROCHATA,consultas prenatales,repetidas,2020-01-01,0,0,5,1,14,1,3,1,0,0,25
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2020-01-01,2,0,5,0,9,0,1,0,0,0,17
NAZACARA DE PACAJES,consultas prenatales,repetidas,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2020-01-01,0,0,4,0,2,1,1,0,0,0,8
OCURI,consultas prenatales,repetidas,2020-01-01,0,0,21,1,21,10,15,5,0,0,73
OKINAWA,consultas prenatales,repetidas,2020-01-01,0,0,15,0,46,0,7,0,0,0,68
OMEREQUE,consultas prenatales,repetidas,2020-01-01,0,0,9,0,26,2,2,0,0,0,39
ORURO,consultas prenatales,repetidas,2020-01-01,0,0,348,15,2370,62,529,9,2,0,3335
PADCAYA,consultas prenatales,repetidas,2020-01-01,1,0,20,2,48,1,11,0,0,0,83
PADILLA,consultas prenatales,repetidas,2020-01-01,1,0,10,1,39,2,6,3,0,0,62
PAILON,consultas prenatales,repetidas,2020-01-01,1,0,34,0,96,0,12,0,0,0,143
PALCA,consultas prenatales,repetidas,2020-01-01,0,1,14,0,65,3,6,1,0,0,90
PALOS BLANCOS,consultas prenatales,repetidas,2020-01-01,3,0,33,2,113,6,18,0,0,0,175
PAMPA AULLAGAS,consultas prenatales,repetidas,2020-01-01,0,0,1,0,5,0,1,1,0,0,8
PAMPA GRANDE,consultas prenatales,repetidas,2020-01-01,0,0,18,0,32,1,7,0,0,0,58
PAPEL PAMPA,consultas prenatales,repetidas,2020-01-01,0,0,6,0,8,0,1,0,0,0,15
PASORAPA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,6,0,2,0,0,0,11
PATACAMAYA,consultas prenatales,repetidas,2020-01-01,0,0,29,0,80,0,22,0,0,0,131
PAZÑA,consultas prenatales,repetidas,2020-01-01,0,0,1,1,13,1,0,0,0,0,16
PELECHUCO,consultas prenatales,repetidas,2020-01-01,0,0,2,0,26,0,4,0,0,0,32
POCOATA,consultas prenatales,repetidas,2020-01-01,0,0,18,6,34,19,8,10,0,0,95
POCONA,consultas prenatales,repetidas,2020-01-01,0,0,7,0,37,3,7,0,0,0,54
POJO (CBBA),consultas prenatales,repetidas,2020-01-01,2,0,12,0,35,0,11,0,0,0,60
POOPO,consultas prenatales,repetidas,2020-01-01,0,0,1,0,20,2,2,0,0,0,25
PORCO,consultas prenatales,repetidas,2020-01-01,0,0,35,1,56,7,6,2,0,0,107
POROMA,consultas prenatales,repetidas,2020-01-01,2,0,10,2,15,9,1,2,0,0,41
PORONGO,consultas prenatales,repetidas,2020-01-01,0,0,6,1,32,3,3,0,0,0,45
PORTACHUELO,consultas prenatales,repetidas,2020-01-01,1,0,31,0,85,0,12,0,0,0,129
PORVENIR,consultas prenatales,repetidas,2020-01-01,0,0,10,0,24,0,3,0,0,0,37
POSTRER VALLE,consultas prenatales,repetidas,2020-01-01,0,0,1,0,1,1,1,0,0,0,4
POTOSI,consultas prenatales,repetidas,2020-01-01,1,0,226,72,1101,121,195,15,0,0,1731
PRESTO,consultas prenatales,repetidas,2020-01-01,0,0,4,1,7,2,4,1,0,0,19
PUCARA,consultas prenatales,repetidas,2020-01-01,1,0,1,0,3,1,0,0,0,0,6
PUCARANI,consultas prenatales,repetidas,2020-01-01,0,0,22,2,99,2,15,1,0,0,141
PUERTO ACOSTA,consultas prenatales,repetidas,2020-01-01,0,1,5,0,14,3,3,0,0,0,26
PUERTO CARABUCO,consultas prenatales,repetidas,2020-01-01,0,0,4,3,19,3,2,3,0,0,34
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2020-01-01,1,0,15,0,29,0,6,0,0,0,51
PUERTO PEREZ,consultas prenatales,repetidas,2020-01-01,0,0,5,0,17,0,1,0,0,0,23
PUERTO QUIJARRO,consultas prenatales,repetidas,2020-01-01,0,1,12,0,27,0,2,0,0,0,42
PUERTO RICO,consultas prenatales,repetidas,2020-01-01,2,0,16,0,24,0,1,0,0,0,43
PUERTO SILES,consultas prenatales,repetidas,2020-01-01,1,0,2,0,6,0,0,0,0,0,9
PUERTO SUAREZ,consultas prenatales,repetidas,2020-01-01,3,0,11,2,22,0,5,2,0,0,45
PUERTO VILLARROEL,consultas prenatales,repetidas,2020-01-01,5,0,131,1,357,2,65,1,0,0,562
PUNA,consultas prenatales,repetidas,2020-01-01,0,0,18,2,44,9,7,0,0,0,80
PUNATA,consultas prenatales,repetidas,2020-01-01,0,0,51,4,209,7,41,1,0,0,313
QUIABAYA,consultas prenatales,repetidas,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,repetidas,2020-01-01,3,1,119,33,679,176,139,31,1,1,1183
QUIME,consultas prenatales,repetidas,2020-01-01,0,0,4,1,17,0,5,0,0,0,27
QUIRUSILLAS,consultas prenatales,repetidas,2020-01-01,1,0,1,0,0,0,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2020-01-01,0,0,3,0,10,0,3,0,0,0,16
RAVELO,consultas prenatales,repetidas,2020-01-01,0,0,8,7,11,7,3,3,0,1,40
REYES,consultas prenatales,repetidas,2020-01-01,1,0,18,0,56,1,8,0,0,0,84
RIBERALTA,consultas prenatales,repetidas,2020-01-01,18,51,183,1,609,2,76,1,0,0,941
ROBORE,consultas prenatales,repetidas,2020-01-01,0,0,13,0,56,0,4,0,0,0,73
RURRENABAQUE,consultas prenatales,repetidas,2020-01-01,1,0,35,0,111,2,21,0,0,0,170
SABAYA,consultas prenatales,repetidas,2020-01-01,0,0,2,0,12,0,1,0,0,0,15
SACABA,consultas prenatales,repetidas,2020-01-01,4,1,144,24,820,180,154,34,1,0,1362
SACABAMBA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,10,1,3,0,0,0,17
SACACA,consultas prenatales,repetidas,2020-01-01,1,0,13,2,54,6,16,3,0,0,95
SAIPINA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,14,2,5,0,0,0,24
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2020-01-01,0,0,6,2,31,9,4,2,0,0,54
SAMAIPATA,consultas prenatales,repetidas,2020-01-01,0,0,8,0,35,1,7,1,0,0,52
SAN AGUSTIN,consultas prenatales,repetidas,2020-01-01,0,0,1,0,2,3,0,0,0,0,6
SAN ANDRES,consultas prenatales,repetidas,2020-01-01,1,0,10,0,41,0,5,0,0,0,57
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2020-01-01,0,0,1,0,1,1,0,1,0,0,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2020-01-01,0,0,1,0,3,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2020-01-01,0,0,9,1,22,3,5,0,0,0,40
SAN BENITO,consultas prenatales,repetidas,2020-01-01,1,0,10,0,41,0,7,0,0,0,59
SAN BORJA,consultas prenatales,repetidas,2020-01-01,3,0,59,7,190,6,46,0,0,0,311
SAN BUENA VENTURA,consultas prenatales,repetidas,2020-01-01,1,0,19,1,53,4,12,0,0,0,90
SAN CARLOS,consultas prenatales,repetidas,2020-01-01,1,0,33,0,93,0,18,0,0,0,145
SAN IGNACIO,consultas prenatales,repetidas,2020-01-01,1,0,32,8,73,2,7,0,0,0,123
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2020-01-01,8,1,93,2,292,9,34,0,0,0,439
SAN JAVIER(BNI),consultas prenatales,repetidas,2020-01-01,1,0,5,1,5,0,1,0,0,0,13
SAN JAVIER(STC),consultas prenatales,repetidas,2020-01-01,0,0,23,0,65,0,2,0,0,0,90
SAN JOAQUIN,consultas prenatales,repetidas,2020-01-01,0,0,7,0,24,0,1,0,0,0,32
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2020-01-01,4,0,38,0,94,13,1,0,0,0,150
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2020-01-01,0,0,1,0,28,1,2,0,0,0,32
SAN JULIAN,consultas prenatales,repetidas,2020-01-01,6,0,41,0,188,0,33,0,0,0,268
SAN LORENZO(PND),consultas prenatales,repetidas,2020-01-01,1,0,12,0,29,1,3,1,0,0,47
SAN LORENZO(TJA),consultas prenatales,repetidas,2020-01-01,1,0,23,3,84,5,11,4,0,0,131
SAN LUCAS,consultas prenatales,repetidas,2020-01-01,1,0,32,9,54,21,11,7,0,0,135
SAN MATIAS,consultas prenatales,repetidas,2020-01-01,5,0,18,0,58,0,11,0,0,0,92
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2020-01-01,0,0,13,2,48,3,9,1,0,0,76
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
SAN PEDRO,consultas prenatales,repetidas,2020-01-01,0,0,16,0,55,0,13,1,0,0,85
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2020-01-01,0,0,25,4,50,7,16,8,0,0,110
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2020-01-01,0,0,4,0,10,0,4,0,0,0,18
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2020-01-01,0,0,5,0,14,0,2,0,0,0,21
SAN PEDRO(PND),consultas prenatales,repetidas,2020-01-01,0,0,1,1,3,4,0,1,0,0,10
SAN RAFAEL,consultas prenatales,repetidas,2020-01-01,0,0,6,0,16,0,7,0,0,0,29
SAN RAMON BENI,consultas prenatales,repetidas,2020-01-01,0,0,7,0,16,0,3,0,0,0,26
SAN RAMON SCZ,consultas prenatales,repetidas,2020-01-01,1,0,4,0,31,0,8,0,0,0,44
SANTA ANA,consultas prenatales,repetidas,2020-01-01,1,0,13,1,32,1,5,0,0,0,53
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2020-01-01,57,0,1313,3,6637,104,887,1,7,0,9009
SANTA ROSA,consultas prenatales,repetidas,2020-01-01,1,0,12,0,32,1,9,0,0,0,55
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2020-01-01,2,0,23,0,63,0,10,0,0,0,98
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2020-01-01,1,0,3,0,4,0,0,0,0,0,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2020-01-01,0,0,6,1,17,1,2,1,0,0,28
SANTIAGO DE HUATA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,8,1,2,0,0,0,14
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2020-01-01,0,0,3,0,11,0,2,0,0,0,16
SANTIVAÑES,consultas prenatales,repetidas,2020-01-01,1,0,4,0,31,0,7,0,0,0,43
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2020-01-01,0,0,1,2,2,5,0,1,0,0,11
