,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,4,0,3,0,2,0,1,0,10
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,0,2,0,0,6
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,3,0,1,0,0,0,7
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,1,0,1,2,0,0,0,0,5
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,0,1,0,0,5
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,17,1,4,0,0,0,25
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,4,1,1,0,0,0,9
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,5,1,1,0,0,0,10
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,6,0,5,0,2,1,0,0,14
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,5,1,1,0,0,0,8
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,1,0,0,3
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,2,0,1,0,0,0,5
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,6,0,5,1,0,0,0,0,13
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,1,0,0,0,2
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,5,0,19,0,2,0,0,0,26
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,2,0,7,1,0,0,0,0,11
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,6,0,10,1,1,0,0,0,19
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,6,0,1,0,0,0,10
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,1,1,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,3,1,0,0,0,0,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,2,0,2,1,0,0,7
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,7,0,42,0,10,0,0,0,59
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,2,8,2,2,0,0,0,17
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,1,1,3,3,0,0,0,0,9
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,2,0,95,4,694,14,167,1,1,0,978
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,4,1,8,0,3,0,0,0,16
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,1,0,0,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,5,0,8,2,1,0,0,0,16
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,10,0,1,0,0,0,14
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,4,0,1,1,0,0,8
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,1,1,0,0,0,4
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,1,0,0,0,4
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,2,0,3,0,6,1,8,1,0,0,21
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,1,0,0,0,4
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,1,0,0,0,4
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,1,2,0,0,0,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,1,0,0,0,3
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,0,0,0,0,0,0,2
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,3,0,1,0,0,0,5
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,5,1,38,2,3,1,0,0,51
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,1,3,0,1,0,0,0,8
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,1,0,0,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,1,0,0,0,0,0,4
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,1,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,44,28,367,90,70,12,0,0,612
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,1,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,5,0,4,1,1,1,0,0,12
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,0,1,0,0,5
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,6,0,2,0,0,0,9
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,2,0,0,0,0,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,1,0,0,0,0,0,0,0,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,2,1,0,0,0,0,0,3
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,1,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,1,0,1,0,0,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,1,7,5,1,0,0,0,15
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,1,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,5,8,35,1,13,2,1,0,0,0,65
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,1,0,0,0,4
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,3,0,1,0,0,0,5
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,1,0,0,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,1,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,2,0,1,0,0,0,0,0,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,1,5,1,0,0,0,0,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,3,0,0,0,0,0,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,1,0,0,0,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,8,0,2,0,0,0,11
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,32,0,87,1,27,0,0,0,148
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,4,0,51,0,347,0,85,0,0,0,487
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,7,0,0,0,0,0,9
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,1,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,1,16,0,4,0,0,0,22
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,1,1,0,0,0,3
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,1,0,0,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,3,0,3,0,0,0,7
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,1,4,0,0,0,0,0,7
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,1,3,0,1,0,0,0,5
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,2,2,0,0,0,7
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,1,10,0,2,0,0,0,16
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,0,0,0,0,3
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,1,5,0,0,0,0,0,9
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,8,0,39,0,10,0,0,0,57
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,1,1,0,2,0,0,0,4
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,1,2,0,0,0,5
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,1,0,0,0,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,3,0,18,2,159,7,44,2,0,0,235
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,2,1,7,0,12,2,1,0,0,0,25
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,9,0,2,1,0,0,15
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,1,1,0,0,0,0,0,2
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,1,0,0,0,0,0,4
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,1,0,0,0,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,2,3,2,3,0,0,0,12
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,4,0,0,0,1,0,0,0,5
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,4,0,1,0,0,0,6
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,1,0,4,1,2,0,0,0,9
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,3,0,0,0,0,0,6
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,23,3,136,6,43,0,0,0,211
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,0,1,0,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,7,1,2,0,0,0,11
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,1,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,1,1,0,0,0,2
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,2,0,0,0,6
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,6,0,3,0,1,0,0,0,10
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,1,0,1,0,0,0,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,0,2,0,0,2
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,2,0,31,1,53,0,7,0,0,0,94
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,1,0,0,0,5
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,19,4,4,1,0,0,29
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,1,10,8,26,10,8,3,0,0,66
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,1,0,0,0,4
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,5,0,2,0,0,0,8
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,2,6,11,0,43,2,3,0,0,0,67
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,25,1,0,0,0,0,27
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,2,0,7,3,0,0,0,0,13
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,1,0,0,0,4
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,1,20,3,78,7,10,0,0,0,119
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,1,0,0,0,2
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,2,0,7,0,0,0,11
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,1,1,0,0,0,0,0,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,0,0,4,0,1,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,0,1,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,1,0,0,2,1,0,0,0,0,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,12,0,1,0,0,0,16
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,5,2,22,2,1,0,0,0,32
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,1,0,15,0,38,2,9,0,0,0,65
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,3,0,1,0,0,0,0,0,4
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,7,0,0,0,0,0,8
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,7,0,1,0,0,0,9
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,12,2,2,1,0,0,18
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,4,0,13,0,1,0,0,0,18
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
