,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,4,0,0,0,7
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,5,0,0,0,0,0,7
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,9,0,20,0,1,0,0,0,31
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,14,0,34,0,4,1,0,0,53
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,1,10,1,2,0,0,0,17
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,5,0,0,1,0,0,9
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,18,0,2,0,0,0,26
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,3,0,0,0,0,0,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,6,0,3,0,0,0,12
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,16,0,1,0,0,0,20
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,1,42,3,7,0,0,0,62
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,20,0,5,0,0,0,30
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,0,0,0,0,3
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,22,0,1,0,0,0,27
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,16,0,56,1,15,0,0,0,88
CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,9,0,3,0,0,0,12
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,1,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,2,0,4,0,1,0,0,0,8
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,12,0,28,0,4,0,0,0,44
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,1,0,0,0,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,2,0,14,0,29,0,5,0,0,0,50
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,0,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,2,0,4,0,6,1,1,0,0,0,14
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,11,0,23,4,1,0,0,0,39
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,1,0,0,0,3
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,0,1,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,5,0,0,0,0,0,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,8,0,21,0,4,0,0,0,33
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,2,1,1,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,6,0,1,0,0,0,11
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,1,0,7,2,4,1,0,0,16
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,13,0,48,2,4,0,0,0,67
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,15,0,89,1,19,0,0,0,125
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,8,0,15,3,2,1,0,0,29
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,141,2,1087,9,253,4,0,0,1497
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,2,29,3,8,1,0,0,48
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,8,1,2,1,0,0,13
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,2,22,0,8,0,0,0,41
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,7,0,0,0,0,0,11
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,15,0,17,3,6,0,0,0,41
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,7,0,4,0,0,0,12
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,1,6,3,1,0,0,0,13
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,3,0,0,0,0,0,4
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,0,30,0,5,0,0,0,44
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,19,0,5,0,0,0,29
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,3,0,1,0,0,0,8
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,7,0,20,0,4,0,0,0,31
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,1,0,5,0,0,0,0,0,7
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,12,0,1,0,0,0,18
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,1,0,0,0,3
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,12,1,2,0,0,0,17
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,29,0,104,2,6,0,0,0,141
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,3,0,22,0,4,1,0,0,31
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,3,0,0,0,0,0,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,12,5,2,0,0,0,23
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,3,1,0,1,0,0,5
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,7,0,0,0,0,0,7
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,10,0,144,63,925,281,237,43,0,0,1703
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,1,5,0,7,0,0,0,0,0,13
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,1,3,0,7,0,0,0,0,0,11
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,3,0,24,1,77,0,14,0,0,0,119
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,5,0,14,0,2,0,0,0,22
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,17,1,48,0,5,0,0,0,72
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,1,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,2,1,2,0,0,0,6
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,1,0,3,0,0,1,0,0,6
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,6,0,0,0,0,0,6
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,6,0,0,0,0,0,8
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,10,0,0,0,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,4,0,0,0,0,0,6
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,1,0,11,3,2,0,0,0,18
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,4,0,0,0,0,0,4
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,2,27,0,65,3,11,0,0,0,109
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,9,1,0,0,0,0,13
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,1,4,0,0,0,0,0,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,1,1,0,0,0,0,0,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,7,0,22,0,2,0,0,0,31
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,4,0,0,0,0,0,5
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,2,0,0,0,0,0,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,1,0,0,0,4
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,1,1,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,1,2,0,0,0,0,0,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,3,0,6,0,3,0,0,0,13
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,9,1,3,0,0,0,15
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,8,0,3,0,0,0,11
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,9,0,0,0,0,0,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,13,0,1,0,0,0,18
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,17,0,55,1,9,0,0,0,82
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,3,0,48,1,147,2,41,1,0,0,243
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,2,0,76,0,808,1,226,1,1,0,1115
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,5,2,1,0,0,0,8
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,14,1,4,0,0,0,25
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,16,0,51,0,11,0,0,0,78
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,1,9,0,2,0,0,0,13
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,4,0,1,0,0,0,7
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,4,0,0,0,0,0,8
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,11,0,3,0,0,0,17
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,7,0,13,0,2,0,0,0,22
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,1,0,0,0,1,0,0,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,0,31,0,4,0,0,0,44
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,11,1,2,0,0,0,16
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,12,0,9,1,4,0,0,0,27
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,2,1,8,0,1,0,0,0,13
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,3,0,0,2,0,0,8
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,3,1,4,0,0,0,8
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,19,0,8,0,0,0,31
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,34,2,169,3,31,0,0,0,240
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,0,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,1,2,0,0,1,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,1,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,5,0,2,0,0,0,12
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,4,0,7,0,0,0,0,0,11
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,7,0,1,0,0,0,11
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,2,0,89,4,489,12,78,3,1,0,678
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,12,1,1,0,0,0,15
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,8,0,2,0,0,0,12
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,12,0,34,4,4,0,0,0,55
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,0,23,5,2,0,0,0,39
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,1,26,0,4,1,1,0,39
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,1,2,3,0,2,0,0,0,9
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,2,0,0,0,0,0,5
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,5,0,12,0,1,0,0,0,19
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,5,0,3,0,0,0,10
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,8,0,0,0,0,0,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,10,0,2,2,0,0,16
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,9,0,3,0,0,0,15
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,2,0,10,0,2,0,0,0,15
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,2,1,0,0,0,0,6
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,7,0,3,1,0,0,17
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,2,1,0,0,0,0,6
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,11,1,2,0,0,0,16
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,14,0,27,0,3,0,0,0,45
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,3,0,6,0,0,0,0,0,10
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,2,0,1,0,0,0,4
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,1,0,57,6,279,25,68,4,0,0,440
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,2,1,1,0,0,0,5
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,2,3,0,0,0,0,5
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,33,3,2,0,0,0,43
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,4,1,2,0,0,0,7
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,8,0,0,0,0,0,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,1,4,0,2,0,0,0,9
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,7,0,0,0,0,0,7
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,1,4,0,10,0,0,0,0,0,15
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,6,0,1,0,0,0,13
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,14,0,1,0,0,0,21
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,31,3,50,1,8,0,0,0,93
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,6,0,5,1,2,3,0,0,17
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,8,0,42,8,5,1,0,0,64
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,1,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,34,12,192,45,42,5,0,0,330
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,3,0,14,1,1,0,0,0,19
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,7,0,0,0,12
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,10,2,0,2,0,0,16
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,7,0,13,1,2,0,0,0,23
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,5,21,37,0,159,0,21,0,0,0,243
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,9,0,25,1,3,0,0,0,38
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,11,0,16,4,3,1,0,0,35
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,1,0,8,1,0,0,0,0,10
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,28,4,190,23,28,7,0,0,280
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,2,0,3,0,0,0,0,0,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,5,0,10,0,1,0,0,0,16
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-01-01,0,0,0,0,2,1,0,0,0,0,3
