municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2007-04-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2007-04-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2007-04-01,4,4
VINTO,tuberculosis,tratamientos iniciados con esquema ll,2007-04-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-04-01,1,1
ACACIO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,3,3
ARQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,4,4
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,4,4
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,2,2
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,7,7
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,4,4
MIZQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
MORO MORO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
MOROCHATA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
POSTRER VALLE,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,4,4
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
QUIRUSILLAS,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,25,25
TEOPONTE,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,2,2
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-05-01,34,34
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,2,2
CARACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,3,3
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,4,4
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,6,6
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
OCURI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,3,3
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
QUIME,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,34,34
SICAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
TOTORA(ORR),tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-06-01,4,4
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,3,3
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
OCURI,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,24,24
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
VACAS,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,3,3
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-07-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,2,2
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CARACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,3,3
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,2,2
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,6,6
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,2,2
PAILON,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,14,14
SICAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
UMALA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2007-08-01,2,2
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,3,3
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,3,3
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
HUANUNI,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,5,5
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
REYES,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,3,3
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,10,10
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,4,4
TARABUCO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
