,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,3,0,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,4,1,4,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,3,0,3,3
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,8,22,8,22,30
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,63,198,63,198,261
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,0,1,0,1
OMEREQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,13,74,13,74,87
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,16,31,16,31,47
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,0,1,0,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,0,1,0,1
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
PORONGO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,8,21,8,21,29
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,3,1,3,1,4
PUCARA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,5,8,5,8,13
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,6,21,6,21,27
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,25,67,25,67,92
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,3,34,3,34,37
QUIME,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,0,1,0,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,14,103,14,103,117
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,3,0,3,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,9,15,9,15,24
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,7,36,7,36,43
SACACA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,1,1,1,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,5,1,5,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,6,16,6,16,22
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,12,17,12,17,29
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,5,5,5,5,10
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,123,573,123,573,696
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,2,1,2,1,3
SIPE SIPE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,10,0,10,10
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,22,71,22,71,93
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,6,16,6,16,22
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,151,288,151,288,439
TINGUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,3,6,3,6,9
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,84,134,84,134,218
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,9,8,9,8,17
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,7,1,7,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,5,16,5,16,21
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,17,32,17,32,49
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,16,8,16,8,24
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,4,4,4,4,8
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,1,1,1,2
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,0,3,0,3,3
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,14,30,14,30,44
YOTALA,internaciones,ingresos referidos de otros establecimientos de salud,2015-01-01,1,0,1,0,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,4,2,4,6
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,0,1,0,1
ARAMPAMPA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,15,30,15,30,45
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,6,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,4,3,4,3,7
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
CALAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,10,6,10,6,16
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,11,0,11,11
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,9,34,9,34,43
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,6,0,6,6
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,3,1,3,4
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,10,1,10,11
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,68,201,68,201,269
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,38,255,38,255,293
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,5,1,5,6
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,4,18,4,18,22
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,2,2,2,4
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,50,409,50,409,459
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,7,9,7,9,16
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,10,1,10,11
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,20,2,20,22
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,9,0,9,9
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,40,33,40,33,73
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,222,863,222,863,1085
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,9,0,9,9
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,3,4,3,4,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,4,1,4,5
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,20,0,20,20
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,3,2,3,2,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,11,22,11,22,33
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,51,194,51,194,245
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,14,99,14,99,113
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,10,19,10,19,29
PALCA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,1,1,1,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,2,0,2,2
POROMA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,2,0,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,2,1,2,3
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,3,2,3,2,5
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,7,7,7,7,14
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,3,4,3,4,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,20,2,20,22
PUNA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,23,67,23,67,90
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,43,8,43,8,51
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,8,86,8,86,94
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,5,9,5,9,14
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,11,38,11,38,49
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,0,2,0,2
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,9,1,9,10
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,7,14,7,14,21
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,9,26,9,26,35
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,1,1,1,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,4,1,4,5
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,4,2,4,2,6
SAN PABLO DE LIPEZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,415,1158,415,1158,1573
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,0,2,0,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,4,0,4,4
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,36,47,36,47,83
TACOPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,0,1,0,1
TAPACARI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,7,1,7,8
TARATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,8,0,8,8
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,114,197,114,197,311
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,1,1,1,2
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,6,10,6,10,16
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,11,41,11,41,52
TURCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,15,1,15,16
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,2,5,2,5,7
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,5,9,5,9,14
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,4,30,4,30,34
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,7,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,7,1,7,8
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,1,3,1,3,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,19,27,19,27,46
YAMPARAEZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,6,1,6,7
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,6,34,6,34,40
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,3,0,3,3
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,4,9,4,9,13
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,17,11,17,11,28
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,13,20,13,20,33
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,8,34,8,34,42
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,3,2,3,5
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,12,2,12,14
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,3,1,3,4
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,23,0,23,23
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,57,249,57,249,306
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,27,254,27,254,281
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,4,1,4,5
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,2,1,2,3
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,5,21,5,21,26
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,3,25,3,25,28
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,61,504,61,504,565
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,5,2,5,2,7
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,3,4,3,4,7
FILADELFIA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,19,1,19,20
HUATAJATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,5,2,5,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,257,606,257,606,863
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,8,0,8,8
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,3,0,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,4,0,4,4
MECAPACA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,4,1,4,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,8,25,8,25,33
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,70,434,70,434,504
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,29,131,29,131,160
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,22,23,22,23,45
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,4,2,4,6
PORVENIR,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,7,0,7,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,7,34,7,34,41
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,22,72,22,72,94
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,12,41,12,41,53
QUIME,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,16,114,16,114,130
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,1,0,1,0,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,5,17,5,17,22
SABAYA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,2,0,2,2
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,11,48,11,48,59
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,4,5,4,5,9
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,3,8,3,8,11
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,5,0,5,5
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,5,16,5,16,21
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,1,2,1,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,47,148,47,148,195
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,5,2,5,7
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,170,608,170,608,778
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,3,1,3,1,4
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,52,87,52,87,139
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,5,11,5,11,16
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,184,271,184,271,455
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,48,134,48,134,182
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,39,105,39,105,144
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,8,9,8,9,17
VACAS,internaciones,ingresos referidos de otros establecimientos de salud,2015-03-01,0,8,0,8,8
