municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dT,TOTAL
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,8,8
PUNA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,4,4
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,17,17
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,6,6
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,23,23
SACACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,7,7
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,15,15
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,42,42
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,7,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,9,9
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,9,9
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,11,11
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,17,17
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,9,9
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,10,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,6,6
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,4,4
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,433,433
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,12,12
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SENA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,6,6
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,61,61
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,4,4
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,4,4
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,41,41
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,8,8
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,5,5
TODOS SANTOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,13,13
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,6,6
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,32,32
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,15,15
TURCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
UMALA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
VACAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,7,7
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,7,7
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,7,7
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,2,2
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,5,5
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,6,6
VINTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
WARNES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,13,13
YACO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,4,4
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,17,17
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,11,11
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-01-01,3,3
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,10,10
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
APOLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,5,5
ARANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,5,5
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,14,14
AYATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,12,12
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
BAURES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,9,9
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
BOLPEBRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,50,50
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,6,6
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,10,10
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,11,11
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,4,4
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,18,18
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,8,8
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,9,9
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,15,15
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,175,175
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,20,20
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,13,13
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,11,11
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,4,4
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,3,3
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,4,4
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,13,13
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,13,13
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,14,14
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,7,7
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,217,217
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,4,4
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,4,4
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,10,10
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,6,6
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,6,6
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,12,12
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,6,6
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,18,18
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,23,23
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,1,1
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2006-02-01,2,2
