municipality,group,variable,month,Mujeres de 15 a 49 años 2da dosis de dT,TOTAL
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,13,13
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,13,13
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,23,23
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,12,12
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,127,127
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,48,48
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,12,12
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,64,64
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,22,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,17,17
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,26,26
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,111,111
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1225,1225
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,16,16
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,12,12
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,15,15
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,37,37
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,20,20
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,35,35
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,19,19
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,11,11
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,193,193
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,65,65
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,53,53
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,25,25
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,23,23
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,220,220
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,49,49
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,15,15
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,37,37
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,17,17
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,31,31
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,21,21
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,240,240
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,21,21
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,14,14
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,13,13
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,60,60
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,17,17
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,68,68
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,19,19
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,34,34
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,133,133
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
REYES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,11,11
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,147,147
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,12,12
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,173,173
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,22,22
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,25,25
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,71,71
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,44,44
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,63,63
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,68,68
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,21,21
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,30,30
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,22,22
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,88,88
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,18,18
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,52,52
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,37,37
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,22,22
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,23,23
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,15,15
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2838,2838
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,38,38
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
SENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,33,33
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,17,17
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,232,232
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,24,24
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,26,26
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,25,25
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,10,10
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,374,374
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,6,6
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,75,75
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,28,28
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,61,61
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,73,73
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,8,8
TODOS SANTOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,9,9
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,11,11
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,2,2
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,13,13
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,14,14
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,7,7
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,271,271
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,35,35
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,14,14
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,14,14
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,17,17
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,48,48
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,5,5
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,35,35
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,60,60
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,4,4
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,3,3
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,11,11
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,67,67
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,24,24
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2006-01-01,1,1
