,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,8,0,8,8
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,15,1,15,1,16
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,5,25,5,25,30
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,5,11,5,11,16
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,23,33,23,33,56
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,24,64,24,64,88
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,8,58,8,58,66
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,14,117,14,117,131
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,4,0,4,4
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,8,11,8,11,19
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,4,23,4,23,27
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,5,0,5,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,4,5,4,5,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,12,27,12,27,39
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,6,1,6,7
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,2,2,2,2,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,3,9,3,9,12
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,3,1,3,4
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,2,0,2,2
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,97,899,97,899,996
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,3,0,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,3,4,3,4,7
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,87,116,87,116,203
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,5,16,5,16,21
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,71,104,71,104,175
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,4,1,4,5
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,10,18,10,18,28
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,12,78,12,78,90
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,2,8,2,8,10
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,11,12,11,12,23
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,6,17,6,17,23
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,6,1,6,7
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,4,1,4,5
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,1,0,1,0,1
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,3,4,3,4,7
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,2,9,2,9,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-01-01,23,41,23,41,64
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,6,0,6,6
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,2,1,2,3
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,4,21,4,21,25
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,2,0,2,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,2,2,2,4
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,2,0,2,2
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,4,18,4,18,22
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,19,44,19,44,63
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,1,2,1,3
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,12,28,12,28,40
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,4,22,4,22,26
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,7,1,7,8
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,16,1,16,17
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,18,169,18,169,187
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,75,490,75,490,565
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,4,1,4,5
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,2,0,2,2
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,3,1,3,1,4
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,3,2,3,2,5
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,4,0,4,4
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,95,631,95,631,726
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,2,2,2,4
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,6,0,6,6
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,6,2,6,8
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
HUARACAJE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,2,2,2,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,609,800,609,800,1409
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,2,1,2,3
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,9,6,9,15
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,3,1,3,4
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,3,0,3,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,4,15,4,15,19
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,16,32,16,32,48
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,79,174,79,174,253
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,136,315,136,315,451
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,12,25,12,25,37
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,3,1,3,4
POCOATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,11,4,11,4,15
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,27,6,27,33
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,5,10,5,10,15
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,15,45,15,45,60
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,18,68,18,68,86
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,47,6,47,53
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,15,93,15,93,108
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,11,6,11,17
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,9,43,9,43,52
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,3,1,3,1,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,3,1,3,4
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,12,6,12,18
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,8,0,8,8
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,5,0,5,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,6,8,6,8,14
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,3,0,3,3
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,163,720,163,720,883
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,3,0,3,3
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,101,121,101,121,222
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,11,13,11,13,24
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,72,98,72,98,170
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,4,12,4,12,16
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,0,1,0,1
TOLATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,15,10,15,10,25
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,25,91,25,91,116
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,3,4,3,4,7
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,5,9,5,9,14
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,8,18,8,18,26
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,5,8,5,8,13
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,1,1,1,2
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,2,8,2,8,10
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,4,0,4,4
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,1,15,1,15,16
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,17,36,17,36,53
YAMPARAEZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,9,1,9,10
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,4,3,4,3,7
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,6,19,6,19,25
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,4,4,4,4,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,0,2,0,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,3,6,3,6,9
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,25,71,25,71,96
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,3,0,3,3
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,10,28,10,28,38
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,2,1,2,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,15,13,15,13,28
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,3,22,3,22,25
CKOCHAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,3,0,3,3
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,3,31,3,31,34
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,25,138,25,138,163
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,134,549,134,549,683
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,6,1,6,7
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,8,1,8,9
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,157,690,157,690,847
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,5,4,5,4,9
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,9,2,9,11
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,4,7,4,7,11
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,1,1,1,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,813,1037,813,1037,1850
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,11,13,11,13,24
MACHACAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,1,1,1,2
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,12,2,12,14
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,14,38,14,38,52
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,79,205,79,205,284
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,0,2,0,2
OMEREQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,52,355,52,355,407
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,5,30,5,30,35
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,2,2,2,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,20,2,20,2,22
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,30,2,30,32
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,4,6,4,6,10
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,13,50,13,50,63
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,15,68,15,68,83
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,5,61,5,61,66
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,35,133,35,133,168
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,10,0,10,10
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,6,12,6,12,18
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,10,23,10,23,33
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,1,1,1,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,5,12,5,12,17
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,3,2,3,5
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,14,32,14,32,46
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,3,6,3,6,9
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,3,0,3,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,9,1,9,10
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,8,1,8,9
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,1,2,1,3
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,127,830,127,830,957
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,3,1,3,4
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,114,108,114,108,222
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,8,16,8,16,24
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,91,127,91,127,218
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,9,7,9,7,16
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,15,15,15,15,30
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,35,69,35,69,104
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,10,2,10,12
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,6,14,6,14,20
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,9,17,9,17,26
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,0,2,0,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,2,4,2,4,6
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,0,1,0,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,4,5,4,5,9
