municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
AYATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,377,377
AYO AYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,394,394
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1149,1149
BATALLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,312,312
BELEN DE ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,81,81
BELEN DE URMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,116,116
BELLA FLOR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,69,69
BERMEJO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,9,9
BETANZOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1932,1932
BOLPEBRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,62,62
BOYUIBE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,166,166
BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,136,136
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,423,423
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,150,150
"CAIZA ""D""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,173,173
CAJUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,285,285
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,257,257
CAMARGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,475,475
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,784,784
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,851,851
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,500,500
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,475,475
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,890,890
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,22,22
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,470,470
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,296,296
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,183,183
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1478,1478
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,990,990
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,212,212
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,122,122
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,32,32
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,104,104
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,746,746
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,940,940
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,442,442
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,895,895
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1044,1044
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,11398,11398
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,14,14
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,556,556
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,535,535
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,121,121
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,591,591
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,30,30
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,2055,2055
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,260,260
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,735,735
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,129,129
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,414,414
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,30,30
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,345,345
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,100,100
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,231,231
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,244,244
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,360,360
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1186,1186
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,10,10
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,567,567
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,82,82
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,91,91
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,19,19
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,173,173
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,106,106
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,2,2
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1132,1132
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,215,215
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,351,351
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,467,467
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,651,651
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,328,328
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,817,817
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,66,66
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,52,52
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,12,12
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,241,241
EUREKA (SANTOS MERCADO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,229,229
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,69,69
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,440,440
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,39,39
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,36,36
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,277,277
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,14,14
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,54,54
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,379,379
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,119,119
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,224,224
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,14,14
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,309,309
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,56,56
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,124,124
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,504,504
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,472,472
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,115,115
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,373,373
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,36,36
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1473,1473
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,7371,7371
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,16,16
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,3,3
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,175,175
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,192,192
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,496,496
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,142,142
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,281,281
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,108,108
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,95,95
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,221,221
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,137,137
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,36,36
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,19,19
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,551,551
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1031,1031
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,482,482
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,530,530
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,666,666
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,7,7
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,813,813
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,246,246
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,27,27
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1862,1862
PADCAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,608,608
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,242,242
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,63,63
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,713,713
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,6,6
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,268,268
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,248,248
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,68,68
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,110,110
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,125,125
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1736,1736
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,702,702
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,261,261
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,141,141
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,122,122
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,448,448
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,472,472
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,203,203
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,81,81
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1535,1535
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,568,568
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,143,143
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1036,1036
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,171,171
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,606,606
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,104,104
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,176,176
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,215,215
PUERTO RICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,84,84
PUERTO SUAREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,122,122
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,292,292
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1727,1727
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,938,938
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,106,106
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,4871,4871
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,72,72
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,49,49
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1490,1490
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,943,943
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,234,234
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,219,219
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,220,220
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,3906,3906
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,57,57
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,866,866
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,135,135
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,669,669
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,329,329
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,87,87
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,119,119
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,47,47
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,273,273
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,791,791
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,233,233
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1035,1035
SAN JOAQUIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,123,123
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,251,251
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,158,158
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1482,1482
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,70,70
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,116,116
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1814,1814
SAN MATIAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,231,231
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,111,111
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,175,175
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1064,1064
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,295,295
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,40,40
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,392,392
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,49,49
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,207,207
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,49,49
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,241,241
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,5820,5820
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,635,635
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,387,387
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,467,467
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,85,85
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,192,192
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,452,452
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,176,176
SAPAHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,553,553
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,20,20
SHINAOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,136,136
SICA SICA (VILLA AROMA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,452,452
SICAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,134,134
SIPE SIPE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1465,1465
SOPACHUY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,9,9
SORACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,478,478
SORATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,351,351
SUCRE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,21,21
TACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,93,93
TACOBAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,388,388
TACOPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,829,829
TAHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,86,86
TAPACARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1681,1681
TARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,687,687
TARACO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,99,99
TARATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,282,282
TARIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,2074,2074
TARVITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,11,11
TEOPONTE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,74,74
TIAWANACU,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,81,81
TINGUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,79,79
TIQUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,587,587
TIRAQUE (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,1127,1127
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,3,3
TOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,55,55
TODOS SANTOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,24,24
TOLATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,37,37
TOLEDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2018-01-01,426,426
