municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,91,91
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,111,111
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,100,100
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,124,124
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,54,54
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,53,53
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,431,431
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,106,106
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,110,110
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,12,12
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,8,8
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,153,153
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,32,32
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,25,25
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,9,9
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,51,51
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,89,89
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,134,134
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,90,90
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1,1
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,30,30
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,105,105
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,429,429
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,616,616
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,10,10
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,3,3
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,205,205
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,37,37
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,23,23
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,595,595
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,25,25
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,16,16
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,73,73
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,47,47
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,32,32
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,20,20
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,11,11
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,64,64
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,5,5
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,299,299
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,129,129
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,5,5
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,108,108
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,271,271
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,164,164
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,23,23
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,111,111
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,45,45
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,18,18
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,175,175
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,33,33
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,97,97
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,18,18
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,163,163
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,135,135
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,234,234
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,37,37
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,15,15
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,59,59
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,24,24
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,88,88
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,58,58
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,78,78
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,294,294
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,136,136
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,2,2
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,77,77
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,174,174
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,166,166
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,26,26
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1,1
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,113,113
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,16,16
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,2401,2401
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,104,104
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,24,24
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,25,25
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,71,71
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,64,64
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,29,29
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,130,130
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,92,92
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,345,345
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,220,220
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,289,289
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,25,25
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1084,1084
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,80,80
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,6,6
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,110,110
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,205,205
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,191,191
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,99,99
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,47,47
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,28,28
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1559,1559
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,45,45
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,227,227
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,68,68
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,152,152
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,56,56
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,10,10
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,17,17
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,76,76
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,92,92
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1,1
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,26,26
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,18,18
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,641,641
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,102,102
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,27,27
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,64,64
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,111,111
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,175,175
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,77,77
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,80,80
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,409,409
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,45,45
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,42,42
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,185,185
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,370,370
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,37,37
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,22,22
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,87,87
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,117,117
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1606,1606
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,10,10
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,35,35
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,70,70
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,51,51
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,57,57
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,61,61
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,57,57
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,184,184
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,128,128
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,63,63
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,604,604
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,46,46
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,127,127
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,129,129
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,808,808
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,10,10
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,54,54
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,96,96
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,71,71
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,16,16
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,360,360
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,168,168
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,40,40
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,97,97
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,1347,1347
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,30,30
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,73,73
TIAWANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,115,115
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,294,294
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,20,20
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,308,308
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,227,227
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,84,84
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,56,56
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,50,50
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,147,147
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,41,41
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,142,142
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,141,141
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,50,50
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2018-01-01,13,13
