,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
ARANI,atencion odontologica,consulta nueva,2019-01-01,66,54,31,81,12,29,23,61,6,11,0,2,0,8,384
ARBIETO,atencion odontologica,consulta nueva,2019-01-01,98,105,40,43,9,33,22,98,27,39,0,21,0,34,569
ARQUE,atencion odontologica,consulta nueva,2019-01-01,58,20,15,17,10,39,45,74,39,43,0,32,0,20,412
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2019-01-01,130,96,0,2,0,10,2,42,25,11,0,33,0,17,368
ATOCHA,atencion odontologica,consulta nueva,2019-01-01,23,33,118,101,48,91,122,157,12,7,0,7,0,5,724
AUCAPATA,atencion odontologica,consulta nueva,2019-01-01,13,10,1,0,1,3,2,3,9,4,0,0,0,0,46
AYATA,atencion odontologica,consulta nueva,2019-01-01,3,1,5,4,7,4,5,19,4,3,0,1,0,3,59
AYO AYO,atencion odontologica,consulta nueva,2019-01-01,23,10,8,9,8,12,9,37,29,23,0,10,0,9,187
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2019-01-01,45,51,76,74,24,69,60,134,50,58,0,15,0,49,705
AZURDUY,atencion odontologica,consulta nueva,2019-01-01,55,23,20,24,30,42,40,112,10,12,0,28,0,4,400
BATALLAS,atencion odontologica,consulta nueva,2019-01-01,12,37,14,18,7,22,9,41,16,20,0,8,0,6,210
BAURES,atencion odontologica,consulta nueva,2019-01-01,1,2,5,7,2,10,19,28,4,10,0,0,0,2,90
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2019-01-01,0,0,1,0,0,0,6,3,2,1,0,2,0,0,15
BELEN DE URMIRI,atencion odontologica,consulta nueva,2019-01-01,16,17,2,3,0,7,6,2,6,1,0,0,0,1,61
BELLA FLOR,atencion odontologica,consulta nueva,2019-01-01,17,24,7,4,0,9,1,16,2,0,0,22,0,0,102
BERMEJO,atencion odontologica,consulta nueva,2019-01-01,25,20,112,180,71,134,130,225,30,26,0,9,0,0,962
BETANZOS,atencion odontologica,consulta nueva,2019-01-01,90,127,35,34,15,76,39,197,45,45,0,41,0,76,820
BOLIVAR,atencion odontologica,consulta nueva,2019-01-01,4,7,5,1,0,3,3,18,9,3,0,2,0,4,59
BOLPEBRA,atencion odontologica,consulta nueva,2019-01-01,7,15,3,1,2,0,0,3,0,0,0,1,0,1,33
BOYUIBE,atencion odontologica,consulta nueva,2019-01-01,50,70,14,14,4,10,24,79,6,1,0,11,0,6,289
BUENA VISTA,atencion odontologica,consulta nueva,2019-01-01,69,63,4,5,4,23,7,30,13,10,0,35,0,18,281
CABEZAS,atencion odontologica,consulta nueva,2019-01-01,145,200,32,51,27,51,39,93,31,37,0,57,0,34,797
CAIROMA,atencion odontologica,consulta nueva,2019-01-01,13,26,23,25,13,40,28,25,13,10,0,0,0,5,221
"CAIZA ""D""",atencion odontologica,consulta nueva,2019-01-01,31,24,13,35,14,31,29,61,14,26,0,14,0,12,304
CAJUATA,atencion odontologica,consulta nueva,2019-01-01,29,39,17,38,22,20,26,55,9,17,0,9,0,11,292
CALACOTO,atencion odontologica,consulta nueva,2019-01-01,15,16,0,0,0,1,0,3,31,38,0,1,0,1,106
CALAMARCA,atencion odontologica,consulta nueva,2019-01-01,4,13,13,12,17,23,9,17,0,0,0,0,0,0,108
CAMARGO,atencion odontologica,consulta nueva,2019-01-01,85,165,51,100,10,19,30,162,10,24,0,47,0,28,731
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2019-01-01,26,33,23,52,11,20,17,33,6,3,0,11,0,0,235
CAMIRI,atencion odontologica,consulta nueva,2019-01-01,107,106,43,75,28,76,66,187,50,47,0,61,0,26,872
CAPINOTA,atencion odontologica,consulta nueva,2019-01-01,98,121,75,82,28,49,24,93,41,21,0,10,0,34,676
CAQUIAVIRI,atencion odontologica,consulta nueva,2019-01-01,65,71,20,21,29,37,23,82,30,23,0,30,0,28,459
CARACOLLO,atencion odontologica,consulta nueva,2019-01-01,58,67,94,111,42,69,53,102,17,20,0,33,0,2,668
CARANAVI,atencion odontologica,consulta nueva,2019-01-01,126,172,53,60,18,50,30,148,84,40,0,83,0,44,908
CARANGAS,atencion odontologica,consulta nueva,2019-01-01,0,5,1,6,1,0,7,15,1,0,0,4,0,0,40
CARAPARI,atencion odontologica,consulta nueva,2019-01-01,26,25,72,82,35,81,88,188,2,4,0,2,0,4,609
CARIPUYO,atencion odontologica,consulta nueva,2019-01-01,10,32,18,26,14,14,12,34,18,20,0,6,0,4,208
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2019-01-01,75,81,3,3,0,0,5,48,14,20,0,13,0,28,290
CATACORA,atencion odontologica,consulta nueva,2019-01-01,3,2,1,5,0,0,2,4,1,0,0,0,0,1,19
CHACARILLA,atencion odontologica,consulta nueva,2019-01-01,7,4,0,0,0,5,0,7,9,13,0,7,0,1,53
CHALLAPATA,atencion odontologica,consulta nueva,2019-01-01,181,222,457,484,126,309,84,338,51,96,0,163,0,82,2593
CHAQUI,atencion odontologica,consulta nueva,2019-01-01,32,70,19,23,9,17,16,53,25,37,0,7,0,29,337
CHARAGUA,atencion odontologica,consulta nueva,2019-01-01,24,25,13,16,17,22,20,56,5,3,0,8,0,5,214
CHARAÑA,atencion odontologica,consulta nueva,2019-01-01,1,5,3,10,0,7,7,12,0,0,0,0,0,1,46
CHAYANTA,atencion odontologica,consulta nueva,2019-01-01,69,58,23,21,14,19,12,47,10,29,0,14,0,14,330
CHIMORE,atencion odontologica,consulta nueva,2019-01-01,96,156,80,66,31,90,13,170,25,9,0,69,0,107,912
CHIPAYA,atencion odontologica,consulta nueva,2019-01-01,2,10,0,7,2,4,7,20,3,5,0,9,0,0,69
CHOQUE COTA,atencion odontologica,consulta nueva,2019-01-01,1,0,7,7,4,0,2,17,24,4,0,2,0,0,68
CHUA COCANI,atencion odontologica,consulta nueva,2019-01-01,4,6,4,5,0,0,7,8,17,17,0,2,0,0,70
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2019-01-01,191,150,25,59,17,36,18,94,2,7,0,4,0,28,631
CHUMA,atencion odontologica,consulta nueva,2019-01-01,18,29,43,54,17,30,74,118,60,39,0,13,0,20,515
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2019-01-01,19,28,20,15,8,31,4,45,22,14,0,5,0,29,240
CKOCHAS,atencion odontologica,consulta nueva,2019-01-01,21,40,6,3,6,9,7,51,36,35,0,16,0,10,240
CLIZA,atencion odontologica,consulta nueva,2019-01-01,78,114,126,130,52,76,51,255,71,81,0,58,0,62,1154
COBIJA,atencion odontologica,consulta nueva,2019-01-01,356,336,118,142,47,181,186,363,43,30,0,185,0,85,2072
COCAPATA,atencion odontologica,consulta nueva,2019-01-01,69,97,4,6,3,22,4,60,99,76,0,27,0,33,500
COCHABAMBA,atencion odontologica,consulta nueva,2019-01-01,2032,2191,1151,1136,539,1006,1715,3160,789,536,0,847,0,604,15706
COIPASA,atencion odontologica,consulta nueva,2019-01-01,8,1,0,19,29,5,6,12,0,0,0,0,0,0,80
COLCAPIRHUA,atencion odontologica,consulta nueva,2019-01-01,294,315,55,87,9,55,52,179,83,132,0,29,0,78,1368
"COLCHA ""K""",atencion odontologica,consulta nueva,2019-01-01,56,52,26,26,21,16,31,76,20,25,0,13,0,21,383
COLLANA,atencion odontologica,consulta nueva,2019-01-01,18,6,39,37,53,50,14,57,2,4,0,3,0,12,295
COLOMI,atencion odontologica,consulta nueva,2019-01-01,80,103,14,16,1,27,6,69,41,45,0,44,0,32,478
COLPA BELGICA,atencion odontologica,consulta nueva,2019-01-01,24,19,67,55,2,3,8,15,6,8,0,9,0,4,220
COLQUECHACA,atencion odontologica,consulta nueva,2019-01-01,102,106,32,64,25,95,72,257,148,161,0,69,0,56,1187
COLQUENCHA,atencion odontologica,consulta nueva,2019-01-01,15,22,120,80,118,77,69,135,11,14,0,16,0,3,680
COLQUIRI,atencion odontologica,consulta nueva,2019-01-01,35,51,50,46,18,35,22,97,41,53,0,17,0,9,474
COMANCHE,atencion odontologica,consulta nueva,2019-01-01,6,4,4,11,1,9,1,10,0,1,0,2,0,2,51
COMARAPA,atencion odontologica,consulta nueva,2019-01-01,61,84,20,24,27,54,18,71,18,10,0,12,0,53,452
CONCEPCION,atencion odontologica,consulta nueva,2019-01-01,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3
COPACABANA,atencion odontologica,consulta nueva,2019-01-01,21,25,8,7,15,5,5,24,12,7,0,6,0,4,139
CORIPATA,atencion odontologica,consulta nueva,2019-01-01,12,20,23,2,3,4,9,16,1,0,0,2,0,5,97
CORO CORO,atencion odontologica,consulta nueva,2019-01-01,25,28,80,90,33,55,24,64,7,13,0,6,0,17,442
COROICO,atencion odontologica,consulta nueva,2019-01-01,32,31,13,29,16,20,10,70,6,11,0,1,0,13,252
CORQUE,atencion odontologica,consulta nueva,2019-01-01,9,11,8,21,6,16,9,39,12,18,0,3,0,4,156
COTAGAITA,atencion odontologica,consulta nueva,2019-01-01,18,13,39,36,34,51,49,81,23,29,0,7,0,1,381
COTOCA,atencion odontologica,consulta nueva,2019-01-01,343,388,25,27,4,59,11,260,51,60,0,87,0,50,1365
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2019-01-01,0,0,0,0,1,0,3,2,2,1,0,0,0,0,9
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2019-01-01,150,126,37,53,15,55,19,117,28,57,0,53,0,29,739
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2019-01-01,19,3,24,11,7,11,15,22,5,1,0,6,0,7,131
CUEVO,atencion odontologica,consulta nueva,2019-01-01,3,12,31,19,10,37,11,61,0,1,0,14,0,1,200
CULPINA,atencion odontologica,consulta nueva,2019-01-01,43,45,38,27,10,59,33,118,21,20,0,34,0,27,475
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2019-01-01,41,65,24,47,16,38,21,65,33,24,0,14,0,15,403
CURVA,atencion odontologica,consulta nueva,2019-01-01,18,34,7,5,2,2,14,20,2,2,0,4,0,3,113
DESAGUADERO,atencion odontologica,consulta nueva,2019-01-01,25,14,32,16,13,13,3,26,0,2,0,6,0,6,156
EL ALTO,atencion odontologica,consulta nueva,2019-01-01,1868,2131,4057,4552,1264,2325,585,1956,275,255,0,533,0,285,20086
EL CHORO,atencion odontologica,consulta nueva,2019-01-01,37,26,3,8,0,10,1,26,62,52,0,8,0,14,247
EL PUENTE(STC),atencion odontologica,consulta nueva,2019-01-01,7,36,1,0,0,0,0,10,7,5,0,4,0,7,77
EL PUENTE(TJA),atencion odontologica,consulta nueva,2019-01-01,3,4,27,31,26,47,31,98,6,5,0,1,0,0,279
EL TORNO,atencion odontologica,consulta nueva,2019-01-01,274,331,74,94,34,58,27,227,22,36,0,45,0,43,1265
EL VILLAR,atencion odontologica,consulta nueva,2019-01-01,11,9,10,28,5,32,31,53,1,4,0,6,0,0,190
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2019-01-01,22,21,62,102,23,80,26,148,26,22,0,13,0,3,548
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2019-01-01,147,152,33,46,10,52,7,102,21,31,0,44,0,58,703
ESCARA,atencion odontologica,consulta nueva,2019-01-01,3,6,0,0,0,0,1,2,4,2,0,0,0,0,18
ESCOMA,atencion odontologica,consulta nueva,2019-01-01,3,3,4,11,12,12,15,23,10,7,0,0,0,0,100
ESMERALDA,atencion odontologica,consulta nueva,2019-01-01,3,0,1,0,0,1,6,4,2,5,0,1,0,0,23
EUCALIPTUS,atencion odontologica,consulta nueva,2019-01-01,29,33,11,16,6,22,28,24,10,20,0,1,0,1,201
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2019-01-01,73,89,20,40,14,14,42,91,41,20,0,20,0,2,466
FILADELFIA,atencion odontologica,consulta nueva,2019-01-01,32,55,32,42,3,12,14,16,5,1,0,9,0,0,221
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2019-01-01,16,32,9,5,2,3,0,22,15,1,0,1,0,4,110
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2019-01-01,30,19,10,16,4,13,29,52,9,17,0,8,0,7,214
GUANAY,atencion odontologica,consulta nueva,2019-01-01,57,48,2,3,6,10,15,21,22,17,0,8,0,3,212
GUAQUI,atencion odontologica,consulta nueva,2019-01-01,3,5,8,14,18,9,11,33,33,33,0,7,0,1,175
GUAYARAMERIN,atencion odontologica,consulta nueva,2019-01-01,34,32,59,57,14,50,27,128,28,14,0,85,0,17,545
GUTIERREZ,atencion odontologica,consulta nueva,2019-01-01,0,2,5,1,5,9,7,21,5,15,0,0,0,0,70
HUACARETA,atencion odontologica,consulta nueva,2019-01-01,8,15,2,12,1,4,3,16,1,0,0,4,0,10,76
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2019-01-01,24,46,21,27,4,17,11,35,1,0,0,13,0,3,202
HUACHACALLA,atencion odontologica,consulta nueva,2019-01-01,0,0,0,3,1,5,20,12,0,0,0,6,0,0,47
HUANUNI,atencion odontologica,consulta nueva,2019-01-01,53,71,114,179,82,152,53,162,13,15,0,37,0,22,953
HUARACAJE,atencion odontologica,consulta nueva,2019-01-01,11,7,6,15,6,8,5,27,8,7,0,2,0,1,103
HUARINA,atencion odontologica,consulta nueva,2019-01-01,28,10,3,9,6,4,2,30,35,19,0,8,0,0,154
HUATAJATA,atencion odontologica,consulta nueva,2019-01-01,12,7,3,11,1,0,9,8,6,3,0,0,0,0,60
HUAYLLAMARCA,atencion odontologica,consulta nueva,2019-01-01,11,2,9,14,2,5,12,17,5,2,0,1,0,0,80
HUMANATA,atencion odontologica,consulta nueva,2019-01-01,5,12,5,1,2,9,6,12,22,33,0,6,0,1,114
ICHOCA,atencion odontologica,consulta nueva,2019-01-01,0,11,12,3,2,0,6,25,4,4,0,0,0,3,70
ICLA,atencion odontologica,consulta nueva,2019-01-01,77,68,42,84,24,37,53,140,13,8,0,15,0,2,563
INCAHUASI,atencion odontologica,consulta nueva,2019-01-01,28,18,55,35,24,29,29,79,17,20,0,39,0,19,392
INQUISIVI,atencion odontologica,consulta nueva,2019-01-01,25,33,17,8,9,37,31,26,81,73,0,3,0,20,363
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2019-01-01,169,170,65,62,28,43,38,150,77,59,0,36,0,37,934
IXIAMAS,atencion odontologica,consulta nueva,2019-01-01,4,9,11,21,6,26,18,31,3,10,0,3,0,0,142
JESUS DE MACHACA,atencion odontologica,consulta nueva,2019-01-01,21,39,13,21,39,17,24,34,30,32,0,11,0,8,289
LA ASUNTA,atencion odontologica,consulta nueva,2019-01-01,115,101,140,141,90,129,100,229,21,12,0,61,0,53,1192
LA GUARDIA,atencion odontologica,consulta nueva,2019-01-01,510,526,26,27,17,39,15,193,40,48,0,118,0,130,1689
LA PAZ,atencion odontologica,consulta nueva,2019-01-01,3134,3340,2580,2795,1074,1722,2219,4613,970,1162,0,1070,0,394,25073
LA RIVERA,atencion odontologica,consulta nueva,2019-01-01,2,0,7,5,0,12,0,5,11,1,0,0,0,0,43
LAGUNILLAS,atencion odontologica,consulta nueva,2019-01-01,4,2,16,18,8,21,19,79,6,5,0,0,0,0,178
LAJA,atencion odontologica,consulta nueva,2019-01-01,121,126,86,82,31,67,35,129,86,98,0,25,0,18,904
LAS CARRERAS,atencion odontologica,consulta nueva,2019-01-01,9,3,22,11,6,8,32,81,11,7,0,2,0,0,192
LICOMA PAMPA,atencion odontologica,consulta nueva,2019-01-01,6,12,0,0,2,6,0,14,0,0,0,7,0,2,49
LLALLAGUA,atencion odontologica,consulta nueva,2019-01-01,283,245,53,65,19,46,46,180,35,59,0,49,0,42,1122
LORETO,atencion odontologica,consulta nueva,2019-01-01,0,0,1,8,0,2,1,10,0,0,0,1,0,0,23
LURIBAY,atencion odontologica,consulta nueva,2019-01-01,2,7,9,7,4,6,5,19,5,1,0,1,0,5,71
MACHACAMARCA,atencion odontologica,consulta nueva,2019-01-01,53,42,100,71,14,48,33,102,33,57,0,12,0,7,572
MACHARETI,atencion odontologica,consulta nueva,2019-01-01,9,8,13,8,2,19,15,26,3,0,0,3,0,0,106
MAGDALENA,atencion odontologica,consulta nueva,2019-01-01,10,9,32,28,32,23,31,47,6,3,0,2,0,6,229
MAIRANA,atencion odontologica,consulta nueva,2019-01-01,42,47,9,17,16,26,6,66,9,10,0,36,0,30,314
MALLA,atencion odontologica,consulta nueva,2019-01-01,1,7,1,0,4,3,8,14,14,14,0,0,0,5,71
MAPIRI,atencion odontologica,consulta nueva,2019-01-01,10,12,7,9,4,6,5,24,4,1,0,0,0,0,82
MECAPACA,atencion odontologica,consulta nueva,2019-01-01,7,11,18,13,8,12,9,17,3,4,0,1,0,5,108
MINEROS,atencion odontologica,consulta nueva,2019-01-01,146,160,3,15,5,27,10,68,93,65,0,18,0,37,647
MIZQUE,atencion odontologica,consulta nueva,2019-01-01,124,130,78,79,13,47,63,204,53,25,0,32,0,79,927
MOCOMOCO,atencion odontologica,consulta nueva,2019-01-01,9,6,4,11,15,21,14,37,25,31,0,1,0,13,187
MOJINETE,atencion odontologica,consulta nueva,2019-01-01,0,10,3,1,4,1,1,14,1,4,0,1,0,0,40
MOJOCOYA,atencion odontologica,consulta nueva,2019-01-01,16,26,50,54,18,40,32,118,2,7,0,7,0,2,372
MONTEAGUDO,atencion odontologica,consulta nueva,2019-01-01,137,65,57,60,34,89,55,175,37,24,0,53,0,44,830
MONTERO,atencion odontologica,consulta nueva,2019-01-01,414,377,346,378,108,279,182,593,166,125,0,116,0,67,3151
MORO MORO,atencion odontologica,consulta nueva,2019-01-01,62,27,14,16,8,7,12,26,8,10,0,4,0,3,197
MOROCHATA,atencion odontologica,consulta nueva,2019-01-01,18,26,0,10,0,20,8,25,69,32,0,14,0,12,234
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2019-01-01,5,7,4,7,1,1,2,0,0,0,0,0,0,0,27
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2019-01-01,13,0,4,3,3,3,6,9,2,0,0,3,0,1,47
OCURI,atencion odontologica,consulta nueva,2019-01-01,77,66,49,11,10,46,25,171,108,97,0,47,0,91,798
OKINAWA,atencion odontologica,consulta nueva,2019-01-01,25,28,11,4,0,0,0,17,2,7,0,0,0,0,94
OMEREQUE,atencion odontologica,consulta nueva,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,consulta nueva,2019-01-01,1133,1209,1111,1287,391,980,876,2155,368,324,0,560,0,260,10654
PADCAYA,atencion odontologica,consulta nueva,2019-01-01,3,9,54,55,23,42,54,79,8,1,0,4,0,1,333
PADILLA,atencion odontologica,consulta nueva,2019-01-01,73,84,80,56,39,75,123,160,18,19,0,30,0,24,781
PAILON,atencion odontologica,consulta nueva,2019-01-01,101,67,48,43,17,50,26,153,28,21,0,41,0,21,616
PALCA,atencion odontologica,consulta nueva,2019-01-01,120,125,28,52,27,36,44,67,40,27,0,8,0,13,587
PALOS BLANCOS,atencion odontologica,consulta nueva,2019-01-01,137,117,51,48,14,54,47,143,68,39,0,17,0,77,812
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2019-01-01,5,35,7,20,0,10,4,20,2,23,0,7,0,3,136
PAMPA GRANDE,atencion odontologica,consulta nueva,2019-01-01,26,32,9,7,3,9,1,25,12,12,0,12,0,14,162
PAPEL PAMPA,atencion odontologica,consulta nueva,2019-01-01,6,1,2,11,8,12,10,23,15,7,0,2,0,0,97
PASORAPA,atencion odontologica,consulta nueva,2019-01-01,17,8,4,17,0,1,4,18,5,1,0,0,0,0,75
PATACAMAYA,atencion odontologica,consulta nueva,2019-01-01,107,87,45,36,17,21,15,52,29,19,0,22,0,19,469
PAZÑA,atencion odontologica,consulta nueva,2019-01-01,21,24,31,53,6,11,15,44,6,9,0,11,0,4,235
PELECHUCO,atencion odontologica,consulta nueva,2019-01-01,17,35,3,1,1,3,15,24,7,1,0,6,0,6,119
POCOATA,atencion odontologica,consulta nueva,2019-01-01,57,64,12,9,6,28,6,45,70,75,0,5,0,17,394
POCONA,atencion odontologica,consulta nueva,2019-01-01,35,78,12,17,10,21,9,42,23,36,0,9,0,15,307
POJO (CBBA),atencion odontologica,consulta nueva,2019-01-01,35,28,23,41,15,26,17,52,10,13,0,13,0,5,278
POOPO,atencion odontologica,consulta nueva,2019-01-01,35,39,87,149,46,81,72,65,34,34,0,9,0,4,655
PORCO,atencion odontologica,consulta nueva,2019-01-01,41,77,13,34,8,32,5,65,5,3,0,39,0,15,337
POROMA,atencion odontologica,consulta nueva,2019-01-01,8,8,21,19,12,3,30,72,7,2,0,9,0,4,195
PORONGO,atencion odontologica,consulta nueva,2019-01-01,45,47,16,20,8,11,4,11,10,7,0,7,0,14,200
PORTACHUELO,atencion odontologica,consulta nueva,2019-01-01,8,13,56,52,20,47,24,82,21,5,0,16,0,28,372
PORVENIR,atencion odontologica,consulta nueva,2019-01-01,32,27,22,17,25,14,22,30,1,3,0,5,0,5,203
POSTRER VALLE,atencion odontologica,consulta nueva,2019-01-01,12,12,5,9,0,2,1,19,0,5,0,5,0,8,78
POTOSI,atencion odontologica,consulta nueva,2019-01-01,649,735,515,583,345,573,814,1388,82,94,0,307,0,197,6282
PRESTO,atencion odontologica,consulta nueva,2019-01-01,99,132,56,55,6,41,20,107,11,19,0,36,0,7,589
PUCARA,atencion odontologica,consulta nueva,2019-01-01,27,17,4,2,1,1,1,6,1,0,0,0,0,0,60
PUCARANI,atencion odontologica,consulta nueva,2019-01-01,156,116,85,70,46,85,50,148,69,62,0,28,0,43,958
PUERTO ACOSTA,atencion odontologica,consulta nueva,2019-01-01,11,8,10,15,15,12,11,32,22,21,0,7,0,4,168
PUERTO CARABUCO,atencion odontologica,consulta nueva,2019-01-01,13,16,17,23,15,28,21,58,13,16,0,6,0,11,237
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2019-01-01,34,26,33,33,5,60,9,69,14,11,0,36,0,13,343
PUERTO PEREZ,atencion odontologica,consulta nueva,2019-01-01,10,4,3,0,1,3,4,12,4,3,0,4,0,3,51
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2019-01-01,47,46,0,1,0,8,0,25,7,15,0,31,0,1,181
PUERTO RICO,atencion odontologica,consulta nueva,2019-01-01,6,2,7,3,10,14,17,27,3,1,0,3,0,13,106
PUERTO SUAREZ,atencion odontologica,consulta nueva,2019-01-01,20,8,5,2,1,8,10,21,6,4,0,9,0,9,103
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2019-01-01,216,217,76,69,15,126,39,314,52,36,0,105,0,204,1469
PUNA,atencion odontologica,consulta nueva,2019-01-01,20,9,17,33,16,47,33,95,13,37,0,7,0,9,336
PUNATA,atencion odontologica,consulta nueva,2019-01-01,75,89,82,86,11,61,55,179,103,59,0,43,0,29,872
QUIABAYA,atencion odontologica,consulta nueva,2019-01-01,10,9,6,5,2,12,14,31,4,3,0,1,0,5,102
QUILLACOLLO,atencion odontologica,consulta nueva,2019-01-01,603,723,409,386,94,182,116,586,146,142,0,118,0,209,3714
QUIME,atencion odontologica,consulta nueva,2019-01-01,40,68,15,32,16,23,38,60,22,14,0,8,0,16,352
QUIRUSILLAS,atencion odontologica,consulta nueva,2019-01-01,3,6,6,4,1,0,2,9,6,0,0,0,0,0,37
RAVELO,atencion odontologica,consulta nueva,2019-01-01,66,45,9,6,7,20,31,81,39,31,0,27,0,40,402
REYES,atencion odontologica,consulta nueva,2019-01-01,4,5,6,9,7,3,17,19,4,1,0,0,0,2,77
RIBERALTA,atencion odontologica,consulta nueva,2019-01-01,261,265,135,158,41,192,97,455,62,41,0,305,0,85,2097
ROBORE,atencion odontologica,consulta nueva,2019-01-01,10,13,54,60,25,49,37,82,11,18,0,5,0,3,367
RURRENABAQUE,atencion odontologica,consulta nueva,2019-01-01,18,17,35,31,13,34,45,35,24,14,0,18,0,14,298
SABAYA,atencion odontologica,consulta nueva,2019-01-01,20,8,18,33,7,8,26,39,26,9,0,10,0,4,208
SACABA,atencion odontologica,consulta nueva,2019-01-01,410,406,211,239,68,143,118,455,150,203,0,111,0,116,2630
SACABAMBA,atencion odontologica,consulta nueva,2019-01-01,0,0,6,4,1,5,1,8,4,10,0,3,0,0,42
SACACA,atencion odontologica,consulta nueva,2019-01-01,13,20,4,7,9,18,10,68,32,63,0,19,0,15,278
SAIPINA,atencion odontologica,consulta nueva,2019-01-01,6,11,12,7,4,11,12,28,3,3,0,1,0,9,107
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2019-01-01,73,113,73,124,31,51,48,76,81,89,0,24,0,11,794
