,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ARBIETO,atencion odontologica,restauraciones,2019-01-01,51,31,7,13,5,14,11,53,8,11,0,0,0,0,204
ARQUE,atencion odontologica,restauraciones,2019-01-01,21,6,6,5,4,22,14,22,13,12,0,0,0,0,125
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2019-01-01,69,77,10,0,8,14,5,35,4,0,0,0,0,0,222
ATOCHA,atencion odontologica,restauraciones,2019-01-01,14,11,53,42,36,60,60,83,8,1,0,0,0,0,368
AUCAPATA,atencion odontologica,restauraciones,2019-01-01,7,6,0,0,1,2,2,3,2,1,0,0,0,0,24
AYATA,atencion odontologica,restauraciones,2019-01-01,0,0,0,1,6,3,1,4,0,0,0,0,0,0,15
AYO AYO,atencion odontologica,restauraciones,2019-01-01,19,10,4,1,2,6,0,12,10,6,0,0,0,0,70
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2019-01-01,14,24,29,32,11,36,24,60,2,8,0,0,0,0,240
AZURDUY,atencion odontologica,restauraciones,2019-01-01,20,4,6,7,19,31,24,65,1,6,0,0,0,0,183
BATALLAS,atencion odontologica,restauraciones,2019-01-01,4,27,7,6,4,13,0,7,0,1,0,0,0,0,69
BAURES,atencion odontologica,restauraciones,2019-01-01,1,1,3,4,0,5,3,19,3,5,0,0,0,0,44
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2019-01-01,0,0,0,0,0,0,3,2,1,1,0,0,0,0,7
BELEN DE URMIRI,atencion odontologica,restauraciones,2019-01-01,1,3,0,0,0,7,2,0,0,0,0,0,0,0,13
BERMEJO,atencion odontologica,restauraciones,2019-01-01,14,8,48,117,54,106,142,203,23,107,0,0,0,0,822
BETANZOS,atencion odontologica,restauraciones,2019-01-01,29,58,16,25,8,50,17,89,8,8,0,0,0,0,308
BOLIVAR,atencion odontologica,restauraciones,2019-01-01,2,4,1,0,0,1,2,9,1,2,0,0,0,0,22
BOLPEBRA,atencion odontologica,restauraciones,2019-01-01,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
BOYUIBE,atencion odontologica,restauraciones,2019-01-01,8,5,3,3,2,0,5,28,3,0,0,0,0,0,57
BUENA VISTA,atencion odontologica,restauraciones,2019-01-01,22,33,4,5,5,26,4,32,7,2,0,0,0,0,140
CABEZAS,atencion odontologica,restauraciones,2019-01-01,9,16,2,14,4,13,3,10,2,3,0,0,0,0,76
CAIROMA,atencion odontologica,restauraciones,2019-01-01,9,16,11,13,10,26,9,9,0,0,0,0,0,0,103
"CAIZA ""D""",atencion odontologica,restauraciones,2019-01-01,3,3,4,12,5,10,4,21,2,10,0,0,0,0,74
CAJUATA,atencion odontologica,restauraciones,2019-01-01,12,11,7,20,10,11,6,22,0,0,0,0,0,0,99
CALACOTO,atencion odontologica,restauraciones,2019-01-01,0,2,0,0,0,0,0,2,3,5,0,0,0,0,12
CALAMARCA,atencion odontologica,restauraciones,2019-01-01,0,1,3,5,13,13,4,5,0,0,0,0,0,0,44
CAMARGO,atencion odontologica,restauraciones,2019-01-01,14,40,13,25,3,8,13,69,3,9,0,0,0,0,197
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2019-01-01,0,0,2,16,7,11,6,17,0,0,0,0,0,0,59
CAMIRI,atencion odontologica,restauraciones,2019-01-01,44,13,41,81,48,89,81,140,40,18,0,0,0,0,595
CAPINOTA,atencion odontologica,restauraciones,2019-01-01,49,62,52,51,22,33,19,42,7,4,0,0,0,0,341
CAQUIAVIRI,atencion odontologica,restauraciones,2019-01-01,42,24,6,6,18,25,4,54,14,12,0,0,0,0,205
CARACOLLO,atencion odontologica,restauraciones,2019-01-01,42,76,83,121,40,67,37,145,3,4,0,0,0,0,618
CARANAVI,atencion odontologica,restauraciones,2019-01-01,36,47,13,6,10,24,18,47,15,11,0,0,0,0,227
CARANGAS,atencion odontologica,restauraciones,2019-01-01,0,5,0,3,0,0,4,10,0,0,0,0,0,0,22
CARAPARI,atencion odontologica,restauraciones,2019-01-01,14,11,35,44,30,49,60,118,1,3,0,0,0,0,365
CARIPUYO,atencion odontologica,restauraciones,2019-01-01,0,6,10,13,8,10,4,15,1,1,0,0,0,0,68
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2019-01-01,10,11,1,0,0,0,1,10,0,1,0,0,0,0,34
CATACORA,atencion odontologica,restauraciones,2019-01-01,0,0,0,2,0,0,2,1,0,0,0,0,0,0,5
CHACARILLA,atencion odontologica,restauraciones,2019-01-01,1,0,0,0,0,3,0,2,1,2,0,0,0,0,9
CHALLAPATA,atencion odontologica,restauraciones,2019-01-01,65,65,155,160,68,162,21,132,11,25,0,0,0,0,864
CHAQUI,atencion odontologica,restauraciones,2019-01-01,13,29,6,11,4,4,6,18,1,7,0,0,0,0,99
CHARAGUA,atencion odontologica,restauraciones,2019-01-01,5,5,1,6,5,8,5,17,0,1,0,0,0,0,53
CHARAÑA,atencion odontologica,restauraciones,2019-01-01,1,3,3,4,0,5,1,7,0,0,0,0,0,0,24
CHAYANTA,atencion odontologica,restauraciones,2019-01-01,7,15,4,7,7,6,2,13,0,1,0,0,0,0,62
CHIMORE,atencion odontologica,restauraciones,2019-01-01,34,80,35,36,19,56,6,80,9,2,0,0,0,0,357
CHIPAYA,atencion odontologica,restauraciones,2019-01-01,2,0,0,1,0,1,1,11,3,2,0,0,0,0,21
CHOQUE COTA,atencion odontologica,restauraciones,2019-01-01,0,0,3,3,2,0,0,3,11,0,0,0,0,0,22
CHUA COCANI,atencion odontologica,restauraciones,2019-01-01,0,2,0,4,0,0,0,0,0,2,0,0,0,0,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2019-01-01,36,26,5,14,2,19,6,16,0,0,0,0,0,0,124
CHUMA,atencion odontologica,restauraciones,2019-01-01,3,5,16,14,8,16,30,38,20,12,0,0,0,0,162
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2019-01-01,9,16,13,10,2,28,2,26,6,0,0,0,0,0,112
CKOCHAS,atencion odontologica,restauraciones,2019-01-01,11,20,0,0,3,0,0,5,2,0,0,0,0,0,41
CLIZA,atencion odontologica,restauraciones,2019-01-01,39,42,59,57,20,49,15,113,25,23,0,0,0,0,442
COBIJA,atencion odontologica,restauraciones,2019-01-01,87,91,90,118,32,125,153,172,15,6,0,0,0,0,889
COCAPATA,atencion odontologica,restauraciones,2019-01-01,12,22,0,2,1,9,1,9,0,3,0,0,0,0,59
COCHABAMBA,atencion odontologica,restauraciones,2019-01-01,906,1067,963,976,456,774,1456,2816,612,331,0,0,0,0,10357
COIPASA,atencion odontologica,restauraciones,2019-01-01,2,0,0,6,11,2,1,7,0,0,0,0,0,0,29
COLCAPIRHUA,atencion odontologica,restauraciones,2019-01-01,130,170,17,34,3,24,18,74,30,82,0,0,0,0,582
"COLCHA ""K""",atencion odontologica,restauraciones,2019-01-01,17,21,5,5,3,3,6,28,8,7,0,0,0,0,103
COLLANA,atencion odontologica,restauraciones,2019-01-01,3,0,5,10,22,16,3,9,0,0,0,0,0,0,68
COLOMI,atencion odontologica,restauraciones,2019-01-01,37,40,8,5,0,21,3,41,2,7,0,0,0,0,164
COLPA BELGICA,atencion odontologica,restauraciones,2019-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,restauraciones,2019-01-01,19,17,5,29,8,21,12,75,7,15,0,0,0,0,208
COLQUENCHA,atencion odontologica,restauraciones,2019-01-01,6,11,44,28,82,37,32,44,3,1,0,0,0,0,288
COLQUIRI,atencion odontologica,restauraciones,2019-01-01,17,28,51,77,48,58,19,53,18,29,0,0,0,0,398
COMANCHE,atencion odontologica,restauraciones,2019-01-01,5,4,0,1,1,6,0,3,0,0,0,0,0,0,20
COMARAPA,atencion odontologica,restauraciones,2019-01-01,19,31,9,15,18,36,10,50,10,3,0,0,0,0,201
CONCEPCION,atencion odontologica,restauraciones,2019-01-01,4,0,4,3,3,1,3,16,2,1,0,0,0,0,37
COPACABANA,atencion odontologica,restauraciones,2019-01-01,7,7,6,3,9,4,4,8,3,3,0,0,0,0,54
CORIPATA,atencion odontologica,restauraciones,2019-01-01,5,5,1,1,1,0,1,3,0,0,0,0,0,0,17
CORO CORO,atencion odontologica,restauraciones,2019-01-01,17,18,47,78,57,48,16,36,5,6,0,0,0,0,328
COROICO,atencion odontologica,restauraciones,2019-01-01,24,16,9,13,7,13,3,42,3,6,0,0,0,0,136
CORQUE,atencion odontologica,restauraciones,2019-01-01,2,2,2,6,1,2,2,12,4,5,0,0,0,0,38
COTAGAITA,atencion odontologica,restauraciones,2019-01-01,9,6,24,25,40,45,46,82,7,8,0,0,0,0,292
COTOCA,atencion odontologica,restauraciones,2019-01-01,103,83,8,8,0,39,1,171,8,5,0,0,0,0,426
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2019-01-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,restauraciones,2019-01-01,29,47,17,20,9,25,7,50,0,2,0,0,0,0,206
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2019-01-01,16,1,12,1,4,9,9,8,0,1,0,0,0,0,61
CUEVO,atencion odontologica,restauraciones,2019-01-01,3,3,13,7,2,12,2,11,0,0,0,0,0,0,53
CULPINA,atencion odontologica,restauraciones,2019-01-01,14,7,8,8,0,20,3,11,6,8,0,0,0,0,85
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2019-01-01,10,20,5,3,0,9,4,13,4,5,0,0,0,0,73
CURVA,atencion odontologica,restauraciones,2019-01-01,2,3,4,1,1,1,8,4,1,1,0,0,0,0,26
DESAGUADERO,atencion odontologica,restauraciones,2019-01-01,11,9,15,7,8,5,2,10,0,0,0,0,0,0,67
EL ALTO,atencion odontologica,restauraciones,2019-01-01,1074,1161,2309,2561,1034,1574,682,1534,199,156,0,0,0,0,12284
EL CHORO,atencion odontologica,restauraciones,2019-01-01,7,2,1,3,0,0,0,9,7,7,0,0,0,0,36
EL PUENTE(STC),atencion odontologica,restauraciones,2019-01-01,9,30,0,0,1,0,0,15,2,2,0,0,0,0,59
EL PUENTE(TJA),atencion odontologica,restauraciones,2019-01-01,1,3,10,13,13,19,15,33,0,1,0,0,0,0,108
EL TORNO,atencion odontologica,restauraciones,2019-01-01,52,55,45,46,21,35,21,111,9,7,0,0,0,0,402
EL VILLAR,atencion odontologica,restauraciones,2019-01-01,1,1,6,15,7,27,17,38,1,5,0,0,0,0,118
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2019-01-01,5,5,17,55,9,54,11,59,7,5,0,0,0,0,227
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2019-01-01,46,56,5,8,7,21,3,42,4,8,0,0,0,0,200
ESCARA,atencion odontologica,restauraciones,2019-01-01,1,1,0,0,0,0,0,0,2,1,0,0,0,0,5
ESCOMA,atencion odontologica,restauraciones,2019-01-01,0,1,1,3,8,7,8,8,1,0,0,0,0,0,37
ESMERALDA,atencion odontologica,restauraciones,2019-01-01,2,0,0,0,0,0,6,2,0,0,0,0,0,0,10
EUCALIPTUS,atencion odontologica,restauraciones,2019-01-01,18,9,3,7,3,16,19,8,1,1,0,0,0,0,85
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2019-01-01,19,23,4,15,8,10,18,39,31,2,0,0,0,0,169
FILADELFIA,atencion odontologica,restauraciones,2019-01-01,0,5,0,3,7,8,6,12,0,0,0,0,0,0,41
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2019-01-01,7,14,4,0,2,2,0,13,2,0,0,0,0,0,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2019-01-01,6,6,2,6,0,8,12,19,1,7,0,0,0,0,67
GUANAY,atencion odontologica,restauraciones,2019-01-01,68,52,8,12,10,15,21,46,15,11,0,0,0,0,258
GUAQUI,atencion odontologica,restauraciones,2019-01-01,1,2,1,2,11,5,7,7,1,3,0,0,0,0,40
GUAYARAMERIN,atencion odontologica,restauraciones,2019-01-01,51,45,154,225,125,101,179,281,25,38,0,0,0,0,1224
GUTIERREZ,atencion odontologica,restauraciones,2019-01-01,0,2,0,0,4,4,3,12,1,3,0,0,0,0,29
HUACARETA,atencion odontologica,restauraciones,2019-01-01,8,4,0,12,7,11,1,8,3,0,0,0,0,0,54
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2019-01-01,4,15,6,11,3,10,9,20,0,0,0,0,0,0,78
HUACHACALLA,atencion odontologica,restauraciones,2019-01-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
HUANUNI,atencion odontologica,restauraciones,2019-01-01,32,33,52,60,47,109,27,64,1,4,0,0,0,0,429
HUARACAJE,atencion odontologica,restauraciones,2019-01-01,7,3,0,10,3,7,3,15,5,3,0,0,0,0,56
HUARINA,atencion odontologica,restauraciones,2019-01-01,9,1,0,1,1,0,1,8,3,2,0,0,0,0,26
HUATAJATA,atencion odontologica,restauraciones,2019-01-01,4,6,0,2,5,0,0,1,1,0,0,0,0,0,19
HUAYLLAMARCA,atencion odontologica,restauraciones,2019-01-01,5,1,3,2,1,2,6,6,1,0,0,0,0,0,27
HUMANATA,atencion odontologica,restauraciones,2019-01-01,1,4,0,0,0,2,1,6,5,7,0,0,0,0,26
ICHOCA,atencion odontologica,restauraciones,2019-01-01,0,0,1,0,0,0,1,13,0,0,0,0,0,0,15
ICLA,atencion odontologica,restauraciones,2019-01-01,19,16,14,27,19,13,13,48,3,0,0,0,0,0,172
INCAHUASI,atencion odontologica,restauraciones,2019-01-01,9,5,19,9,8,14,7,25,3,2,0,0,0,0,101
INQUISIVI,atencion odontologica,restauraciones,2019-01-01,2,1,0,3,3,11,8,3,0,1,0,0,0,0,32
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2019-01-01,49,56,20,29,13,19,9,58,25,26,0,0,0,0,304
IXIAMAS,atencion odontologica,restauraciones,2019-01-01,1,1,2,4,2,18,9,15,0,0,0,0,0,0,52
JESUS DE MACHACA,atencion odontologica,restauraciones,2019-01-01,1,7,5,3,18,4,12,11,3,3,0,0,0,0,67
LA ASUNTA,atencion odontologica,restauraciones,2019-01-01,32,37,39,52,46,53,46,79,4,2,0,0,0,0,390
LA GUARDIA,atencion odontologica,restauraciones,2019-01-01,130,119,3,14,7,13,1,95,6,12,0,0,0,0,400
LA PAZ,atencion odontologica,restauraciones,2019-01-01,1472,1514,1804,1882,700,1222,1663,3335,605,651,0,0,0,0,14848
LA RIVERA,atencion odontologica,restauraciones,2019-01-01,0,0,4,0,0,7,0,2,7,0,0,0,0,0,20
LAGUNILLAS,atencion odontologica,restauraciones,2019-01-01,0,1,8,13,2,18,7,35,1,3,0,0,0,0,88
LAJA,atencion odontologica,restauraciones,2019-01-01,37,32,12,12,7,17,10,20,9,9,0,0,0,0,165
LAS CARRERAS,atencion odontologica,restauraciones,2019-01-01,2,2,9,3,4,4,13,39,4,0,0,0,0,0,80
LICOMA PAMPA,atencion odontologica,restauraciones,2019-01-01,2,0,0,0,0,1,0,1,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,restauraciones,2019-01-01,80,69,9,9,2,16,8,60,9,4,0,0,0,0,266
LORETO,atencion odontologica,restauraciones,2019-01-01,0,0,0,3,0,1,0,2,0,0,0,0,0,0,6
LURIBAY,atencion odontologica,restauraciones,2019-01-01,1,4,2,1,2,1,0,4,0,0,0,0,0,0,15
MACHACAMARCA,atencion odontologica,restauraciones,2019-01-01,26,13,89,56,14,44,16,92,22,11,0,0,0,0,383
MACHARETI,atencion odontologica,restauraciones,2019-01-01,3,5,7,4,0,12,10,13,2,0,0,0,0,0,56
MAGDALENA,atencion odontologica,restauraciones,2019-01-01,8,7,7,7,21,19,16,27,4,5,0,0,0,0,121
MAIRANA,atencion odontologica,restauraciones,2019-01-01,32,37,7,15,14,24,4,52,2,1,0,0,0,0,188
MALLA,atencion odontologica,restauraciones,2019-01-01,0,1,0,0,0,0,4,5,1,2,0,0,0,0,13
MAPIRI,atencion odontologica,restauraciones,2019-01-01,5,7,4,2,2,4,2,11,0,0,0,0,0,0,37
MECAPACA,atencion odontologica,restauraciones,2019-01-01,2,7,3,4,3,7,2,5,0,0,0,0,0,0,33
MINEROS,atencion odontologica,restauraciones,2019-01-01,15,7,0,1,0,7,8,16,9,2,0,0,0,0,65
MIZQUE,atencion odontologica,restauraciones,2019-01-01,41,59,23,26,1,23,14,67,7,3,0,0,0,0,264
MOCOMOCO,atencion odontologica,restauraciones,2019-01-01,3,5,1,3,7,3,1,11,4,8,0,0,0,0,46
MOJINETE,atencion odontologica,restauraciones,2019-01-01,0,1,0,0,0,0,0,3,0,1,0,0,0,0,5
MOJOCOYA,atencion odontologica,restauraciones,2019-01-01,3,5,30,28,9,23,16,45,1,0,0,0,0,0,160
MONTEAGUDO,atencion odontologica,restauraciones,2019-01-01,68,32,29,33,27,62,30,93,10,1,0,0,0,0,385
MONTERO,atencion odontologica,restauraciones,2019-01-01,82,66,123,153,58,137,69,238,36,11,0,0,0,0,973
MORO MORO,atencion odontologica,restauraciones,2019-01-01,4,5,0,4,6,2,1,10,4,4,0,0,0,0,40
MOROCHATA,atencion odontologica,restauraciones,2019-01-01,2,4,0,4,0,7,3,8,8,2,0,0,0,0,38
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2019-01-01,1,0,0,1,3,0,5,5,0,0,0,0,0,0,15
OCURI,atencion odontologica,restauraciones,2019-01-01,11,3,16,6,1,14,4,47,7,6,0,0,0,0,115
OKINAWA,atencion odontologica,restauraciones,2019-01-01,1,2,6,1,0,0,0,6,0,0,0,0,0,0,16
OMEREQUE,atencion odontologica,restauraciones,2019-01-01,2,4,4,16,3,7,4,8,0,0,0,0,0,0,48
ORURO,atencion odontologica,restauraciones,2019-01-01,527,635,631,825,297,824,607,1241,219,145,0,0,0,0,5951
PADCAYA,atencion odontologica,restauraciones,2019-01-01,1,6,24,21,11,22,16,26,0,0,0,0,0,0,127
PADILLA,atencion odontologica,restauraciones,2019-01-01,29,37,37,23,32,46,62,99,1,6,0,0,0,0,372
PAILON,atencion odontologica,restauraciones,2019-01-01,26,13,17,10,11,22,4,58,7,1,0,0,0,0,169
PALCA,atencion odontologica,restauraciones,2019-01-01,37,48,7,12,9,10,5,13,5,2,0,0,0,0,148
PALOS BLANCOS,atencion odontologica,restauraciones,2019-01-01,32,32,12,14,5,29,16,59,15,7,0,0,0,0,221
PAMPA AULLAGAS,atencion odontologica,restauraciones,2019-01-01,0,12,0,9,0,5,0,13,0,10,0,0,0,0,49
PAMPA GRANDE,atencion odontologica,restauraciones,2019-01-01,2,6,4,1,0,3,0,8,0,0,0,0,0,0,24
PAPEL PAMPA,atencion odontologica,restauraciones,2019-01-01,3,0,0,3,6,5,2,10,3,3,0,0,0,0,35
PASORAPA,atencion odontologica,restauraciones,2019-01-01,5,1,2,6,0,1,0,5,0,0,0,0,0,0,20
PATACAMAYA,atencion odontologica,restauraciones,2019-01-01,29,30,17,15,10,3,2,22,2,1,0,0,0,0,131
PAZÑA,atencion odontologica,restauraciones,2019-01-01,11,13,19,23,1,7,9,24,3,2,0,0,0,0,112
PELECHUCO,atencion odontologica,restauraciones,2019-01-01,9,18,2,1,0,1,2,5,1,0,0,0,0,0,39
POCOATA,atencion odontologica,restauraciones,2019-01-01,20,21,0,1,3,10,1,9,15,10,0,0,0,0,90
POCONA,atencion odontologica,restauraciones,2019-01-01,8,37,2,4,2,11,0,15,1,14,0,0,0,0,94
POJO (CBBA),atencion odontologica,restauraciones,2019-01-01,21,14,5,21,12,10,5,25,3,8,0,0,0,0,124
POOPO,atencion odontologica,restauraciones,2019-01-01,13,18,40,95,25,55,50,42,14,15,0,0,0,0,367
PORCO,atencion odontologica,restauraciones,2019-01-01,2,9,2,9,3,6,0,14,0,0,0,0,0,0,45
POROMA,atencion odontologica,restauraciones,2019-01-01,4,2,3,5,4,1,16,32,0,0,0,0,0,0,67
PORONGO,atencion odontologica,restauraciones,2019-01-01,0,12,2,8,4,6,0,24,0,0,0,0,0,0,56
PORTACHUELO,atencion odontologica,restauraciones,2019-01-01,1,2,22,21,13,39,12,49,3,2,0,0,0,0,164
PORVENIR,atencion odontologica,restauraciones,2019-01-01,2,2,6,5,10,6,1,10,0,0,0,0,0,0,42
POSTRER VALLE,atencion odontologica,restauraciones,2019-01-01,1,1,3,6,0,2,0,7,0,2,0,0,0,0,22
POTOSI,atencion odontologica,restauraciones,2019-01-01,232,314,308,351,172,301,352,685,48,36,0,0,0,0,2799
PRESTO,atencion odontologica,restauraciones,2019-01-01,3,3,15,11,4,10,11,40,4,6,0,0,0,0,107
PUCARA,atencion odontologica,restauraciones,2019-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,restauraciones,2019-01-01,32,34,17,28,9,34,20,41,3,3,0,0,0,0,221
PUERTO ACOSTA,atencion odontologica,restauraciones,2019-01-01,0,1,1,0,8,4,1,5,2,1,0,0,0,0,23
PUERTO CARABUCO,atencion odontologica,restauraciones,2019-01-01,7,10,12,13,11,19,6,32,2,0,0,0,0,0,112
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2019-01-01,6,7,13,9,1,15,1,18,6,6,0,0,0,0,82
PUERTO PEREZ,atencion odontologica,restauraciones,2019-01-01,6,2,0,0,0,1,1,6,3,0,0,0,0,0,19
PUERTO QUIJARRO,atencion odontologica,restauraciones,2019-01-01,5,11,0,4,0,3,0,5,3,5,0,0,0,0,36
PUERTO RICO,atencion odontologica,restauraciones,2019-01-01,2,1,0,0,2,7,3,10,0,0,0,0,0,0,25
PUERTO SUAREZ,atencion odontologica,restauraciones,2019-01-01,16,4,0,0,0,2,0,15,0,0,0,0,0,0,37
PUERTO VILLARROEL,atencion odontologica,restauraciones,2019-01-01,71,86,25,22,13,64,26,181,11,13,0,0,0,0,512
PUNA,atencion odontologica,restauraciones,2019-01-01,10,6,3,8,4,13,10,29,2,12,0,0,0,0,97
PUNATA,atencion odontologica,restauraciones,2019-01-01,26,39,55,52,3,28,21,84,14,30,0,0,0,0,352
QUIABAYA,atencion odontologica,restauraciones,2019-01-01,0,3,0,1,0,5,7,9,0,1,0,0,0,0,26
QUILLACOLLO,atencion odontologica,restauraciones,2019-01-01,220,309,161,200,85,121,75,401,75,50,0,0,0,0,1697
QUIME,atencion odontologica,restauraciones,2019-01-01,49,42,24,41,13,10,50,29,15,4,0,0,0,0,277
QUIRUSILLAS,atencion odontologica,restauraciones,2019-01-01,0,1,5,3,0,0,1,10,1,0,0,0,0,0,21
RAVELO,atencion odontologica,restauraciones,2019-01-01,6,13,2,1,1,7,14,26,4,4,0,0,0,0,78
REYES,atencion odontologica,restauraciones,2019-01-01,6,3,31,15,6,0,21,26,3,3,0,0,0,0,114
RIBERALTA,atencion odontologica,restauraciones,2019-01-01,24,43,88,94,43,54,64,220,24,13,0,0,0,0,667
ROBORE,atencion odontologica,restauraciones,2019-01-01,3,6,47,35,18,56,48,94,14,20,0,0,0,0,341
RURRENABAQUE,atencion odontologica,restauraciones,2019-01-01,13,10,23,19,11,22,40,25,12,10,0,0,0,0,185
SABAYA,atencion odontologica,restauraciones,2019-01-01,8,0,6,11,2,2,9,20,13,1,0,0,0,0,72
SACABA,atencion odontologica,restauraciones,2019-01-01,239,234,120,157,44,92,76,323,70,72,0,0,0,0,1427
SACABAMBA,atencion odontologica,restauraciones,2019-01-01,0,0,1,0,0,1,0,4,0,2,0,0,0,0,8
SACACA,atencion odontologica,restauraciones,2019-01-01,0,1,0,1,2,3,0,16,1,1,0,0,0,0,25
SAIPINA,atencion odontologica,restauraciones,2019-01-01,3,3,8,5,1,4,7,18,1,1,0,0,0,0,51
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2019-01-01,9,40,23,41,14,18,39,35,24,28,0,0,0,0,271
SAMAIPATA,atencion odontologica,restauraciones,2019-01-01,23,26,7,6,0,8,1,27,1,1,0,0,0,0,100
SAN AGUSTIN,atencion odontologica,restauraciones,2019-01-01,2,5,0,0,0,0,0,4,0,0,0,0,0,0,11
SAN ANDRES,atencion odontologica,restauraciones,2019-01-01,1,3,9,23,8,15,4,24,4,2,0,0,0,0,93
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2019-01-01,2,5,2,1,5,5,4,9,9,1,0,0,0,0,43
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2019-01-01,0,0,1,3,1,3,0,4,0,0,0,0,0,0,12
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2019-01-01,0,7,4,2,8,0,3,7,3,1,0,0,0,0,35
