,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ATOCHA,atencion odontologica,periodoncia,2019-01-01,0,0,4,1,2,2,27,28,6,4,0,0,0,0,74
AYATA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2019-01-01,0,0,0,1,3,3,7,9,4,1,0,0,0,0,28
AZURDUY,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,5
BATALLAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BAURES,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,1,2,1,0,1,0,0,0,0,6
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
BELEN DE URMIRI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4
BELLA FLOR,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,periodoncia,2019-01-01,0,0,0,4,6,7,14,20,2,3,0,0,0,0,56
BETANZOS,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,1,11,2,13,7,2,0,0,0,0,37
BOLIVAR,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,2,1,2,1,0,0,0,0,7
BOYUIBE,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,0,3,6,6,3,3,0,0,0,0,24
CABEZAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,3,1,1,2,4,12,0,0,0,0,25
CAIROMA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,4,0,3,0,0,0,0,0,0,8
"CAIZA ""D""",atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CALACOTO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,11,12,0,0,0,0,23
CAMARGO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,1,9,1,2,0,0,0,0,14
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,periodoncia,2019-01-01,0,0,6,10,7,15,20,35,2,6,0,0,0,0,101
CAPINOTA,atencion odontologica,periodoncia,2019-01-01,0,0,1,2,2,3,5,20,12,4,0,0,0,0,49
CARACOLLO,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,1,2,6,18,4,2,0,0,0,0,35
CARANAVI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,2,7,1,31,9,9,0,0,0,0,59
CARAPARI,atencion odontologica,periodoncia,2019-01-01,0,0,5,4,1,11,13,16,1,1,0,0,0,0,52
CARIPUYO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,20,6,12,0,0,0,0,40
CHALLAPATA,atencion odontologica,periodoncia,2019-01-01,0,0,2,1,3,7,6,26,4,10,0,0,0,0,59
CHAQUI,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,1,1,3,1,2,0,0,0,0,9
CHAYANTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
CHIMORE,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,2,4,0,22,4,1,0,0,0,0,34
CHIPAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHOQUE COTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,7
CHUMA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,2,3,0,3,0,0,0,0,10
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
CKOCHAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,6,16,20,0,0,0,0,43
CLIZA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,5,1,17,60,7,14,0,0,0,0,104
COBIJA,atencion odontologica,periodoncia,2019-01-01,0,0,3,4,3,10,31,44,5,9,0,0,0,0,109
COCAPATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,1,17,16,13,0,0,0,0,50
COCHABAMBA,atencion odontologica,periodoncia,2019-01-01,0,0,39,25,88,151,350,528,99,70,0,0,0,0,1350
COIPASA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,5,1,14,5,11,0,0,0,0,36
"COLCHA ""K""",atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,1,5,4,3,0,0,0,0,15
COLLANA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COLOMI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,3,0,10,9,15,0,0,0,0,37
COLQUECHACA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,3,3,3,10,4,4,0,0,0,0,27
COLQUENCHA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
COLQUIRI,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,1,1,0,4,0,1,0,0,0,0,8
COMARAPA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
CONCEPCION,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,0,0,1,2,1,1,0,0,0,0,8
COPACABANA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6
CORIPATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
COROICO,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,1,0,0,2,2,0,0,0,0,0,7
COTAGAITA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,3,0,6,12,1,0,0,0,0,0,22
COTOCA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,7,0,21,2,5,0,0,0,0,35
CUATRO CAÑADAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,6,1,11,9,17,0,0,0,0,45
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,2,0,0,5,0,0,0,0,0,0,7
CUEVO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
CURVA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,1,4,0,0,0,0,0,0,6
DESAGUADERO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,periodoncia,2019-01-01,0,0,29,28,75,90,92,279,40,43,0,0,0,0,676
EL CHORO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,3,6,6,20,0,1,0,0,0,0,38
EL VILLAR,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,0,0,0,3,4,6,0,0,0,0,15
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,4,1,5,2,5,0,0,0,0,17
ESCARA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ESCOMA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ESMERALDA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
EUCALIPTUS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,3,1,1,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
GUANAY,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,2,2,50,5,2,3,0,0,0,0,65
GUAYARAMERIN,atencion odontologica,periodoncia,2019-01-01,0,0,5,3,3,8,2,28,0,2,0,0,0,0,51
HUANUNI,atencion odontologica,periodoncia,2019-01-01,0,0,4,1,3,3,6,25,2,2,0,0,0,0,46
HUARACAJE,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
HUARINA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
HUATAJATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5
HUAYLLAMARCA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
HUMANATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,0,1,4,5,0,0,0,0,12
ICLA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,3,3,10,0,0,0,0,0,0,16
INCAHUASI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,2,5,1,0,0,0,0,0,10
INQUISIVI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,1,1,15,4,3,0,0,0,0,25
LA ASUNTA,atencion odontologica,periodoncia,2019-01-01,0,0,1,1,3,6,4,12,2,0,0,0,0,0,29
LA GUARDIA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,5,7,24,2,6,0,0,0,0,44
LA PAZ,atencion odontologica,periodoncia,2019-01-01,0,0,91,73,174,242,465,856,129,116,0,0,0,0,2146
LA RIVERA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LAJA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,5,1,1,0,0,0,0,8
LAS CARRERAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,5,1,3,0,0,0,0,9
LURIBAY,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,periodoncia,2019-01-01,0,0,6,3,1,1,7,12,1,4,0,0,0,0,35
MAGDALENA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,5,2,0,0,0,0,0,0,9
MAIRANA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,7,1,0,0,0,0,0,8
MAPIRI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6
MECAPACA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
MINEROS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,4,0,13,28,26,0,0,0,0,71
MIZQUE,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,0,1,6,15,3,1,0,0,0,0,29
MOCOMOCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3
MOJINETE,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,2,4,12,0,0,0,0,0,0,19
MONTEAGUDO,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,4,3,12,1,0,0,0,0,0,21
MONTERO,atencion odontologica,periodoncia,2019-01-01,0,0,10,18,13,33,26,81,24,8,0,0,0,0,213
MORO MORO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4
MOROCHATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,4,0,3,17,12,0,0,0,0,36
OCURI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,2,4,7,5,0,0,0,0,21
OKINAWA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,0,2,0,3,0,0,0,0,6
ORURO,atencion odontologica,periodoncia,2019-01-01,0,0,6,8,18,39,179,293,32,28,0,0,0,0,603
PADCAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
PADILLA,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,4,11,15,0,2,0,0,0,0,33
PAILON,atencion odontologica,periodoncia,2019-01-01,0,0,1,4,2,2,2,20,5,3,0,0,0,0,39
PALCA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,0,1,1,1,0,0,0,0,5
PALOS BLANCOS,atencion odontologica,periodoncia,2019-01-01,0,0,0,5,1,4,4,16,6,2,0,0,0,0,38
PAMPA GRANDE,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,5,2,1,0,0,0,0,8
PASORAPA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
PATACAMAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,1,9,5,4,0,0,0,0,20
PAZÑA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PELECHUCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
POCOATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,3,0,5,2,7,0,0,0,0,17
POCONA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,0,2,4,7,0,0,0,0,16
POOPO,atencion odontologica,periodoncia,2019-01-01,0,0,1,3,4,5,0,5,3,0,0,0,0,0,21
PORCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,5,0,7,0,0,0,0,0,0,12
POROMA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
PORONGO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,2,1,0,4,0,0,0,0,0,0,7
PORTACHUELO,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4
PORVENIR,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,5,1,0,3,0,1,0,0,0,0,12
POTOSI,atencion odontologica,periodoncia,2019-01-01,0,0,9,12,9,12,17,49,9,10,0,0,0,0,127
PRESTO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
PUERTO ACOSTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,1,4,7,0,0,0,0,0,0,13
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,3,0,7,1,1,0,0,0,0,13
PUERTO QUIJARRO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
PUERTO SUAREZ,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
PUERTO VILLARROEL,atencion odontologica,periodoncia,2019-01-01,0,0,1,3,1,14,8,38,8,2,0,0,0,0,75
PUNA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,1,3,3,6,0,3,0,0,0,0,17
PUNATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,1,4,9,19,5,3,0,0,0,0,43
QUILLACOLLO,atencion odontologica,periodoncia,2019-01-01,0,0,1,5,7,5,18,49,20,17,0,0,0,0,122
QUIME,atencion odontologica,periodoncia,2019-01-01,0,0,6,2,0,0,4,4,3,0,0,0,0,0,19
QUIRUSILLAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
RAVELO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,0,1,1,0,0,0,0,0,4
REYES,atencion odontologica,periodoncia,2019-01-01,0,0,3,0,3,1,2,10,0,0,0,0,0,0,19
RIBERALTA,atencion odontologica,periodoncia,2019-01-01,0,0,1,13,17,49,19,104,7,2,0,0,0,0,212
ROBORE,atencion odontologica,periodoncia,2019-01-01,0,0,3,6,1,7,10,12,3,4,0,0,0,0,46
RURRENABAQUE,atencion odontologica,periodoncia,2019-01-01,0,0,2,1,1,2,0,0,1,2,0,0,0,0,9
SABAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
SACABA,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,5,10,18,41,16,15,0,0,0,0,108
SACABAMBA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,2,3,0,0,0,0,6
SACACA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,7,4,4,3,0,0,0,0,19
SAN AGUSTIN,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,2,4,6,15,2,1,0,0,0,0,30
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN BENITO,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,0,2,3,1,0,0,0,0,7
SAN BORJA,atencion odontologica,periodoncia,2019-01-01,0,0,6,1,10,4,27,24,0,0,0,0,0,0,72
SAN BUENA VENTURA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,7,7,2,2,1,2,0,0,0,0,22
SAN IGNACIO,atencion odontologica,periodoncia,2019-01-01,0,0,6,3,5,7,26,20,4,1,0,0,0,0,72
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,0,4,2,1,0,0,0,0,9
SAN JAVIER(BNI),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,2,7,0,0,0,0,0,0,9
SAN JAVIER(STC),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,2,2,1,11,0,0,0,0,0,0,16
SAN JOAQUIN,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,3,0,4,0,5,0,0,0,0,12
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,1,0,1,3,2,0,0,0,0,0,8
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,0,5,2,0,0,0,0,0,10
SAN JULIAN,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,8,19,2,4,0,0,0,0,35
SAN LORENZO(TJA),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SAN LUCAS,atencion odontologica,periodoncia,2019-01-01,0,0,1,1,1,11,3,14,0,1,0,0,0,0,32
SAN MATIAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,0,6,0,1,0,0,0,0,9
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8
SAN PEDRO,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,5,6,12,1,4,0,0,0,0,29
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,2,2,10,4,1,0,0,0,0,19
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
SAN RAFAEL,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,0,4,4,5,0,0,0,0,0,0,16
SAN RAMON SCZ,atencion odontologica,periodoncia,2019-01-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2019-01-01,0,0,87,94,153,316,677,1434,115,103,0,0,0,0,2979
SANTA ROSA,atencion odontologica,periodoncia,2019-01-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2019-01-01,0,0,0,3,0,1,0,5,3,0,0,0,0,0,12
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,0,1,2,5,0,0,0,0,9
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,0,1,2,9,0,0,0,0,13
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2019-01-01,0,0,1,0,0,1,2,1,0,0,0,0,0,0,5
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
SANTIVAÑES,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,2,8,8,15,0,0,0,0,34
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
SHINAOTA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,periodoncia,2019-01-01,0,0,1,1,2,3,4,30,5,11,0,0,0,0,57
SOPACHUY,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,2,7,0,2,0,0,0,0,14
SORACACHI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,1,1,5,2,1,0,0,0,0,10
SORATA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,2,0,4,2,4,0,0,0,0,13
SUCRE,atencion odontologica,periodoncia,2019-01-01,0,0,18,28,58,46,161,279,16,17,0,0,0,0,623
TACACHI,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
TACACOMA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
TACOPAYA,atencion odontologica,periodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
