,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2019-01-01,47,16,0,0,0,4,0,26,3,1,0,0,0,0,97
ATOCHA,atencion odontologica,endodoncia,2019-01-01,4,11,39,31,8,15,15,58,3,0,0,0,0,0,184
AYO AYO,atencion odontologica,endodoncia,2019-01-01,1,0,0,0,0,0,1,2,0,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2019-01-01,2,3,14,11,8,6,16,23,4,6,0,0,0,0,93
AZURDUY,atencion odontologica,endodoncia,2019-01-01,0,2,4,2,2,2,1,2,0,0,0,0,0,0,15
BATALLAS,atencion odontologica,endodoncia,2019-01-01,0,0,1,2,0,1,1,2,0,0,0,0,0,0,7
BAURES,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,4,4,2,1,0,0,0,0,0,0,11
BELEN DE URMIRI,atencion odontologica,endodoncia,2019-01-01,1,3,0,1,0,0,0,1,2,1,0,0,0,0,9
BERMEJO,atencion odontologica,endodoncia,2019-01-01,6,0,12,12,3,3,5,16,1,0,0,0,0,0,58
BETANZOS,atencion odontologica,endodoncia,2019-01-01,6,6,2,6,0,6,5,7,1,0,0,0,0,0,39
BOLIVAR,atencion odontologica,endodoncia,2019-01-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
BOYUIBE,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,endodoncia,2019-01-01,4,5,1,1,0,12,1,3,0,0,0,0,0,0,27
CABEZAS,atencion odontologica,endodoncia,2019-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
CAIROMA,atencion odontologica,endodoncia,2019-01-01,0,2,5,4,0,4,2,9,3,0,0,0,0,0,29
"CAIZA ""D""",atencion odontologica,endodoncia,2019-01-01,0,0,2,0,1,1,2,11,1,3,0,0,0,0,21
CAJUATA,atencion odontologica,endodoncia,2019-01-01,0,0,2,3,1,1,0,0,0,0,0,0,0,0,7
CALAMARCA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CAMARGO,atencion odontologica,endodoncia,2019-01-01,2,14,7,8,0,0,1,9,0,0,0,0,0,0,41
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2019-01-01,0,0,1,2,1,0,0,3,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,endodoncia,2019-01-01,3,5,5,8,5,3,2,17,3,3,0,0,0,0,54
CAPINOTA,atencion odontologica,endodoncia,2019-01-01,1,4,6,2,0,1,0,4,2,0,0,0,0,0,20
CAQUIAVIRI,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,endodoncia,2019-01-01,3,2,0,2,1,3,4,2,0,1,0,0,0,0,18
CARANAVI,atencion odontologica,endodoncia,2019-01-01,4,1,0,1,3,6,3,22,7,3,0,0,0,0,50
CARAPARI,atencion odontologica,endodoncia,2019-01-01,0,0,6,8,2,6,5,19,0,0,0,0,0,0,46
CARIPUYO,atencion odontologica,endodoncia,2019-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,endodoncia,2019-01-01,2,6,6,6,1,0,0,7,1,2,0,0,0,0,31
CHAQUI,atencion odontologica,endodoncia,2019-01-01,2,0,0,2,1,2,0,1,0,1,0,0,0,0,9
CHARAGUA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,1,10,0,0,0,0,0,0,12
CHAYANTA,atencion odontologica,endodoncia,2019-01-01,2,0,1,2,1,2,0,2,0,0,0,0,0,0,10
CHIMORE,atencion odontologica,endodoncia,2019-01-01,2,0,0,4,0,2,0,2,1,0,0,0,0,0,11
CHIPAYA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,endodoncia,2019-01-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2019-01-01,11,2,1,4,2,2,1,7,0,0,0,0,0,0,30
CHUMA,atencion odontologica,endodoncia,2019-01-01,0,0,2,1,1,3,4,2,0,0,0,0,0,0,13
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2019-01-01,0,2,1,1,1,1,1,2,1,0,0,0,0,0,10
CKOCHAS,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,1,0,1,0,2,0,0,0,0,5
CLIZA,atencion odontologica,endodoncia,2019-01-01,5,3,5,4,1,7,5,9,3,4,0,0,0,0,46
COBIJA,atencion odontologica,endodoncia,2019-01-01,5,5,10,11,12,12,23,36,9,0,0,0,0,0,123
COCAPATA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,endodoncia,2019-01-01,113,130,104,106,62,119,233,316,91,57,0,0,0,0,1331
COIPASA,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,endodoncia,2019-01-01,55,14,2,4,0,1,6,5,6,4,0,0,0,0,97
"COLCHA ""K""",atencion odontologica,endodoncia,2019-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
COLLANA,atencion odontologica,endodoncia,2019-01-01,1,1,3,2,0,6,2,2,0,0,0,0,0,0,17
COLOMI,atencion odontologica,endodoncia,2019-01-01,1,3,0,0,0,0,0,0,3,0,0,0,0,0,7
COLPA BELGICA,atencion odontologica,endodoncia,2019-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,endodoncia,2019-01-01,8,4,3,4,0,11,6,11,0,5,0,0,0,0,52
COLQUENCHA,atencion odontologica,endodoncia,2019-01-01,0,1,0,1,2,1,1,1,0,0,0,0,0,0,7
COLQUIRI,atencion odontologica,endodoncia,2019-01-01,4,4,0,1,0,0,0,3,1,1,0,0,0,0,14
COMARAPA,atencion odontologica,endodoncia,2019-01-01,4,2,5,0,2,19,5,20,0,3,0,0,0,0,60
CONCEPCION,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
COPACABANA,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,2,2,1,1,0,0,0,0,0,7
CORIPATA,atencion odontologica,endodoncia,2019-01-01,1,2,1,0,1,1,0,6,0,0,0,0,0,0,12
CORO CORO,atencion odontologica,endodoncia,2019-01-01,0,0,2,4,1,3,3,5,3,7,0,0,0,0,28
COROICO,atencion odontologica,endodoncia,2019-01-01,1,0,3,2,3,1,3,6,0,0,0,0,0,0,19
CORQUE,atencion odontologica,endodoncia,2019-01-01,1,1,1,3,1,0,1,2,0,1,0,0,0,0,11
COTAGAITA,atencion odontologica,endodoncia,2019-01-01,6,0,15,19,5,32,20,21,1,3,0,0,0,0,122
COTOCA,atencion odontologica,endodoncia,2019-01-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,endodoncia,2019-01-01,4,1,0,7,0,1,1,0,0,0,0,0,0,0,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2019-01-01,0,2,0,0,0,0,1,4,0,0,0,0,0,0,7
CUEVO,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7
CULPINA,atencion odontologica,endodoncia,2019-01-01,1,1,9,2,0,5,0,5,0,2,0,0,0,0,25
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
CURVA,atencion odontologica,endodoncia,2019-01-01,3,1,0,1,0,0,2,2,0,0,0,0,0,0,9
DESAGUADERO,atencion odontologica,endodoncia,2019-01-01,9,4,3,0,2,2,0,3,0,0,0,0,0,0,23
EL ALTO,atencion odontologica,endodoncia,2019-01-01,134,85,197,238,83,93,123,246,29,23,0,0,0,0,1251
EL CHORO,atencion odontologica,endodoncia,2019-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
EL PUENTE(TJA),atencion odontologica,endodoncia,2019-01-01,0,0,2,4,1,3,1,6,0,0,0,0,0,0,17
EL TORNO,atencion odontologica,endodoncia,2019-01-01,2,4,1,1,2,1,2,2,0,4,0,0,0,0,19
EL VILLAR,atencion odontologica,endodoncia,2019-01-01,1,0,0,1,0,1,0,8,0,1,0,0,0,0,12
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2019-01-01,2,0,2,4,2,9,3,7,0,0,0,0,0,0,29
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2019-01-01,2,4,0,0,0,0,0,3,0,1,0,0,0,0,10
ESCARA,atencion odontologica,endodoncia,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ESCOMA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,4,3,6,8,0,2,0,0,0,0,23
EUCALIPTUS,atencion odontologica,endodoncia,2019-01-01,0,0,2,0,0,1,1,3,0,0,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,0,1,6,0,1,0,0,0,0,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2019-01-01,4,0,0,0,0,0,1,3,0,2,0,0,0,0,10
GUANAY,atencion odontologica,endodoncia,2019-01-01,14,9,0,1,4,3,5,11,13,5,0,0,0,0,65
GUAQUI,atencion odontologica,endodoncia,2019-01-01,0,0,2,2,2,2,1,6,1,0,0,0,0,0,16
GUAYARAMERIN,atencion odontologica,endodoncia,2019-01-01,1,2,7,6,0,3,11,16,7,3,0,0,0,0,56
GUTIERREZ,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,4,7,4,0,2,0,0,0,0,17
HUACARETA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,4,1,1,1,0,0,0,0,0,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2019-01-01,0,0,0,2,0,1,1,5,0,0,0,0,0,0,9
HUANUNI,atencion odontologica,endodoncia,2019-01-01,4,14,3,9,3,3,6,14,0,0,0,0,0,0,56
HUARACAJE,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
HUARINA,atencion odontologica,endodoncia,2019-01-01,2,1,0,3,1,0,0,3,3,1,0,0,0,0,14
HUATAJATA,atencion odontologica,endodoncia,2019-01-01,3,1,0,1,0,0,1,0,3,2,0,0,0,0,11
HUAYLLAMARCA,atencion odontologica,endodoncia,2019-01-01,0,1,1,0,0,1,0,3,0,0,0,0,0,0,6
HUMANATA,atencion odontologica,endodoncia,2019-01-01,0,2,0,0,0,0,0,2,1,1,0,0,0,0,6
ICHOCA,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,endodoncia,2019-01-01,0,0,3,2,0,0,0,9,2,0,0,0,0,0,16
INCAHUASI,atencion odontologica,endodoncia,2019-01-01,0,2,1,0,3,1,2,11,0,1,0,0,0,0,21
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2019-01-01,2,0,0,0,1,0,2,3,1,1,0,0,0,0,10
IXIAMAS,atencion odontologica,endodoncia,2019-01-01,0,0,2,0,1,1,2,1,0,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,endodoncia,2019-01-01,0,0,1,1,2,1,1,2,0,1,0,0,0,0,9
LA ASUNTA,atencion odontologica,endodoncia,2019-01-01,13,6,8,4,4,8,8,35,0,1,0,0,0,0,87
LA GUARDIA,atencion odontologica,endodoncia,2019-01-01,6,10,0,0,0,0,0,1,0,0,0,0,0,0,17
LA PAZ,atencion odontologica,endodoncia,2019-01-01,180,155,290,294,115,190,433,791,120,116,0,0,0,0,2684
LAGUNILLAS,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,1,5,6,0,1,0,0,0,0,14
LAS CARRERAS,atencion odontologica,endodoncia,2019-01-01,0,0,1,1,0,2,5,10,0,0,0,0,0,0,19
LLALLAGUA,atencion odontologica,endodoncia,2019-01-01,6,13,4,5,1,3,1,10,1,0,0,0,0,0,44
LURIBAY,atencion odontologica,endodoncia,2019-01-01,0,1,1,0,0,0,0,1,1,1,0,0,0,0,5
MACHACAMARCA,atencion odontologica,endodoncia,2019-01-01,4,1,12,8,1,4,2,27,6,4,0,0,0,0,69
MACHARETI,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
MAGDALENA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,4,1,0,0,0,0,0,6
MAIRANA,atencion odontologica,endodoncia,2019-01-01,1,2,1,2,2,2,2,7,0,0,0,0,0,0,19
MALLA,atencion odontologica,endodoncia,2019-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
MAPIRI,atencion odontologica,endodoncia,2019-01-01,0,0,1,0,1,0,1,3,2,0,0,0,0,0,8
MECAPACA,atencion odontologica,endodoncia,2019-01-01,2,2,1,0,1,0,0,0,0,0,0,0,0,0,6
MINEROS,atencion odontologica,endodoncia,2019-01-01,0,1,0,0,0,1,0,2,3,0,0,0,0,0,7
MIZQUE,atencion odontologica,endodoncia,2019-01-01,14,13,6,7,0,3,4,10,1,1,0,0,0,0,59
MOCOMOCO,atencion odontologica,endodoncia,2019-01-01,1,0,0,0,2,0,1,6,3,1,0,0,0,0,14
MOJOCOYA,atencion odontologica,endodoncia,2019-01-01,1,0,0,3,1,2,3,15,0,0,0,0,0,0,25
MONTEAGUDO,atencion odontologica,endodoncia,2019-01-01,2,0,1,3,1,5,2,10,0,0,0,0,0,0,24
MONTERO,atencion odontologica,endodoncia,2019-01-01,1,0,0,0,1,9,0,0,2,2,0,0,0,0,15
MORO MORO,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4
MOROCHATA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2019-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,endodoncia,2019-01-01,2,0,0,0,0,0,0,4,0,0,0,0,0,0,6
OMEREQUE,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
ORURO,atencion odontologica,endodoncia,2019-01-01,95,69,79,93,8,42,55,132,34,10,0,0,0,0,617
PADCAYA,atencion odontologica,endodoncia,2019-01-01,0,0,6,3,2,1,1,0,0,0,0,0,0,0,13
PADILLA,atencion odontologica,endodoncia,2019-01-01,15,7,3,3,1,7,5,17,0,4,0,0,0,0,62
PAILON,atencion odontologica,endodoncia,2019-01-01,3,2,1,0,0,1,2,9,0,2,0,0,0,0,20
PALCA,atencion odontologica,endodoncia,2019-01-01,4,7,1,3,4,4,2,0,1,0,0,0,0,0,26
PALOS BLANCOS,atencion odontologica,endodoncia,2019-01-01,4,1,3,2,1,4,4,16,8,3,0,0,0,0,46
PAMPA GRANDE,atencion odontologica,endodoncia,2019-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PAPEL PAMPA,atencion odontologica,endodoncia,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PATACAMAYA,atencion odontologica,endodoncia,2019-01-01,3,0,2,1,1,1,1,2,0,0,0,0,0,0,11
PAZÑA,atencion odontologica,endodoncia,2019-01-01,1,3,2,2,1,1,2,7,1,0,0,0,0,0,20
PELECHUCO,atencion odontologica,endodoncia,2019-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
POCOATA,atencion odontologica,endodoncia,2019-01-01,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4
POCONA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,5,0,4,0,0,0,0,9
POJO (CBBA),atencion odontologica,endodoncia,2019-01-01,3,0,3,3,1,0,1,4,1,2,0,0,0,0,18
POOPO,atencion odontologica,endodoncia,2019-01-01,5,3,5,5,1,1,3,8,0,0,0,0,0,0,31
PORCO,atencion odontologica,endodoncia,2019-01-01,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6
POROMA,atencion odontologica,endodoncia,2019-01-01,1,0,1,1,3,0,4,2,0,0,0,0,0,0,12
PORVENIR,atencion odontologica,endodoncia,2019-01-01,0,1,1,3,0,0,1,2,0,0,0,0,0,0,8
POTOSI,atencion odontologica,endodoncia,2019-01-01,78,77,125,120,58,89,81,169,15,14,0,0,0,0,826
PRESTO,atencion odontologica,endodoncia,2019-01-01,0,0,3,3,1,12,2,11,0,1,0,0,0,0,33
PUCARA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,endodoncia,2019-01-01,3,3,1,4,1,3,1,6,3,1,0,0,0,0,26
PUERTO ACOSTA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO CARABUCO,atencion odontologica,endodoncia,2019-01-01,1,0,0,2,0,4,3,2,1,0,0,0,0,0,13
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,2,0,5,0,0,0,0,0,0,7
PUERTO PEREZ,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,endodoncia,2019-01-01,29,18,5,6,0,13,6,33,3,1,0,0,0,0,114
PUNA,atencion odontologica,endodoncia,2019-01-01,2,3,0,0,0,0,2,1,0,2,0,0,0,0,10
PUNATA,atencion odontologica,endodoncia,2019-01-01,2,1,4,2,0,11,3,24,0,1,0,0,0,0,48
QUIABAYA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,endodoncia,2019-01-01,31,21,20,29,3,5,19,38,20,6,0,0,0,0,192
QUIME,atencion odontologica,endodoncia,2019-01-01,5,4,6,7,6,5,18,6,10,1,0,0,0,0,68
QUIRUSILLAS,atencion odontologica,endodoncia,2019-01-01,1,0,1,0,0,0,0,4,0,0,0,0,0,0,6
RAVELO,atencion odontologica,endodoncia,2019-01-01,7,3,0,0,1,1,4,6,0,1,0,0,0,0,23
REYES,atencion odontologica,endodoncia,2019-01-01,1,1,0,0,0,0,4,6,1,0,0,0,0,0,13
RIBERALTA,atencion odontologica,endodoncia,2019-01-01,1,5,4,6,9,19,19,28,0,0,0,0,0,0,91
ROBORE,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RURRENABAQUE,atencion odontologica,endodoncia,2019-01-01,3,2,4,3,0,0,0,2,0,0,0,0,0,0,14
SABAYA,atencion odontologica,endodoncia,2019-01-01,0,1,1,1,0,0,1,1,3,1,0,0,0,0,9
SACABA,atencion odontologica,endodoncia,2019-01-01,26,29,28,32,2,15,11,52,19,7,0,0,0,0,221
SACABAMBA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,endodoncia,2019-01-01,1,0,0,1,1,1,0,3,0,0,0,0,0,0,7
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2019-01-01,3,14,3,4,2,2,2,2,2,1,0,0,0,0,35
SAMAIPATA,atencion odontologica,endodoncia,2019-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2019-01-01,0,2,0,2,5,7,2,6,3,1,0,0,0,0,28
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
SAN BENITO,atencion odontologica,endodoncia,2019-01-01,1,5,1,2,0,0,0,2,0,2,0,0,0,0,13
SAN BORJA,atencion odontologica,endodoncia,2019-01-01,6,2,0,4,1,0,3,6,1,1,0,0,0,0,24
SAN BUENA VENTURA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN CARLOS,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,1,1,5,2,0,1,0,0,0,0,11
SAN IGNACIO,atencion odontologica,endodoncia,2019-01-01,2,2,3,5,2,1,0,1,0,0,0,0,0,0,16
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2019-01-01,0,1,0,3,4,2,0,2,2,0,0,0,0,0,14
SAN JAVIER(STC),atencion odontologica,endodoncia,2019-01-01,0,0,0,2,0,3,2,5,1,0,0,0,0,0,13
SAN JOAQUIN,atencion odontologica,endodoncia,2019-01-01,0,2,0,3,0,2,0,4,2,6,0,0,0,0,19
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2019-01-01,0,0,1,6,3,0,2,2,1,0,0,0,0,0,15
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2019-01-01,4,3,2,4,0,2,0,1,1,0,0,0,0,0,17
SAN JULIAN,atencion odontologica,endodoncia,2019-01-01,4,18,2,0,0,0,2,10,0,4,0,0,0,0,40
SAN LORENZO(TJA),atencion odontologica,endodoncia,2019-01-01,0,3,4,10,7,7,7,26,3,0,0,0,0,0,67
SAN LUCAS,atencion odontologica,endodoncia,2019-01-01,5,3,3,4,3,7,2,16,2,1,0,0,0,0,46
SAN MATIAS,atencion odontologica,endodoncia,2019-01-01,2,0,0,1,2,2,1,1,0,3,0,0,0,0,12
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2019-01-01,3,3,2,2,0,0,4,9,2,1,0,0,0,0,26
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,endodoncia,2019-01-01,0,3,2,2,1,1,3,4,0,0,0,0,0,0,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2019-01-01,1,5,3,1,1,7,3,6,4,1,0,0,0,0,32
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2019-01-01,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4
SAN PEDRO DE QUEMES,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2019-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAN RAFAEL,atencion odontologica,endodoncia,2019-01-01,2,0,0,0,0,0,0,5,0,0,0,0,0,0,7
SAN RAMON SCZ,atencion odontologica,endodoncia,2019-01-01,2,1,0,7,3,1,2,0,10,0,0,0,0,0,26
SANTA ANA,atencion odontologica,endodoncia,2019-01-01,0,0,1,1,0,8,5,0,0,0,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2019-01-01,85,80,77,67,63,60,169,291,109,51,0,0,0,0,1052
SANTA ROSA,atencion odontologica,endodoncia,2019-01-01,3,0,0,1,0,1,0,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2019-01-01,0,0,2,10,2,5,3,11,1,1,0,0,0,0,35
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2019-01-01,16,14,22,39,5,26,16,36,7,3,0,0,0,0,184
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2019-01-01,1,1,0,3,1,2,3,5,2,2,0,0,0,0,20
SANTIVAÑES,atencion odontologica,endodoncia,2019-01-01,1,0,1,0,1,0,2,0,3,4,0,0,0,0,12
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2019-01-01,4,4,3,1,1,0,2,3,1,0,0,0,0,0,19
SAPAHAQUI,atencion odontologica,endodoncia,2019-01-01,1,0,2,0,0,0,0,1,0,1,0,0,0,0,5
SENA,atencion odontologica,endodoncia,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,endodoncia,2019-01-01,1,5,0,0,0,3,0,1,0,0,0,0,0,0,10
SIPE SIPE,atencion odontologica,endodoncia,2019-01-01,23,31,3,6,1,6,0,5,1,1,0,0,0,0,77
SOPACHUY,atencion odontologica,endodoncia,2019-01-01,0,2,1,4,0,0,1,4,0,0,0,0,0,0,12
