,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
ARANI,atencion odontologica,aplicacion de fluor,2019-01-01,4,2,0,0,0,0,0,1,0,0,0,0,0,0,7
ARBIETO,atencion odontologica,aplicacion de fluor,2019-01-01,3,2,1,0,0,0,0,1,0,0,0,0,0,0,7
ARQUE,atencion odontologica,aplicacion de fluor,2019-01-01,3,1,0,1,0,0,2,5,3,4,0,0,0,0,19
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2019-01-01,7,14,0,0,0,0,0,0,0,0,0,0,0,0,21
ATOCHA,atencion odontologica,aplicacion de fluor,2019-01-01,1,0,5,4,3,2,6,7,0,0,0,0,0,0,28
AUCAPATA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2019-01-01,0,0,2,3,0,1,0,0,0,0,0,0,0,0,6
AZURDUY,atencion odontologica,aplicacion de fluor,2019-01-01,6,3,0,1,0,3,2,3,0,0,0,0,0,0,18
BATALLAS,atencion odontologica,aplicacion de fluor,2019-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2019-01-01,6,10,3,1,0,4,0,7,0,0,0,0,0,0,31
BERMEJO,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,9,0,0,0,1,0,0,0,0,0,0,10
BETANZOS,atencion odontologica,aplicacion de fluor,2019-01-01,6,3,0,1,0,1,0,0,0,0,0,0,0,0,11
BOLIVAR,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,5,0,0,0,0,2,1,0,0,0,0,0,8
BOLPEBRA,atencion odontologica,aplicacion de fluor,2019-01-01,7,15,0,0,0,0,0,0,0,0,0,0,0,0,22
BUENA VISTA,atencion odontologica,aplicacion de fluor,2019-01-01,3,4,0,0,0,0,0,1,0,0,0,0,0,0,8
CABEZAS,atencion odontologica,aplicacion de fluor,2019-01-01,69,71,3,3,4,5,2,12,6,7,0,0,0,0,182
CAIROMA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2019-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
CAJUATA,atencion odontologica,aplicacion de fluor,2019-01-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4
CALACOTO,atencion odontologica,aplicacion de fluor,2019-01-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,15
CAMARGO,atencion odontologica,aplicacion de fluor,2019-01-01,12,14,2,1,0,0,0,1,3,9,0,0,0,0,42
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,2,0,1,0,1,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,aplicacion de fluor,2019-01-01,42,30,16,25,14,16,14,26,6,8,0,0,0,0,197
CAPINOTA,atencion odontologica,aplicacion de fluor,2019-01-01,3,2,0,1,0,1,0,0,0,0,0,0,0,0,7
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2019-01-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
CARACOLLO,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,2,1,3,0,3,0,2,0,0,0,0,11
CARANAVI,atencion odontologica,aplicacion de fluor,2019-01-01,20,30,10,9,3,2,0,2,0,0,0,0,0,0,76
CARIPUYO,atencion odontologica,aplicacion de fluor,2019-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2019-01-01,28,30,0,0,0,0,0,0,0,0,0,0,0,0,58
CHALLAPATA,atencion odontologica,aplicacion de fluor,2019-01-01,6,6,12,16,4,1,0,9,0,1,0,0,0,0,55
CHAQUI,atencion odontologica,aplicacion de fluor,2019-01-01,3,10,1,0,0,1,1,2,1,0,0,0,0,0,19
CHARAGUA,atencion odontologica,aplicacion de fluor,2019-01-01,5,9,0,0,0,0,0,0,0,0,0,0,0,0,14
CHAYANTA,atencion odontologica,aplicacion de fluor,2019-01-01,4,2,0,0,0,1,0,1,0,3,0,0,0,0,11
CHIMORE,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
CHIPAYA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2019-01-01,25,10,0,7,0,1,0,1,0,0,0,0,0,0,44
CHUMA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
CKOCHAS,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,3,0,6,2,3,0,0,0,0,15
CLIZA,atencion odontologica,aplicacion de fluor,2019-01-01,1,6,4,3,0,0,0,0,0,2,0,0,0,0,16
COBIJA,atencion odontologica,aplicacion de fluor,2019-01-01,86,104,11,10,3,12,9,7,2,0,0,0,0,0,244
COCAPATA,atencion odontologica,aplicacion de fluor,2019-01-01,10,19,0,1,1,1,0,3,3,1,0,0,0,0,39
COCHABAMBA,atencion odontologica,aplicacion de fluor,2019-01-01,260,226,164,190,65,75,52,130,13,13,0,0,0,0,1188
COIPASA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2019-01-01,14,15,1,4,0,0,0,0,0,2,0,0,0,0,36
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2019-01-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4
COLOMI,atencion odontologica,aplicacion de fluor,2019-01-01,3,7,0,0,0,0,0,0,1,1,0,0,0,0,12
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2019-01-01,24,19,67,55,2,3,8,27,6,8,0,0,0,0,219
COLQUECHACA,atencion odontologica,aplicacion de fluor,2019-01-01,7,2,1,2,0,1,1,3,1,1,0,0,0,0,19
COLQUENCHA,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,2,2,1,0,0,1,0,0,0,0,0,0,6
COMARAPA,atencion odontologica,aplicacion de fluor,2019-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
CONCEPCION,atencion odontologica,aplicacion de fluor,2019-01-01,10,15,0,0,0,0,0,0,0,0,0,0,0,0,25
COPACABANA,atencion odontologica,aplicacion de fluor,2019-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7
CORIPATA,atencion odontologica,aplicacion de fluor,2019-01-01,6,7,1,0,0,0,0,0,0,0,0,0,0,0,14
CORO CORO,atencion odontologica,aplicacion de fluor,2019-01-01,0,3,4,2,0,1,0,0,0,0,0,0,0,0,10
COTAGAITA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COTOCA,atencion odontologica,aplicacion de fluor,2019-01-01,78,86,1,1,0,7,2,33,3,5,0,0,0,0,216
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2019-01-01,29,22,0,0,0,0,0,1,0,0,0,0,0,0,52
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2019-01-01,1,5,0,0,0,5,0,8,0,0,0,0,0,0,19
CULPINA,atencion odontologica,aplicacion de fluor,2019-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2019-01-01,4,4,0,1,0,1,0,1,1,0,0,0,0,0,12
CURVA,atencion odontologica,aplicacion de fluor,2019-01-01,7,15,0,0,0,0,0,0,0,0,0,0,0,0,22
DESAGUADERO,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,aplicacion de fluor,2019-01-01,287,315,263,277,67,102,40,40,23,10,0,0,0,0,1424
EL CHORO,atencion odontologica,aplicacion de fluor,2019-01-01,10,5,0,0,0,1,0,3,5,7,0,0,0,0,31
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2019-01-01,12,21,0,0,0,0,0,5,2,1,0,0,0,0,41
EL TORNO,atencion odontologica,aplicacion de fluor,2019-01-01,106,131,7,17,0,4,0,12,0,0,0,0,0,0,277
EL VILLAR,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2019-01-01,4,9,0,1,0,0,0,0,0,0,0,0,0,0,14
FILADELFIA,atencion odontologica,aplicacion de fluor,2019-01-01,12,17,3,7,0,0,0,0,0,0,0,0,0,0,39
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2019-01-01,7,2,0,1,0,0,0,0,0,0,0,0,0,0,10
GUANAY,atencion odontologica,aplicacion de fluor,2019-01-01,25,27,0,0,0,0,1,1,0,0,0,0,0,0,54
GUAQUI,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2019-01-01,2,1,6,10,0,5,2,3,0,0,0,0,0,0,29
HUACARETA,atencion odontologica,aplicacion de fluor,2019-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,6,1,4,1,3,0,0,0,0,0,0,15
HUARACAJE,atencion odontologica,aplicacion de fluor,2019-01-01,2,2,1,1,1,0,0,0,0,0,0,0,0,0,7
HUARINA,atencion odontologica,aplicacion de fluor,2019-01-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,6
HUMANATA,atencion odontologica,aplicacion de fluor,2019-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ICHOCA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ICLA,atencion odontologica,aplicacion de fluor,2019-01-01,6,5,0,0,0,2,1,5,0,0,0,0,0,0,19
INCAHUASI,atencion odontologica,aplicacion de fluor,2019-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
INQUISIVI,atencion odontologica,aplicacion de fluor,2019-01-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2019-01-01,9,14,2,0,0,1,0,5,0,2,0,0,0,0,33
IXIAMAS,atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2019-01-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,12
LA ASUNTA,atencion odontologica,aplicacion de fluor,2019-01-01,33,22,26,21,6,10,5,19,2,0,0,0,0,0,144
LA GUARDIA,atencion odontologica,aplicacion de fluor,2019-01-01,183,184,1,1,5,8,3,33,2,5,0,0,0,0,425
LA PAZ,atencion odontologica,aplicacion de fluor,2019-01-01,470,542,649,593,65,88,86,115,31,41,0,0,0,0,2680
LAJA,atencion odontologica,aplicacion de fluor,2019-01-01,13,15,1,0,0,0,0,0,0,0,0,0,0,0,29
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2019-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,aplicacion de fluor,2019-01-01,5,0,1,0,0,2,0,3,2,2,0,0,0,0,15
LURIBAY,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,7,8,1,1,1,1,1,6,0,0,0,0,27
MACHARETI,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,aplicacion de fluor,2019-01-01,4,10,12,13,1,6,4,51,3,5,0,0,0,0,109
MALLA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,aplicacion de fluor,2019-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
MECAPACA,atencion odontologica,aplicacion de fluor,2019-01-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4
MIZQUE,atencion odontologica,aplicacion de fluor,2019-01-01,12,7,0,1,0,0,0,2,0,0,0,0,0,0,22
MOCOMOCO,atencion odontologica,aplicacion de fluor,2019-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,1,2,1,0,1,2,0,0,0,0,0,0,8
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2019-01-01,3,4,1,2,2,1,2,2,0,0,0,0,0,0,17
MONTERO,atencion odontologica,aplicacion de fluor,2019-01-01,85,73,6,16,1,11,3,37,3,6,0,0,0,0,241
MORO MORO,atencion odontologica,aplicacion de fluor,2019-01-01,26,12,0,0,0,0,0,0,0,0,0,0,0,0,38
MOROCHATA,atencion odontologica,aplicacion de fluor,2019-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2019-01-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,7
OCURI,atencion odontologica,aplicacion de fluor,2019-01-01,2,6,0,0,0,0,0,4,0,0,0,0,0,0,12
OKINAWA,atencion odontologica,aplicacion de fluor,2019-01-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
ORURO,atencion odontologica,aplicacion de fluor,2019-01-01,46,42,41,52,15,28,33,76,19,16,0,0,0,0,368
PADCAYA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5
PADILLA,atencion odontologica,aplicacion de fluor,2019-01-01,6,7,5,6,0,2,2,2,0,1,0,0,0,0,31
PAILON,atencion odontologica,aplicacion de fluor,2019-01-01,11,6,1,1,0,1,0,1,0,0,0,0,0,0,21
PALCA,atencion odontologica,aplicacion de fluor,2019-01-01,16,6,1,1,0,1,0,2,1,0,0,0,0,0,28
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2019-01-01,52,58,12,7,1,1,0,6,0,0,0,0,0,0,137
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2019-01-01,10,11,0,0,0,0,0,2,0,0,0,0,0,0,23
PASORAPA,atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PATACAMAYA,atencion odontologica,aplicacion de fluor,2019-01-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8
PAZÑA,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
PELECHUCO,atencion odontologica,aplicacion de fluor,2019-01-01,6,9,0,0,0,0,0,0,0,0,0,0,0,0,15
POCOATA,atencion odontologica,aplicacion de fluor,2019-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
POCONA,atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POJO (CBBA),atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,1,5,2,1,0,0,0,1,0,0,0,0,12
POROMA,atencion odontologica,aplicacion de fluor,2019-01-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7
PORONGO,atencion odontologica,aplicacion de fluor,2019-01-01,39,19,5,3,0,1,1,9,0,0,0,0,0,0,77
PORVENIR,atencion odontologica,aplicacion de fluor,2019-01-01,9,11,1,0,0,1,0,0,0,0,0,0,0,0,22
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2019-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
POTOSI,atencion odontologica,aplicacion de fluor,2019-01-01,30,45,17,17,9,16,25,47,7,8,0,0,0,0,221
PRESTO,atencion odontologica,aplicacion de fluor,2019-01-01,44,64,7,10,0,3,0,7,0,0,0,0,0,0,135
PUCARA,atencion odontologica,aplicacion de fluor,2019-01-01,18,11,0,0,0,0,0,0,0,0,0,0,0,0,29
PUCARANI,atencion odontologica,aplicacion de fluor,2019-01-01,20,15,4,1,0,0,0,1,0,0,0,0,0,0,41
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2019-01-01,8,5,1,1,0,0,0,0,0,0,0,0,0,0,15
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2019-01-01,7,9,5,7,1,9,0,15,1,1,0,0,0,0,55
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2019-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2019-01-01,19,17,0,1,0,0,0,0,0,0,0,0,0,0,37
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2019-01-01,15,13,0,0,0,1,0,2,0,0,0,0,0,0,31
PUNA,atencion odontologica,aplicacion de fluor,2019-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,aplicacion de fluor,2019-01-01,3,5,3,1,0,0,0,8,1,2,0,0,0,0,23
QUIABAYA,atencion odontologica,aplicacion de fluor,2019-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2019-01-01,14,29,15,12,2,5,2,19,4,5,0,0,0,0,107
QUIME,atencion odontologica,aplicacion de fluor,2019-01-01,5,10,5,5,0,0,2,2,0,1,0,0,0,0,30
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2019-01-01,1,6,1,1,0,0,0,0,0,0,0,0,0,0,9
RAVELO,atencion odontologica,aplicacion de fluor,2019-01-01,8,3,0,0,0,1,0,0,0,0,0,0,0,0,12
REYES,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,aplicacion de fluor,2019-01-01,55,48,5,12,0,19,2,30,0,0,0,0,0,0,171
ROBORE,atencion odontologica,aplicacion de fluor,2019-01-01,7,10,27,26,0,12,5,6,10,0,0,0,0,0,103
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2019-01-01,5,8,5,5,2,6,5,3,8,5,0,0,0,0,52
SACABA,atencion odontologica,aplicacion de fluor,2019-01-01,10,10,7,5,1,3,5,9,4,1,0,0,0,0,55
SACACA,atencion odontologica,aplicacion de fluor,2019-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2019-01-01,10,9,1,1,0,1,0,1,0,0,0,0,0,0,23
SAMAIPATA,atencion odontologica,aplicacion de fluor,2019-01-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,aplicacion de fluor,2019-01-01,1,4,1,1,0,1,0,0,0,0,0,0,0,0,8
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2019-01-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN BENITO,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,0,0,0,0,0,1,1,11,0,0,0,0,15
SAN BORJA,atencion odontologica,aplicacion de fluor,2019-01-01,2,4,0,1,1,0,0,0,0,0,0,0,0,0,8
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,4,4,1,0,0,0,0,0,0,0,0,0,11
SAN CARLOS,atencion odontologica,aplicacion de fluor,2019-01-01,2,3,0,0,0,0,4,0,0,0,0,0,0,0,9
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2019-01-01,1,5,3,2,3,2,3,10,1,0,0,0,0,0,30
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2019-01-01,17,16,4,5,1,4,1,6,1,0,0,0,0,0,55
SAN JOAQUIN,atencion odontologica,aplicacion de fluor,2019-01-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2019-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2019-01-01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,aplicacion de fluor,2019-01-01,52,62,13,14,1,11,2,21,4,4,0,0,0,0,184
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2019-01-01,20,9,1,0,0,1,0,0,0,0,0,0,0,0,31
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2019-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,aplicacion de fluor,2019-01-01,29,15,0,0,0,0,0,2,0,0,0,0,0,0,46
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2019-01-01,10,13,0,0,0,0,0,0,0,0,0,0,0,0,23
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2019-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN PEDRO(PND),atencion odontologica,aplicacion de fluor,2019-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2019-01-01,12,14,0,0,0,0,0,2,0,0,0,0,0,0,28
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2019-01-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9
SANTA ANA,atencion odontologica,aplicacion de fluor,2019-01-01,0,0,6,5,3,2,5,7,0,0,0,0,0,0,28
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2019-01-01,960,1024,319,371,104,195,69,610,21,34,0,0,0,0,3707
SANTA ROSA,atencion odontologica,aplicacion de fluor,2019-01-01,8,6,6,8,0,0,0,0,0,0,0,0,0,0,28
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2019-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2019-01-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,13
