,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
ARANI,atencion odontologica,primera consulta,2019-01-01,16,9,8,21,3,12,6,20,4,4,0,2,0,3,108
ARBIETO,atencion odontologica,primera consulta,2019-01-01,51,56,29,30,7,16,15,64,16,22,0,12,0,19,337
ARQUE,atencion odontologica,primera consulta,2019-01-01,19,13,10,15,7,23,31,51,20,25,0,17,0,14,245
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2019-01-01,115,115,13,3,8,23,5,64,29,33,0,108,0,1,517
ATOCHA,atencion odontologica,primera consulta,2019-01-01,12,16,40,45,33,35,69,80,15,5,0,7,0,2,359
AUCAPATA,atencion odontologica,primera consulta,2019-01-01,5,3,1,0,1,2,2,1,3,2,0,0,0,0,20
AYATA,atencion odontologica,primera consulta,2019-01-01,2,1,4,4,5,3,5,17,3,2,0,1,0,3,50
AYO AYO,atencion odontologica,primera consulta,2019-01-01,11,8,8,7,5,8,9,28,11,8,0,5,0,6,114
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2019-01-01,14,13,17,17,8,13,26,49,22,21,0,5,0,15,220
AZURDUY,atencion odontologica,primera consulta,2019-01-01,12,9,12,9,12,7,13,50,4,6,0,12,0,3,149
BATALLAS,atencion odontologica,primera consulta,2019-01-01,9,15,8,15,4,11,9,26,11,15,0,4,0,4,131
BAURES,atencion odontologica,primera consulta,2019-01-01,1,1,3,6,1,4,7,11,2,3,0,0,0,2,41
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2019-01-01,6,4,0,0,0,0,1,4,2,11,0,2,0,1,31
BELEN DE URMIRI,atencion odontologica,primera consulta,2019-01-01,5,4,2,2,0,1,2,2,4,2,0,0,0,0,24
BELLA FLOR,atencion odontologica,primera consulta,2019-01-01,7,10,4,2,0,5,1,9,1,0,0,11,0,0,50
BERMEJO,atencion odontologica,primera consulta,2019-01-01,19,14,56,68,27,57,70,138,16,18,0,7,0,0,490
BETANZOS,atencion odontologica,primera consulta,2019-01-01,46,47,28,34,11,51,41,127,31,27,0,23,0,29,495
BOLIVAR,atencion odontologica,primera consulta,2019-01-01,1,4,8,1,0,1,5,14,6,3,0,3,0,2,48
BOLPEBRA,atencion odontologica,primera consulta,2019-01-01,7,15,2,1,2,0,1,3,0,0,0,1,0,1,33
BOYUIBE,atencion odontologica,primera consulta,2019-01-01,14,20,6,6,2,5,9,26,2,0,0,2,0,2,94
BUENA VISTA,atencion odontologica,primera consulta,2019-01-01,31,38,8,9,7,13,8,27,6,7,0,8,0,10,172
CABEZAS,atencion odontologica,primera consulta,2019-01-01,97,90,32,33,21,37,39,79,28,35,0,47,0,27,565
CAIROMA,atencion odontologica,primera consulta,2019-01-01,3,10,6,7,4,11,12,14,6,4,0,0,0,3,80
"CAIZA ""D""",atencion odontologica,primera consulta,2019-01-01,38,39,13,20,11,21,27,58,13,34,0,18,0,6,298
CAJUATA,atencion odontologica,primera consulta,2019-01-01,16,16,11,22,17,18,23,37,6,9,0,8,0,3,186
CALACOTO,atencion odontologica,primera consulta,2019-01-01,8,8,0,0,0,1,0,2,22,26,0,1,0,1,69
CALAMARCA,atencion odontologica,primera consulta,2019-01-01,2,5,11,9,7,11,7,15,0,0,0,1,0,0,68
CAMARGO,atencion odontologica,primera consulta,2019-01-01,48,34,14,21,4,11,16,77,5,8,0,41,0,7,286
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2019-01-01,10,17,7,12,5,9,9,12,3,3,0,4,0,0,91
CAMIRI,atencion odontologica,primera consulta,2019-01-01,62,51,32,48,21,50,47,120,21,23,0,37,0,9,521
CAPINOTA,atencion odontologica,primera consulta,2019-01-01,29,41,25,26,7,11,7,30,13,8,0,6,0,12,215
CAQUIAVIRI,atencion odontologica,primera consulta,2019-01-01,35,43,14,16,16,26,19,52,20,14,0,21,0,13,289
CARACOLLO,atencion odontologica,primera consulta,2019-01-01,21,20,44,33,9,30,23,69,9,9,0,18,0,2,287
CARANAVI,atencion odontologica,primera consulta,2019-01-01,68,83,23,24,15,26,28,95,54,32,0,48,0,21,517
CARANGAS,atencion odontologica,primera consulta,2019-01-01,0,3,1,3,1,1,2,8,2,0,0,1,0,0,22
CARAPARI,atencion odontologica,primera consulta,2019-01-01,18,11,58,73,20,53,61,145,2,5,0,3,0,4,453
CARIPUYO,atencion odontologica,primera consulta,2019-01-01,6,15,10,14,7,7,11,22,12,13,0,2,0,3,122
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2019-01-01,21,25,2,3,0,0,2,6,5,7,0,2,0,8,81
CATACORA,atencion odontologica,primera consulta,2019-01-01,2,2,1,4,0,0,1,3,1,0,0,0,0,1,15
CHACARILLA,atencion odontologica,primera consulta,2019-01-01,6,4,0,0,0,3,0,6,6,9,0,5,0,1,40
CHALLAPATA,atencion odontologica,primera consulta,2019-01-01,70,102,164,165,35,91,49,145,38,60,0,58,0,26,1003
CHAQUI,atencion odontologica,primera consulta,2019-01-01,16,23,10,15,6,12,10,25,18,26,0,5,0,9,175
CHARAGUA,atencion odontologica,primera consulta,2019-01-01,20,17,10,14,13,18,19,49,4,2,0,5,0,4,175
CHARAÑA,atencion odontologica,primera consulta,2019-01-01,1,5,2,5,0,5,4,7,0,0,0,0,0,1,30
CHAYANTA,atencion odontologica,primera consulta,2019-01-01,19,15,19,15,10,11,11,32,6,18,0,6,0,9,171
CHIMORE,atencion odontologica,primera consulta,2019-01-01,41,52,26,26,8,22,7,74,8,5,0,21,0,46,336
CHIPAYA,atencion odontologica,primera consulta,2019-01-01,1,2,0,2,2,2,6,14,2,4,0,4,0,2,41
CHOQUE COTA,atencion odontologica,primera consulta,2019-01-01,1,0,3,3,2,0,1,8,11,4,0,1,0,0,34
CHUA COCANI,atencion odontologica,primera consulta,2019-01-01,2,2,4,2,0,0,5,6,6,6,0,1,0,0,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2019-01-01,59,39,10,22,7,9,8,30,0,2,0,2,0,14,202
CHUMA,atencion odontologica,primera consulta,2019-01-01,8,12,19,30,9,19,45,68,33,18,0,9,0,7,277
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2019-01-01,6,6,5,4,2,4,6,19,15,12,0,3,0,6,88
CKOCHAS,atencion odontologica,primera consulta,2019-01-01,24,25,8,6,5,14,10,47,44,57,0,15,0,13,268
CLIZA,atencion odontologica,primera consulta,2019-01-01,32,39,43,30,13,24,22,79,27,31,0,19,0,20,379
COBIJA,atencion odontologica,primera consulta,2019-01-01,160,172,79,113,27,84,115,229,24,16,0,113,0,36,1168
COCAPATA,atencion odontologica,primera consulta,2019-01-01,38,54,3,3,1,9,2,34,53,44,0,16,0,17,274
COCHABAMBA,atencion odontologica,primera consulta,2019-01-01,577,578,183,158,135,237,471,905,282,265,0,334,0,164,4289
COIPASA,atencion odontologica,primera consulta,2019-01-01,2,1,0,3,4,1,2,4,0,0,0,0,0,0,17
COLCAPIRHUA,atencion odontologica,primera consulta,2019-01-01,53,56,22,19,5,16,16,45,12,18,0,13,0,33,308
"COLCHA ""K""",atencion odontologica,primera consulta,2019-01-01,14,24,15,21,14,12,25,43,10,14,0,6,0,9,207
COLLANA,atencion odontologica,primera consulta,2019-01-01,7,2,22,18,15,16,8,24,2,4,0,1,0,4,123
COLOMI,atencion odontologica,primera consulta,2019-01-01,34,39,10,14,1,9,3,23,28,32,0,17,0,6,216
COLPA BELGICA,atencion odontologica,primera consulta,2019-01-01,24,19,0,0,0,1,0,12,6,8,0,9,0,4,83
COLQUECHACA,atencion odontologica,primera consulta,2019-01-01,99,99,34,47,18,51,52,188,153,170,0,52,0,48,1011
COLQUENCHA,atencion odontologica,primera consulta,2019-01-01,9,14,56,51,36,43,34,81,8,8,0,12,0,2,354
COLQUIRI,atencion odontologica,primera consulta,2019-01-01,19,27,47,46,17,35,27,76,16,26,0,11,0,5,352
COMANCHE,atencion odontologica,primera consulta,2019-01-01,5,5,2,4,1,8,0,8,0,1,0,2,0,1,37
COMARAPA,atencion odontologica,primera consulta,2019-01-01,18,26,5,13,8,18,8,28,7,7,0,4,0,17,159
CONCEPCION,atencion odontologica,primera consulta,2019-01-01,17,22,9,12,3,2,7,24,3,4,0,9,0,1,113
COPACABANA,atencion odontologica,primera consulta,2019-01-01,19,21,12,15,10,9,8,26,10,9,0,7,0,4,150
CORIPATA,atencion odontologica,primera consulta,2019-01-01,10,16,20,3,2,5,9,15,2,1,0,2,0,4,89
CORO CORO,atencion odontologica,primera consulta,2019-01-01,10,12,34,32,13,23,21,38,7,9,0,3,0,3,205
COROICO,atencion odontologica,primera consulta,2019-01-01,27,29,7,26,12,18,9,59,5,11,0,1,0,10,214
CORQUE,atencion odontologica,primera consulta,2019-01-01,6,8,7,13,4,7,7,21,12,17,0,5,0,0,107
COTAGAITA,atencion odontologica,primera consulta,2019-01-01,16,12,23,21,17,24,46,61,23,22,0,5,0,0,270
COTOCA,atencion odontologica,primera consulta,2019-01-01,153,168,9,9,1,12,3,68,15,19,0,23,0,11,491
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2019-01-01,0,0,0,0,0,0,2,2,2,1,0,0,0,0,7
CUATRO CAÑADAS,atencion odontologica,primera consulta,2019-01-01,59,47,25,28,9,23,17,57,14,26,0,21,0,10,336
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2019-01-01,3,3,8,4,2,4,6,11,3,2,0,1,0,2,49
CUEVO,atencion odontologica,primera consulta,2019-01-01,3,7,16,14,8,22,10,49,0,1,0,11,0,1,142
CULPINA,atencion odontologica,primera consulta,2019-01-01,19,17,23,16,8,24,31,80,13,12,0,17,0,8,268
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2019-01-01,11,14,6,14,13,14,11,29,14,10,0,8,0,4,148
CURVA,atencion odontologica,primera consulta,2019-01-01,10,16,2,4,2,1,11,15,0,1,0,5,0,9,76
DESAGUADERO,atencion odontologica,primera consulta,2019-01-01,6,3,8,4,3,7,1,14,0,1,0,2,0,4,53
EL ALTO,atencion odontologica,primera consulta,2019-01-01,745,808,1152,1258,379,618,238,822,152,142,0,408,0,131,6853
EL CHORO,atencion odontologica,primera consulta,2019-01-01,12,10,3,8,0,8,1,12,31,26,0,4,0,5,120
EL PUENTE(STC),atencion odontologica,primera consulta,2019-01-01,29,45,2,4,4,4,4,20,7,2,0,9,0,4,134
EL PUENTE(TJA),atencion odontologica,primera consulta,2019-01-01,3,2,23,25,16,29,23,73,5,5,0,1,0,0,205
EL TORNO,atencion odontologica,primera consulta,2019-01-01,116,152,45,54,22,35,17,129,9,19,0,19,0,16,633
EL VILLAR,atencion odontologica,primera consulta,2019-01-01,9,11,14,24,4,12,21,35,3,6,0,3,0,0,142
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2019-01-01,21,19,38,62,17,42,19,93,25,21,0,9,0,3,369
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2019-01-01,56,63,17,22,5,20,4,50,12,12,0,17,0,23,301
ESCARA,atencion odontologica,primera consulta,2019-01-01,2,3,0,0,0,0,1,2,1,2,0,0,0,0,11
ESCOMA,atencion odontologica,primera consulta,2019-01-01,2,1,3,3,6,2,7,3,2,0,0,0,0,0,29
ESMERALDA,atencion odontologica,primera consulta,2019-01-01,2,0,1,0,0,1,3,3,2,3,0,1,0,0,16
EUCALIPTUS,atencion odontologica,primera consulta,2019-01-01,11,16,7,12,2,9,14,23,9,12,0,2,0,2,119
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2019-01-01,26,31,15,26,5,9,20,51,15,15,0,12,0,1,226
FILADELFIA,atencion odontologica,primera consulta,2019-01-01,15,28,21,26,0,7,8,11,3,1,0,4,0,0,124
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2019-01-01,13,23,8,3,2,3,0,17,10,1,0,2,0,2,84
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2019-01-01,12,11,8,11,4,6,15,36,7,10,0,5,0,7,132
GUANAY,atencion odontologica,primera consulta,2019-01-01,30,25,3,2,3,8,17,24,13,7,0,7,0,2,141
GUAQUI,atencion odontologica,primera consulta,2019-01-01,3,4,7,13,11,8,11,30,26,29,0,7,0,1,150
GUAYARAMERIN,atencion odontologica,primera consulta,2019-01-01,22,24,28,37,9,35,9,99,8,3,0,85,0,8,367
GUTIERREZ,atencion odontologica,primera consulta,2019-01-01,0,0,1,0,1,2,4,3,2,1,0,0,0,0,14
HUACARETA,atencion odontologica,primera consulta,2019-01-01,13,17,2,11,3,8,8,19,5,1,0,8,0,2,97
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2019-01-01,22,23,14,18,3,9,4,26,1,0,0,5,0,3,128
HUACHACALLA,atencion odontologica,primera consulta,2019-01-01,0,0,0,2,1,3,14,8,0,0,0,3,0,0,31
HUANUNI,atencion odontologica,primera consulta,2019-01-01,27,27,47,64,33,53,28,88,10,11,0,23,0,13,424
HUARACAJE,atencion odontologica,primera consulta,2019-01-01,6,4,5,7,3,5,3,18,3,3,0,1,0,1,59
HUARINA,atencion odontologica,primera consulta,2019-01-01,11,5,3,5,6,3,2,14,16,7,0,3,0,0,75
HUATAJATA,atencion odontologica,primera consulta,2019-01-01,7,1,1,3,0,0,2,1,0,2,0,0,0,0,17
HUAYLLAMARCA,atencion odontologica,primera consulta,2019-01-01,4,3,6,7,2,5,6,14,7,8,0,0,0,1,63
HUMANATA,atencion odontologica,primera consulta,2019-01-01,5,9,5,1,2,7,6,11,20,26,0,6,0,0,98
ICHOCA,atencion odontologica,primera consulta,2019-01-01,0,4,9,3,1,0,5,12,3,4,0,0,0,2,43
ICLA,atencion odontologica,primera consulta,2019-01-01,15,18,19,28,5,12,17,41,4,3,0,6,0,1,169
INCAHUASI,atencion odontologica,primera consulta,2019-01-01,15,11,19,17,7,13,17,44,3,9,0,16,0,2,173
INQUISIVI,atencion odontologica,primera consulta,2019-01-01,19,23,11,6,5,21,17,18,69,64,0,2,0,8,263
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2019-01-01,49,36,31,23,10,19,18,46,14,13,0,6,0,9,274
IXIAMAS,atencion odontologica,primera consulta,2019-01-01,4,7,9,16,2,11,11,19,3,3,0,1,0,0,86
JESUS DE MACHACA,atencion odontologica,primera consulta,2019-01-01,15,19,11,14,18,15,13,27,19,20,0,10,0,5,186
LA ASUNTA,atencion odontologica,primera consulta,2019-01-01,57,56,74,67,27,49,58,128,14,7,0,35,0,18,590
LA GUARDIA,atencion odontologica,primera consulta,2019-01-01,71,67,8,14,1,9,1,41,19,20,0,30,0,21,302
LA PAZ,atencion odontologica,primera consulta,2019-01-01,1175,1246,904,928,381,549,1062,1643,387,435,0,342,0,126,9178
LA RIVERA,atencion odontologica,primera consulta,2019-01-01,2,0,2,1,0,3,0,3,3,1,0,0,0,0,15
LAGUNILLAS,atencion odontologica,primera consulta,2019-01-01,1,2,7,7,7,11,9,28,3,1,0,0,0,0,76
LAJA,atencion odontologica,primera consulta,2019-01-01,37,34,24,22,12,33,13,43,29,31,0,8,0,9,295
LAS CARRERAS,atencion odontologica,primera consulta,2019-01-01,5,2,13,10,5,7,21,53,3,6,0,2,0,0,127
LICOMA PAMPA,atencion odontologica,primera consulta,2019-01-01,2,5,0,0,1,2,0,6,0,0,0,3,0,1,20
LLALLAGUA,atencion odontologica,primera consulta,2019-01-01,118,95,18,102,5,12,14,73,13,28,0,24,0,19,521
LORETO,atencion odontologica,primera consulta,2019-01-01,0,0,1,5,0,2,1,2,0,0,0,1,0,0,12
LURIBAY,atencion odontologica,primera consulta,2019-01-01,2,4,8,7,4,5,5,18,5,1,0,1,0,5,65
MACHACAMARCA,atencion odontologica,primera consulta,2019-01-01,20,19,20,40,3,10,10,35,12,25,0,6,0,2,202
MACHARETI,atencion odontologica,primera consulta,2019-01-01,8,9,7,6,2,7,8,17,2,0,0,4,0,0,70
MAGDALENA,atencion odontologica,primera consulta,2019-01-01,7,5,20,22,16,10,21,30,4,4,0,2,0,3,144
MAIRANA,atencion odontologica,primera consulta,2019-01-01,9,14,12,13,1,6,6,17,13,15,0,12,0,20,138
MALLA,atencion odontologica,primera consulta,2019-01-01,2,4,1,0,3,3,6,9,6,6,0,0,0,4,44
MAPIRI,atencion odontologica,primera consulta,2019-01-01,7,11,8,9,2,3,5,17,3,1,0,0,0,0,66
MECAPACA,atencion odontologica,primera consulta,2019-01-01,6,9,17,10,7,9,6,9,3,4,0,1,0,2,83
MINEROS,atencion odontologica,primera consulta,2019-01-01,70,87,3,10,3,12,3,27,39,30,0,10,0,13,307
MIZQUE,atencion odontologica,primera consulta,2019-01-01,49,46,35,38,7,19,30,88,20,8,0,14,0,20,374
MOCOMOCO,atencion odontologica,primera consulta,2019-01-01,8,4,4,9,10,21,14,29,12,20,0,1,0,9,141
MOJINETE,atencion odontologica,primera consulta,2019-01-01,0,3,2,1,2,1,1,8,1,2,0,1,0,0,22
MOJOCOYA,atencion odontologica,primera consulta,2019-01-01,9,11,10,12,8,14,7,39,2,3,0,10,0,1,126
MONTEAGUDO,atencion odontologica,primera consulta,2019-01-01,66,47,31,43,17,44,38,107,11,8,0,45,0,22,479
MONTERO,atencion odontologica,primera consulta,2019-01-01,185,191,146,154,46,112,84,274,59,60,0,47,0,27,1385
MORO MORO,atencion odontologica,primera consulta,2019-01-01,31,16,10,13,6,10,13,28,5,7,0,4,0,1,144
MOROCHATA,atencion odontologica,primera consulta,2019-01-01,7,6,5,12,1,13,9,22,21,13,0,5,0,3,117
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2019-01-01,5,5,3,5,1,1,4,2,0,0,0,0,0,0,26
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2019-01-01,3,1,2,2,1,3,3,4,1,0,0,1,0,1,22
OCURI,atencion odontologica,primera consulta,2019-01-01,31,28,20,7,6,18,18,61,41,41,0,15,0,21,307
OKINAWA,atencion odontologica,primera consulta,2019-01-01,2,6,0,0,0,0,0,1,0,0,0,0,0,0,9
OMEREQUE,atencion odontologica,primera consulta,2019-01-01,1,2,6,10,1,6,11,12,2,0,0,0,0,0,51
ORURO,atencion odontologica,primera consulta,2019-01-01,587,438,401,481,155,309,366,891,131,118,0,232,0,103,4212
PADCAYA,atencion odontologica,primera consulta,2019-01-01,3,5,29,36,15,28,41,62,5,1,0,4,0,1,230
PADILLA,atencion odontologica,primera consulta,2019-01-01,23,21,26,17,10,19,46,60,11,10,0,18,0,5,266
PAILON,atencion odontologica,primera consulta,2019-01-01,31,27,17,16,7,21,15,61,11,11,0,23,0,7,247
PALCA,atencion odontologica,primera consulta,2019-01-01,51,47,11,25,11,17,24,35,19,15,0,5,0,1,261
PALOS BLANCOS,atencion odontologica,primera consulta,2019-01-01,83,80,42,33,10,32,36,92,49,29,0,14,0,41,541
PAMPA AULLAGAS,atencion odontologica,primera consulta,2019-01-01,3,11,5,10,0,6,4,11,3,9,0,6,0,1,69
PAMPA GRANDE,atencion odontologica,primera consulta,2019-01-01,13,15,6,10,4,7,1,13,6,11,0,5,0,7,98
PAPEL PAMPA,atencion odontologica,primera consulta,2019-01-01,2,1,2,4,3,5,10,13,10,4,0,2,0,0,56
PASORAPA,atencion odontologica,primera consulta,2019-01-01,4,3,2,7,0,1,3,9,4,1,0,0,0,0,34
PATACAMAYA,atencion odontologica,primera consulta,2019-01-01,27,30,18,18,6,10,10,25,13,8,0,10,0,8,183
PAZÑA,atencion odontologica,primera consulta,2019-01-01,11,15,21,27,7,7,15,34,7,6,0,7,0,2,159
PELECHUCO,atencion odontologica,primera consulta,2019-01-01,12,21,3,1,1,3,14,16,5,1,0,3,0,4,84
POCOATA,atencion odontologica,primera consulta,2019-01-01,29,30,11,9,3,17,6,30,34,53,0,4,0,8,234
POCONA,atencion odontologica,primera consulta,2019-01-01,14,23,6,10,6,12,7,24,8,10,0,4,0,6,130
POJO (CBBA),atencion odontologica,primera consulta,2019-01-01,11,11,12,19,5,14,11,24,6,5,0,3,0,3,124
POOPO,atencion odontologica,primera consulta,2019-01-01,9,13,22,26,9,24,24,21,7,4,0,6,0,2,167
PORCO,atencion odontologica,primera consulta,2019-01-01,20,21,16,23,5,23,7,48,5,3,0,23,0,8,202
POROMA,atencion odontologica,primera consulta,2019-01-01,16,11,7,11,6,2,15,41,26,14,0,3,0,5,157
PORONGO,atencion odontologica,primera consulta,2019-01-01,41,39,13,13,5,5,4,10,10,7,0,4,0,10,161
PORTACHUELO,atencion odontologica,primera consulta,2019-01-01,2,6,20,19,5,7,10,25,8,3,0,8,0,7,120
PORVENIR,atencion odontologica,primera consulta,2019-01-01,17,18,13,12,15,9,10,26,1,3,0,4,0,3,131
POSTRER VALLE,atencion odontologica,primera consulta,2019-01-01,5,7,2,2,0,0,1,6,0,1,0,1,0,1,26
POTOSI,atencion odontologica,primera consulta,2019-01-01,275,278,223,245,88,159,164,500,50,65,0,207,0,80,2334
PRESTO,atencion odontologica,primera consulta,2019-01-01,56,75,19,19,4,19,11,72,5,7,0,42,0,4,333
PUCARA,atencion odontologica,primera consulta,2019-01-01,18,11,5,6,1,2,14,23,9,9,0,1,0,0,99
PUCARANI,atencion odontologica,primera consulta,2019-01-01,51,42,45,38,24,50,30,78,49,39,0,14,0,17,477
PUERTO ACOSTA,atencion odontologica,primera consulta,2019-01-01,6,2,1,4,0,3,4,8,10,9,0,3,0,3,53
PUERTO CARABUCO,atencion odontologica,primera consulta,2019-01-01,8,9,14,15,11,18,19,45,10,8,0,6,0,10,173
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2019-01-01,9,12,14,13,3,13,5,35,3,2,0,10,0,3,122
PUERTO PEREZ,atencion odontologica,primera consulta,2019-01-01,5,3,2,0,1,3,4,10,4,3,0,4,0,3,42
PUERTO QUIJARRO,atencion odontologica,primera consulta,2019-01-01,22,21,0,3,0,4,0,15,4,10,0,15,0,1,95
PUERTO RICO,atencion odontologica,primera consulta,2019-01-01,2,2,5,3,6,10,11,17,2,1,0,3,0,5,67
PUERTO SUAREZ,atencion odontologica,primera consulta,2019-01-01,8,4,8,9,3,6,11,14,4,2,0,5,0,5,79
PUERTO VILLARROEL,atencion odontologica,primera consulta,2019-01-01,99,90,30,37,8,45,19,116,26,16,0,44,0,55,585
PUNA,atencion odontologica,primera consulta,2019-01-01,17,7,17,22,12,29,23,50,12,18,0,6,0,13,226
PUNATA,atencion odontologica,primera consulta,2019-01-01,20,21,11,18,3,20,15,46,10,12,0,9,0,6,191
QUIABAYA,atencion odontologica,primera consulta,2019-01-01,5,5,4,5,2,8,12,26,3,2,0,1,0,4,77
QUILLACOLLO,atencion odontologica,primera consulta,2019-01-01,113,118,74,79,22,28,37,130,32,31,0,22,0,36,722
QUIME,atencion odontologica,primera consulta,2019-01-01,16,34,16,25,11,18,26,37,15,8,0,8,0,4,218
QUIRUSILLAS,atencion odontologica,primera consulta,2019-01-01,3,5,4,2,1,0,2,6,3,0,0,0,0,0,26
RAVELO,atencion odontologica,primera consulta,2019-01-01,41,31,6,5,5,11,19,49,59,81,0,11,0,18,336
REYES,atencion odontologica,primera consulta,2019-01-01,3,5,10,9,11,3,13,16,4,1,0,0,0,2,77
RIBERALTA,atencion odontologica,primera consulta,2019-01-01,159,156,112,137,43,125,86,300,36,28,0,163,0,70,1415
ROBORE,atencion odontologica,primera consulta,2019-01-01,9,13,38,33,8,27,12,32,8,6,0,4,0,3,193
RURRENABAQUE,atencion odontologica,primera consulta,2019-01-01,13,11,17,20,5,13,30,21,14,9,0,13,0,10,176
SABAYA,atencion odontologica,primera consulta,2019-01-01,7,4,15,16,6,8,21,26,13,5,0,8,0,1,130
SACABA,atencion odontologica,primera consulta,2019-01-01,160,130,70,70,17,45,33,191,75,100,0,67,0,71,1029
SACABAMBA,atencion odontologica,primera consulta,2019-01-01,0,0,6,3,1,4,1,6,2,4,0,1,0,0,28
SACACA,atencion odontologica,primera consulta,2019-01-01,5,5,5,7,6,8,19,27,11,26,0,5,0,4,128
SAIPINA,atencion odontologica,primera consulta,2019-01-01,2,4,9,3,3,9,9,21,3,3,0,1,0,6,73
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2019-01-01,31,41,33,38,14,24,33,51,50,60,0,13,0,7,395
SAMAIPATA,atencion odontologica,primera consulta,2019-01-01,32,34,6,8,2,7,3,19,8,5,0,5,0,5,134
SAN ANDRES,atencion odontologica,primera consulta,2019-01-01,4,7,11,12,6,7,9,19,3,1,0,3,0,3,85
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2019-01-01,9,10,4,3,4,5,7,17,14,5,0,8,0,0,86
