,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2020-01-01,1,1,2
CURVA,vih,no de personas con prueba rapida,2020-01-01,0,1,1
DESAGUADERO,vih,no de personas con prueba rapida,2020-01-01,5,14,19
EL ALTO,vih,no de personas con prueba rapida,2020-01-01,938,1326,2264
EL PUENTE(STC),vih,no de personas con prueba rapida,2020-01-01,13,18,31
EL PUENTE(TJA),vih,no de personas con prueba rapida,2020-01-01,1,1,2
EL TORNO,vih,no de personas con prueba rapida,2020-01-01,68,221,289
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2020-01-01,6,26,32
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2020-01-01,14,126,140
ESMERALDA,vih,no de personas con prueba rapida,2020-01-01,6,3,9
EUCALIPTUS,vih,no de personas con prueba rapida,2020-01-01,2,3,5
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2020-01-01,7,30,37
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2020-01-01,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2020-01-01,51,40,91
GUANAY,vih,no de personas con prueba rapida,2020-01-01,4,3,7
GUAYARAMERIN,vih,no de personas con prueba rapida,2020-01-01,144,329,473
GUTIERREZ,vih,no de personas con prueba rapida,2020-01-01,0,5,5
HUACARETA,vih,no de personas con prueba rapida,2020-01-01,0,1,1
HUANUNI,vih,no de personas con prueba rapida,2020-01-01,48,105,153
HUAYLLAMARCA,vih,no de personas con prueba rapida,2020-01-01,4,4,8
ICLA,vih,no de personas con prueba rapida,2020-01-01,2,5,7
INCAHUASI,vih,no de personas con prueba rapida,2020-01-01,1,23,24
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2020-01-01,2,0,2
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2020-01-01,3,0,3
IXIAMAS,vih,no de personas con prueba rapida,2020-01-01,0,1,1
JESUS DE MACHACA,vih,no de personas con prueba rapida,2020-01-01,0,4,4
LA GUARDIA,vih,no de personas con prueba rapida,2020-01-01,35,58,93
LA PAZ,vih,no de personas con prueba rapida,2020-01-01,1380,2038,3418
LAJA,vih,no de personas con prueba rapida,2020-01-01,19,31,50
LAS CARRERAS,vih,no de personas con prueba rapida,2020-01-01,0,1,1
LICOMA PAMPA,vih,no de personas con prueba rapida,2020-01-01,0,3,3
LLALLAGUA,vih,no de personas con prueba rapida,2020-01-01,16,19,35
MAIRANA,vih,no de personas con prueba rapida,2020-01-01,3,14,17
MAPIRI,vih,no de personas con prueba rapida,2020-01-01,2,0,2
MINEROS,vih,no de personas con prueba rapida,2020-01-01,4,10,14
MIZQUE,vih,no de personas con prueba rapida,2020-01-01,18,17,35
MOJOCOYA,vih,no de personas con prueba rapida,2020-01-01,1,1,2
MONTEAGUDO,vih,no de personas con prueba rapida,2020-01-01,19,52,71
MONTERO,vih,no de personas con prueba rapida,2020-01-01,257,257,514
MOROCHATA,vih,no de personas con prueba rapida,2020-01-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2020-01-01,1,0,1
OCURI,vih,no de personas con prueba rapida,2020-01-01,0,6,6
OKINAWA,vih,no de personas con prueba rapida,2020-01-01,4,2,6
ORURO,vih,no de personas con prueba rapida,2020-01-01,254,1021,1275
PADCAYA,vih,no de personas con prueba rapida,2020-01-01,1,0,1
PADILLA,vih,no de personas con prueba rapida,2020-01-01,8,31,39
PALOS BLANCOS,vih,no de personas con prueba rapida,2020-01-01,0,1,1
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2020-01-01,4,6,10
PAMPA GRANDE,vih,no de personas con prueba rapida,2020-01-01,2,2,4
PASORAPA,vih,no de personas con prueba rapida,2020-01-01,2,0,2
PATACAMAYA,vih,no de personas con prueba rapida,2020-01-01,20,30,50
PAZÑA,vih,no de personas con prueba rapida,2020-01-01,1,0,1
POCOATA,vih,no de personas con prueba rapida,2020-01-01,0,1,1
POCONA,vih,no de personas con prueba rapida,2020-01-01,1,1,2
POJO (CBBA),vih,no de personas con prueba rapida,2020-01-01,7,2,9
POOPO,vih,no de personas con prueba rapida,2020-01-01,11,51,62
PORCO,vih,no de personas con prueba rapida,2020-01-01,0,6,6
PORONGO,vih,no de personas con prueba rapida,2020-01-01,0,8,8
PORTACHUELO,vih,no de personas con prueba rapida,2020-01-01,21,1,22
PORVENIR,vih,no de personas con prueba rapida,2020-01-01,0,1,1
POSTRER VALLE,vih,no de personas con prueba rapida,2020-01-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2020-01-01,27,65,92
PRESTO,vih,no de personas con prueba rapida,2020-01-01,0,4,4
PUCARA,vih,no de personas con prueba rapida,2020-01-01,9,40,49
PUCARANI,vih,no de personas con prueba rapida,2020-01-01,2,3,5
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2020-01-01,7,20,27
PUERTO RICO,vih,no de personas con prueba rapida,2020-01-01,0,6,6
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2020-01-01,123,230,353
PUNA,vih,no de personas con prueba rapida,2020-01-01,2,0,2
PUNATA,vih,no de personas con prueba rapida,2020-01-01,106,63,169
QUILLACOLLO,vih,no de personas con prueba rapida,2020-01-01,145,251,396
QUIME,vih,no de personas con prueba rapida,2020-01-01,3,3,6
RAVELO,vih,no de personas con prueba rapida,2020-01-01,0,3,3
RIBERALTA,vih,no de personas con prueba rapida,2020-01-01,230,449,679
ROBORE,vih,no de personas con prueba rapida,2020-01-01,4,3,7
RURRENABAQUE,vih,no de personas con prueba rapida,2020-01-01,13,23,36
SABAYA,vih,no de personas con prueba rapida,2020-01-01,12,27,39
SACABA,vih,no de personas con prueba rapida,2020-01-01,180,208,388
SAIPINA,vih,no de personas con prueba rapida,2020-01-01,2,3,5
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2020-01-01,2,2,4
SAMAIPATA,vih,no de personas con prueba rapida,2020-01-01,8,13,21
SAN ANDRES,vih,no de personas con prueba rapida,2020-01-01,3,4,7
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2020-01-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2020-01-01,1,4,5
SAN BORJA,vih,no de personas con prueba rapida,2020-01-01,30,29,59
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2020-01-01,8,4,12
SAN CARLOS,vih,no de personas con prueba rapida,2020-01-01,25,24,49
SAN IGNACIO,vih,no de personas con prueba rapida,2020-01-01,14,12,26
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2020-01-01,36,35,71
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2020-01-01,4,2,6
SAN JAVIER(STC),vih,no de personas con prueba rapida,2020-01-01,1,1,2
SAN JOAQUIN,vih,no de personas con prueba rapida,2020-01-01,0,6,6
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2020-01-01,11,19,30
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2020-01-01,1,0,1
SAN JULIAN,vih,no de personas con prueba rapida,2020-01-01,35,93,128
SAN LORENZO(PND),vih,no de personas con prueba rapida,2020-01-01,0,1,1
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2020-01-01,3,4,7
SAN LUCAS,vih,no de personas con prueba rapida,2020-01-01,11,39,50
SAN MATIAS,vih,no de personas con prueba rapida,2020-01-01,3,3,6
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2020-01-01,3,1,4
SAN PEDRO,vih,no de personas con prueba rapida,2020-01-01,40,76,116
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2020-01-01,6,12,18
SAN RAFAEL,vih,no de personas con prueba rapida,2020-01-01,24,6,30
SAN RAMON BENI,vih,no de personas con prueba rapida,2020-01-01,1,4,5
SAN RAMON SCZ,vih,no de personas con prueba rapida,2020-01-01,4,2,6
SANTA ANA,vih,no de personas con prueba rapida,2020-01-01,27,24,51
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2020-01-01,1109,1767,2876
SANTA ROSA,vih,no de personas con prueba rapida,2020-01-01,6,0,6
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2020-01-01,10,11,21
SANTIAGO DE CALLAPA,vih,no de personas con prueba rapida,2020-01-01,3,7,10
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2020-01-01,5,10,15
SENA,vih,no de personas con prueba rapida,2020-01-01,1,0,1
SHINAOTA,vih,no de personas con prueba rapida,2020-01-01,32,38,70
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2020-01-01,3,0,3
SICAYA,vih,no de personas con prueba rapida,2020-01-01,1,2,3
SIPE SIPE,vih,no de personas con prueba rapida,2020-01-01,14,33,47
SOPACHUY,vih,no de personas con prueba rapida,2020-01-01,9,16,25
SORATA,vih,no de personas con prueba rapida,2020-01-01,1,5,6
SUCRE,vih,no de personas con prueba rapida,2020-01-01,183,259,442
TACACOMA,vih,no de personas con prueba rapida,2020-01-01,5,7,12
TACOBAMBA,vih,no de personas con prueba rapida,2020-01-01,4,1,5
TACOPAYA,vih,no de personas con prueba rapida,2020-01-01,3,5,8
TAPACARI,vih,no de personas con prueba rapida,2020-01-01,4,9,13
TARABUCO,vih,no de personas con prueba rapida,2020-01-01,16,65,81
TARATA,vih,no de personas con prueba rapida,2020-01-01,7,2,9
TARIJA,vih,no de personas con prueba rapida,2020-01-01,203,281,484
TARVITA,vih,no de personas con prueba rapida,2020-01-01,0,25,25
TIAHUANACU,vih,no de personas con prueba rapida,2020-01-01,4,6,10
TIPUANI,vih,no de personas con prueba rapida,2020-01-01,5,4,9
TIQUIPAYA,vih,no de personas con prueba rapida,2020-01-01,6,12,18
TOCO,vih,no de personas con prueba rapida,2020-01-01,3,1,4
TOLATA,vih,no de personas con prueba rapida,2020-01-01,1,6,7
TOLEDO,vih,no de personas con prueba rapida,2020-01-01,3,2,5
TOMINA,vih,no de personas con prueba rapida,2020-01-01,4,3,7
TOTORA(CBBA),vih,no de personas con prueba rapida,2020-01-01,11,26,37
TOTORA(ORR),vih,no de personas con prueba rapida,2020-01-01,0,1,1
TRINIDAD,vih,no de personas con prueba rapida,2020-01-01,229,168,397
TUPIZA,vih,no de personas con prueba rapida,2020-01-01,75,197,272
UNCIA,vih,no de personas con prueba rapida,2020-01-01,5,16,21
URIONDO (A. CONCEPCION),vih,no de personas con prueba rapida,2020-01-01,0,1,1
URUBICHA,vih,no de personas con prueba rapida,2020-01-01,40,29,69
UYUNI,vih,no de personas con prueba rapida,2020-01-01,3,28,31
VACAS,vih,no de personas con prueba rapida,2020-01-01,0,2,2
VALLEGRANDE,vih,no de personas con prueba rapida,2020-01-01,28,28,56
VIACHA,vih,no de personas con prueba rapida,2020-01-01,34,144,178
VILA VILA,vih,no de personas con prueba rapida,2020-01-01,0,2,2
VILLA CHARCAS,vih,no de personas con prueba rapida,2020-01-01,2,6,8
VILLA MONTES,vih,no de personas con prueba rapida,2020-01-01,25,34,59
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2020-01-01,1,0,1
VILLA SERRANO,vih,no de personas con prueba rapida,2020-01-01,2,2,4
VILLA TUNARI,vih,no de personas con prueba rapida,2020-01-01,134,108,242
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2020-01-01,5,14,19
VILLAZON,vih,no de personas con prueba rapida,2020-01-01,38,164,202
VINTO,vih,no de personas con prueba rapida,2020-01-01,26,53,79
WARNES,vih,no de personas con prueba rapida,2020-01-01,48,51,99
YACUIBA,vih,no de personas con prueba rapida,2020-01-01,8,34,42
YAMPARAEZ,vih,no de personas con prueba rapida,2020-01-01,0,4,4
YAPACANI,vih,no de personas con prueba rapida,2020-01-01,28,56,84
YOTALA,vih,no de personas con prueba rapida,2020-01-01,31,1,32
YUNCHARA,vih,no de personas con prueba rapida,2020-01-01,1,3,4
ZUDAÑEZ,vih,no de personas con prueba rapida,2020-01-01,1,11,12
AIQUILE,vih,no de personas con prueba rapida,2020-02-01,6,19,25
ALALAY,vih,no de personas con prueba rapida,2020-02-01,1,0,1
ALCALA,vih,no de personas con prueba rapida,2020-02-01,8,13,21
ANCORAIMES,vih,no de personas con prueba rapida,2020-02-01,1,2,3
ANDAMARCA,vih,no de personas con prueba rapida,2020-02-01,0,3,3
ANTEQUERA,vih,no de personas con prueba rapida,2020-02-01,1,0,1
ANZALDO,vih,no de personas con prueba rapida,2020-02-01,0,1,1
ARBIETO,vih,no de personas con prueba rapida,2020-02-01,6,12,18
ARQUE,vih,no de personas con prueba rapida,2020-02-01,4,5,9
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2020-02-01,60,190,250
ATOCHA,vih,no de personas con prueba rapida,2020-02-01,2,2,4
AYATA,vih,no de personas con prueba rapida,2020-02-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2020-02-01,6,7,13
AZURDUY,vih,no de personas con prueba rapida,2020-02-01,1,13,14
BERMEJO,vih,no de personas con prueba rapida,2020-02-01,15,32,47
BETANZOS,vih,no de personas con prueba rapida,2020-02-01,4,2,6
BOLIVAR,vih,no de personas con prueba rapida,2020-02-01,0,4,4
BUENA VISTA,vih,no de personas con prueba rapida,2020-02-01,6,4,10
CABEZAS,vih,no de personas con prueba rapida,2020-02-01,6,3,9
CALAMARCA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
CAMARGO,vih,no de personas con prueba rapida,2020-02-01,14,43,57
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2020-02-01,2,3,5
CAMIRI,vih,no de personas con prueba rapida,2020-02-01,22,33,55
CAPINOTA,vih,no de personas con prueba rapida,2020-02-01,9,8,17
CARACOLLO,vih,no de personas con prueba rapida,2020-02-01,0,9,9
CARANAVI,vih,no de personas con prueba rapida,2020-02-01,43,54,97
CHALLAPATA,vih,no de personas con prueba rapida,2020-02-01,12,66,78
CHARAGUA,vih,no de personas con prueba rapida,2020-02-01,9,8,17
CHAYANTA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
CHIMORE,vih,no de personas con prueba rapida,2020-02-01,32,39,71
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2020-02-01,6,16,22
CHUMA,vih,no de personas con prueba rapida,2020-02-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2020-02-01,3,2,5
CKOCHAS,vih,no de personas con prueba rapida,2020-02-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2020-02-01,15,11,26
COBIJA,vih,no de personas con prueba rapida,2020-02-01,29,39,68
COCHABAMBA,vih,no de personas con prueba rapida,2020-02-01,1160,1490,2650
COLCAPIRHUA,vih,no de personas con prueba rapida,2020-02-01,87,91,178
COLOMI,vih,no de personas con prueba rapida,2020-02-01,2,21,23
COLPA BELGICA,vih,no de personas con prueba rapida,2020-02-01,2,1,3
COLQUECHACA,vih,no de personas con prueba rapida,2020-02-01,2,5,7
COLQUENCHA,vih,no de personas con prueba rapida,2020-02-01,1,3,4
COLQUIRI,vih,no de personas con prueba rapida,2020-02-01,1,0,1
COMARAPA,vih,no de personas con prueba rapida,2020-02-01,1,6,7
CONCEPCION,vih,no de personas con prueba rapida,2020-02-01,5,6,11
CORIPATA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
COROICO,vih,no de personas con prueba rapida,2020-02-01,17,17,34
CORQUE,vih,no de personas con prueba rapida,2020-02-01,1,3,4
COTAGAITA,vih,no de personas con prueba rapida,2020-02-01,0,6,6
COTOCA,vih,no de personas con prueba rapida,2020-02-01,25,12,37
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2020-02-01,8,38,46
CUEVO,vih,no de personas con prueba rapida,2020-02-01,0,1,1
CULPINA,vih,no de personas con prueba rapida,2020-02-01,3,36,39
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2020-02-01,0,2,2
CURVA,vih,no de personas con prueba rapida,2020-02-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2020-02-01,9,13,22
EL ALTO,vih,no de personas con prueba rapida,2020-02-01,966,1504,2470
EL PUENTE(STC),vih,no de personas con prueba rapida,2020-02-01,15,28,43
EL PUENTE(TJA),vih,no de personas con prueba rapida,2020-02-01,0,1,1
EL TORNO,vih,no de personas con prueba rapida,2020-02-01,51,155,206
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2020-02-01,2,17,19
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2020-02-01,17,81,98
ESCARA,vih,no de personas con prueba rapida,2020-02-01,4,7,11
ESMERALDA,vih,no de personas con prueba rapida,2020-02-01,1,1,2
EUCALIPTUS,vih,no de personas con prueba rapida,2020-02-01,9,9,18
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2020-02-01,24,106,130
FILADELFIA,vih,no de personas con prueba rapida,2020-02-01,0,2,2
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2020-02-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2020-02-01,10,22,32
GUANAY,vih,no de personas con prueba rapida,2020-02-01,0,1,1
GUAQUI,vih,no de personas con prueba rapida,2020-02-01,1,0,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2020-02-01,315,523,838
HUACARETA,vih,no de personas con prueba rapida,2020-02-01,0,2,2
HUACHACALLA,vih,no de personas con prueba rapida,2020-02-01,237,3,240
HUANUNI,vih,no de personas con prueba rapida,2020-02-01,20,88,108
HUARINA,vih,no de personas con prueba rapida,2020-02-01,1,1,2
HUAYLLAMARCA,vih,no de personas con prueba rapida,2020-02-01,15,11,26
ICLA,vih,no de personas con prueba rapida,2020-02-01,6,14,20
INCAHUASI,vih,no de personas con prueba rapida,2020-02-01,12,35,47
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2020-02-01,6,7,13
IXIAMAS,vih,no de personas con prueba rapida,2020-02-01,1,0,1
JESUS DE MACHACA,vih,no de personas con prueba rapida,2020-02-01,2,1,3
LA GUARDIA,vih,no de personas con prueba rapida,2020-02-01,56,69,125
LA PAZ,vih,no de personas con prueba rapida,2020-02-01,1215,1725,2940
LAJA,vih,no de personas con prueba rapida,2020-02-01,18,4,22
LAS CARRERAS,vih,no de personas con prueba rapida,2020-02-01,3,2,5
LLALLAGUA,vih,no de personas con prueba rapida,2020-02-01,21,26,47
MACHARETI,vih,no de personas con prueba rapida,2020-02-01,0,4,4
MAIRANA,vih,no de personas con prueba rapida,2020-02-01,0,4,4
MAPIRI,vih,no de personas con prueba rapida,2020-02-01,0,2,2
MINEROS,vih,no de personas con prueba rapida,2020-02-01,4,8,12
MIZQUE,vih,no de personas con prueba rapida,2020-02-01,10,19,29
MOJOCOYA,vih,no de personas con prueba rapida,2020-02-01,2,0,2
MONTEAGUDO,vih,no de personas con prueba rapida,2020-02-01,19,49,68
MONTERO,vih,no de personas con prueba rapida,2020-02-01,224,208,432
MOROCHATA,vih,no de personas con prueba rapida,2020-02-01,0,11,11
OCURI,vih,no de personas con prueba rapida,2020-02-01,2,8,10
OKINAWA,vih,no de personas con prueba rapida,2020-02-01,4,3,7
ORURO,vih,no de personas con prueba rapida,2020-02-01,327,452,779
PADCAYA,vih,no de personas con prueba rapida,2020-02-01,2,0,2
PADILLA,vih,no de personas con prueba rapida,2020-02-01,13,17,30
PAILON,vih,no de personas con prueba rapida,2020-02-01,26,40,66
PALOS BLANCOS,vih,no de personas con prueba rapida,2020-02-01,0,2,2
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2020-02-01,0,7,7
PAMPA GRANDE,vih,no de personas con prueba rapida,2020-02-01,99,79,178
PATACAMAYA,vih,no de personas con prueba rapida,2020-02-01,15,19,34
PAZÑA,vih,no de personas con prueba rapida,2020-02-01,1,1,2
PELECHUCO,vih,no de personas con prueba rapida,2020-02-01,16,24,40
POCONA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
POJO (CBBA),vih,no de personas con prueba rapida,2020-02-01,1,4,5
POOPO,vih,no de personas con prueba rapida,2020-02-01,17,11,28
PORCO,vih,no de personas con prueba rapida,2020-02-01,0,10,10
PORONGO,vih,no de personas con prueba rapida,2020-02-01,1,3,4
PORTACHUELO,vih,no de personas con prueba rapida,2020-02-01,30,0,30
PORVENIR,vih,no de personas con prueba rapida,2020-02-01,1,9,10
POSTRER VALLE,vih,no de personas con prueba rapida,2020-02-01,8,7,15
POTOSI,vih,no de personas con prueba rapida,2020-02-01,43,82,125
PRESTO,vih,no de personas con prueba rapida,2020-02-01,3,7,10
PUCARA,vih,no de personas con prueba rapida,2020-02-01,4,7,11
PUCARANI,vih,no de personas con prueba rapida,2020-02-01,0,2,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2020-02-01,3,20,23
PUERTO RICO,vih,no de personas con prueba rapida,2020-02-01,8,13,21
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2020-02-01,157,191,348
PUNA,vih,no de personas con prueba rapida,2020-02-01,1,2,3
PUNATA,vih,no de personas con prueba rapida,2020-02-01,44,64,108
QUILLACOLLO,vih,no de personas con prueba rapida,2020-02-01,218,205,423
QUIME,vih,no de personas con prueba rapida,2020-02-01,4,6,10
RIBERALTA,vih,no de personas con prueba rapida,2020-02-01,234,322,556
ROBORE,vih,no de personas con prueba rapida,2020-02-01,6,8,14
RURRENABAQUE,vih,no de personas con prueba rapida,2020-02-01,12,18,30
SABAYA,vih,no de personas con prueba rapida,2020-02-01,22,43,65
SACABA,vih,no de personas con prueba rapida,2020-02-01,111,214,325
SACACA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
SAIPINA,vih,no de personas con prueba rapida,2020-02-01,2,1,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2020-02-01,2,1,3
SAMAIPATA,vih,no de personas con prueba rapida,2020-02-01,5,1,6
SAN ANDRES,vih,no de personas con prueba rapida,2020-02-01,2,4,6
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2020-02-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2020-02-01,1,2,3
SAN BORJA,vih,no de personas con prueba rapida,2020-02-01,66,74,140
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2020-02-01,1,2,3
SAN CARLOS,vih,no de personas con prueba rapida,2020-02-01,15,17,32
SAN IGNACIO,vih,no de personas con prueba rapida,2020-02-01,15,4,19
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2020-02-01,107,51,158
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2020-02-01,2,1,3
SAN JAVIER(STC),vih,no de personas con prueba rapida,2020-02-01,1,1,2
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2020-02-01,26,36,62
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2020-02-01,2,0,2
SAN JULIAN,vih,no de personas con prueba rapida,2020-02-01,44,111,155
SAN LORENZO(PND),vih,no de personas con prueba rapida,2020-02-01,0,1,1
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2020-02-01,3,0,3
SAN LUCAS,vih,no de personas con prueba rapida,2020-02-01,17,49,66
SAN MATIAS,vih,no de personas con prueba rapida,2020-02-01,0,2,2
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2020-02-01,1,4,5
