,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,103,103
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,98,98
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,31,31
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2221,2221
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,153,153
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,52,52
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,16,16
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,28,28
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,10,10
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,54,54
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,98,98
COROICO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,56,56
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,71,71
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,38,38
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,27,27
CURVA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1776,1776
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,17,17
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,15,15
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,304,304
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,27,27
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,73,73
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,27,27
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,27,27
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,177,177
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,93,93
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
ICLA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,14,14
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,33,33
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,11,11
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,11,11
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,245,245
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1958,1958
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
LAJA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,51,51
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,221,221
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,55,55
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,74,74
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,38,38
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,8,8
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,920,920
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
OCURI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,18,18
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,36,36
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
ORURO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1516,1516
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,25,25
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,14,14
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,17,17
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,15,15
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,41,41
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,8,8
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,26,26
POCONA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,29,29
POOPO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
PORCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,20,20
POROMA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,16,16
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,550,550
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,33,33
PUERTO CARABUCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,49,49
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,25,25
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,279,279
PUNA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,164,164
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,612,612
QUIME,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,18,18
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,23,23
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,755,755
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,33,33
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,41,41
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,14,14
SACABA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,685,685
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
SACACA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,16,16
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,29,29
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,129,129
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,23,23
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,82,82
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,18,18
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,255,255
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,34,34
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,85,85
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,101,101
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,17,17
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,43,43
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,15,15
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,41,41
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,51,51
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,14,14
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,21,21
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,16,16
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,102,102
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3928,3928
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,39,39
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,49,49
SANTIAGO DE CALLAPA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
SENA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,23,23
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,81,81
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,33,33
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,138,138
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,7,7
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,11,11
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,558,558
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,14,14
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,16,16
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,8,8
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,20,20
TARACO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,5,5
TARATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,26,26
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,303,303
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,18,18
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,26,26
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,39,39
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,35,35
TOCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,19,19
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,19,19
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,74,74
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,285,285
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,157,157
TURCO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,41,41
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,28,28
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,18,18
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,102,102
VACAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,6,6
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,54,54
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,129,129
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,11,11
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,9,9
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,124,124
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,13,13
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,484,484
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,4,4
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,189,189
VINTO,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,203,203
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,2,2
WARNES,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,422,422
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,67,67
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,3,3
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,138,138
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,1,1
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,15,15
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,8,8
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2020-01-01,0,12,12
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,46,46
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,61,61
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,2,2
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,13,13
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,2,2
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,5,5
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,2,2
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,6,6
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,3,3
ARANI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,4,4
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,34,34
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,3,3
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,91,91
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,17,17
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,5,5
AYATA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,34,34
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,7,7
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,1,1
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,91,91
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,34,34
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,6,6
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,4,4
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,49,49
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,27,27
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,8,8
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,13,13
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,5,5
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,10,10
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,3,3
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,144,144
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,51,51
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,12,12
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,107,107
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,1,1
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,17,17
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,96,96
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,7,7
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,59,59
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,7,7
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,78,78
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,30,30
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,9,9
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,6,6
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,13,13
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,78,78
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,62,62
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,25,25
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,1448,1448
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,108,108
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2020-02-01,0,52,52
