municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,10,10
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,46,46
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,161,161
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
COLLANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,8,8
COLQUENCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
COMANCHE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,12,12
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,12,12
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,52,52
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,118,118
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,8,8
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,12,12
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,23,23
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,59,59
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,275,275
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,101,101
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,20,20
MAIRANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,10,10
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
MOJINETE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,17,17
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,41,41
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,8,8
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,151,151
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,41,41
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,13,13
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,16,16
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,82,82
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,31,31
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,25,25
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,565,565
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,71,71
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,15,15
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,41,41
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,44,44
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,8,8
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,8,8
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,222,222
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,149,149
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,35,35
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,23,23
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,17,17
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,219,219
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,12,12
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,14,14
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,14,14
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1482,1482
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,10,10
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,22,22
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,30,30
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,291,291
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,29,29
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,332,332
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,89,89
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,26,26
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,70,70
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,164,164
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,17,17
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,26,26
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,13,13
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,7,7
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,4,4
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,30,30
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,6,6
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,29,29
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,10,10
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,2,2
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,3,3
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,9,9
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,16,16
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,69,69
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,11,11
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,23,23
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-01-01,47,47
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,60,60
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,21,21
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,12,12
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,5,5
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,3,3
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,11,11
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,6,6
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,16,16
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,7,7
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,117,117
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,35,35
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,26,26
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,21,21
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,8,8
CAIROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,4,4
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,20,20
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,57,57
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,7,7
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,11,11
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,8,8
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,18,18
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,30,30
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,7,7
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,18,18
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,38,38
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,16,16
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,5,5
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,21,21
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,40,40
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,12,12
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,152,152
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-02-01,5,5
