municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,8,8
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,9,9
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,12,12
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,57,57
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,55,55
SAN MATIAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,7,7
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,10,10
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,14,14
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,5,5
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,12,12
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,15,15
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,16,16
TOMAVE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,16,16
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,6,6
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,6,6
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,7,7
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,14,14
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,10,10
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,15,15
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,4,4
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-01-01,10,10
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,14,14
ACHOCALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
ALTO BENI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,23,23
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,9,9
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,16,16
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
BERMEJO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,30,30
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,20,20
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,10,10
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,36,36
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
COMANCHE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,20,20
COPACABANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
CORO CORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,32,32
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,7,7
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,40,40
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,35,35
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,9,9
MACHARETI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,11,11
MECAPACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,10,10
MOJOCOYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
OMEREQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
PAILON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,7,7
PORTACHUELO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,32,32
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
ROBORE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,12,12
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,13,13
SACABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,9,9
SAN BENITO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,7,7
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,39,39
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
SANTA ROSA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,20,20
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,5,5
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,12,12
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,18,18
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,3,3
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,10,10
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,19,19
TOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,20,20
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,15,15
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,10,10
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,8,8
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,30,30
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,6,6
VINTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,4,4
YOTALA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-02-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2011-03-01,11,11
