municipality,group,variable,month,Inyectables trimestral: Usuarias Continuas,TOTAL
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,59,59
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,80,80
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,12,12
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,37,37
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,119,119
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,61,61
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,31,31
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,15,15
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,15,15
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,50,50
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,95,95
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,18,18
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,11,11
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,9,9
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,70,70
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,50,50
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,11,11
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
CALACOTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,18,18
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,73,73
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,8,8
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,60,60
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,47,47
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,33,33
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,145,145
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,122,122
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,16,16
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,8,8
CHACARILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,46,46
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,13,13
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,19,19
CHARAÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,5,5
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,21,21
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,14,14
CHOQUE COTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,45,45
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,33,33
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,118,118
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,427,427
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,122,122
"COLCHA ""K""","anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,6,6
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,33,33
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,37,37
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,11,11
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,44,44
COMANCHE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,70,70
COMBAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,5,5
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,44,44
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,36,36
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,13,13
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,3,3
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,52,52
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,34,34
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,49,49
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,74,74
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
CURVA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,3,3
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,16,16
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1550,1550
EL CHORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,31,31
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,144,144
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,88,88
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,32,32
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,183,183
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
ESCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,3,3
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,19,19
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,68,68
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,41,41
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,20,20
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,21,21
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,83,83
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,15,15
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,149,149
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,7,7
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,48,48
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,14,14
ICHOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,7,7
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,39,39
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,43,43
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,34,34
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,24,24
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,42,42
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,100,100
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,921,921
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,12,12
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,6,6
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,14,14
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,43,43
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,19,19
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,25,25
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,90,90
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,33,33
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,45,45
MALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,7,7
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,91,91
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,39,39
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,30,30
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,65,65
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,22,22
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,195,195
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,156,156
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,29,29
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,55,55
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,36,36
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,48,48
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,25,25
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,553,553
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,112,112
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,68,68
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,24,24
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,25,25
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,95,95
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,45,45
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,4,4
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,5,5
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,20,20
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,13,13
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,22,22
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,32,32
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,14,14
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,35,35
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,44,44
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,80,80
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,9,9
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,522,522
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,22,22
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,63,63
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,26,26
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,34,34
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,13,13
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,7,7
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,42,42
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,29,29
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,20,20
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,47,47
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,82,82
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,19,19
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,118,118
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,30,30
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,60,60
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,17,17
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,108,108
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,23,23
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,71,71
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,11,11
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,76,76
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,125,125
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,33,33
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,12,12
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,31,31
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,40,40
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,2,2
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,9,9
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,39,39
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,57,57
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,41,41
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,57,57
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias continuas,2006-01-01,58,58
