municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,8,8
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,7,7
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,12,12
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,17,17
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,13,13
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,9,9
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SAN JOAQUIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,7,7
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,10,10
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,9,9
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,28,28
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SAN RAFAEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,13,13
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,9,9
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,8,8
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,10,10
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,22,22
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,13,13
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,9,9
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,21,21
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,6,6
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,12,12
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,7,7
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,8,8
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,10,10
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,8,8
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,5,5
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-01-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,34,34
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,5,5
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,11,11
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,4,4
ANTEQUERA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,6,6
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,6,6
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,5,5
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,7,7
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,6,6
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,13,13
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,8,8
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,8,8
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,9,9
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,9,9
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,5,5
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,6,6
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,7,7
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,13,13
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,3,3
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,8,8
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,4,4
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,5,5
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2006-02-01,14,14
