municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,53,53
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,10,10
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,167,167
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,5,5
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,18,18
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,7,7
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,16,16
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,6,6
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,38,38
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-01-01,3,3
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,21,21
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,8,8
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,13,13
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,2379,2379
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,6,6
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,858,858
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,5,5
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,378,378
TIPUANI,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,2,2
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-01-01,8,8
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-01-01,9,9
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,274,274
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,58,58
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,23,23
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,1,1
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,37,37
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,34,34
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,19,19
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,31,31
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,24,24
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,61,61
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,10,10
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-01-01,2,2
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,20,20
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,16,16
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,31,31
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,86,86
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,8,8
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,21,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,50,50
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1564,1564
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,84,84
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,9,9
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,9,9
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,5,5
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,13,13
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,650,650
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,15,15
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,37,37
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,5,5
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2726,2726
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,30,30
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,13,13
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,148,148
OCURI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,491,491
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,8,8
PALOS BLANCOS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,8,8
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,31,31
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,203,203
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,12,12
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,49,49
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,54,54
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,95,95
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,36,36
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,22,22
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2,2
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,9,9
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,34,34
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,27,27
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,16,16
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,11,11
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,2475,2475
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,726,726
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,366,366
TIPUANI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-02-01,9,9
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,3,3
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,174,174
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,39,39
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,15,15
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,4,4
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,18,18
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,34,34
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,17,17
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,14,14
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,23,23
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,68,68
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,8,8
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-02-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,12,12
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,30,30
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,4,4
CABEZAS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,20,20
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,108,108
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,8,8
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,17,17
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,74,74
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1812,1812
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,50,50
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,12,12
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,14,14
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,9,9
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,24,24
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,452,452
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,19,19
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,5,5
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,43,43
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,3,3
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,3164,3164
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,45,45
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,23,23
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,204,204
OCURI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,433,433
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,22,22
PALOS BLANCOS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,21,21
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,226,226
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,27,27
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,7,7
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,14,14
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,26,26
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,56,56
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,165,165
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,7,7
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,54,54
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,9,9
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,14,14
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,5,5
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,42,42
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-03-01,5,5
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,9,9
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,34,34
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,11,11
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,7,7
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,8,8
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,4,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,11,11
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2567,2567
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
SENA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,65,65
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,703,703
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,13,13
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,385,385
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,8,8
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-03-01,11,11
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-03-01,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,284,284
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,42,42
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,26,26
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,4,4
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,36,36
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,5,5
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,48,48
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,20,20
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,20,20
VINTO,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,2,2
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,23,23
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,55,55
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,8,8
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-03-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,12,12
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,8,8
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,5,5
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,19,19
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,85,85
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,9,9
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,6,6
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,13,13
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,62,62
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1621,1621
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,46,46
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,10,10
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,5,5
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,14,14
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,18,18
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,651,651
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,19,19
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,30,30
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3033,3033
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,31,31
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,10,10
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,20,20
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,130,130
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,504,504
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,28,28
PALOS BLANCOS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,55,55
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,35,35
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,209,209
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,13,13
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,10,10
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1,1
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,18,18
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,79,79
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,251,251
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,5,5
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,9,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,27,27
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,6,6
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,20,20
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,62,62
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-04-01,4,4
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,35,35
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,14,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,4,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2878,2878
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,29,29
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,2,2
