,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2018-01-01,12,25,37
FILADELFIA,vih,no de personas con prueba rapida,2018-01-01,0,3,3
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2018-01-01,3,7,10
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2018-01-01,3,4,7
GUANAY,vih,no de personas con prueba rapida,2018-01-01,3,2,5
GUAQUI,vih,no de personas con prueba rapida,2018-01-01,0,1,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2018-01-01,66,92,158
GUTIERREZ,vih,no de personas con prueba rapida,2018-01-01,0,1,1
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2018-01-01,0,4,4
HUACHACALLA,vih,no de personas con prueba rapida,2018-01-01,0,2,2
HUANUNI,vih,no de personas con prueba rapida,2018-01-01,65,95,160
ICLA,vih,no de personas con prueba rapida,2018-01-01,0,4,4
INCAHUASI,vih,no de personas con prueba rapida,2018-01-01,6,10,16
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2018-01-01,2,2,4
LA ASUNTA,vih,no de personas con prueba rapida,2018-01-01,3,4,7
LA GUARDIA,vih,no de personas con prueba rapida,2018-01-01,36,41,77
LA PAZ,vih,no de personas con prueba rapida,2018-01-01,722,1204,1926
LAJA,vih,no de personas con prueba rapida,2018-01-01,1,0,1
LLALLAGUA,vih,no de personas con prueba rapida,2018-01-01,19,26,45
LURIBAY,vih,no de personas con prueba rapida,2018-01-01,2,2,4
MACHACAMARCA,vih,no de personas con prueba rapida,2018-01-01,0,4,4
MAGDALENA,vih,no de personas con prueba rapida,2018-01-01,2,0,2
MAIRANA,vih,no de personas con prueba rapida,2018-01-01,3,4,7
MAPIRI,vih,no de personas con prueba rapida,2018-01-01,3,0,3
MINEROS,vih,no de personas con prueba rapida,2018-01-01,1,1,2
MIZQUE,vih,no de personas con prueba rapida,2018-01-01,7,9,16
MONTEAGUDO,vih,no de personas con prueba rapida,2018-01-01,7,62,69
MONTERO,vih,no de personas con prueba rapida,2018-01-01,328,459,787
OCURI,vih,no de personas con prueba rapida,2018-01-01,0,5,5
OKINAWA,vih,no de personas con prueba rapida,2018-01-01,0,1,1
OMEREQUE,vih,no de personas con prueba rapida,2018-01-01,2,0,2
ORURO,vih,no de personas con prueba rapida,2018-01-01,129,688,817
PADCAYA,vih,no de personas con prueba rapida,2018-01-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2018-01-01,4,25,29
PAZÑA,vih,no de personas con prueba rapida,2018-01-01,5,10,15
PELECHUCO,vih,no de personas con prueba rapida,2018-01-01,3,0,3
POCONA,vih,no de personas con prueba rapida,2018-01-01,0,4,4
POOPO,vih,no de personas con prueba rapida,2018-01-01,1,8,9
POROMA,vih,no de personas con prueba rapida,2018-01-01,1,0,1
PORONGO,vih,no de personas con prueba rapida,2018-01-01,3,4,7
PORTACHUELO,vih,no de personas con prueba rapida,2018-01-01,10,3,13
PORVENIR,vih,no de personas con prueba rapida,2018-01-01,31,21,52
POSTRER VALLE,vih,no de personas con prueba rapida,2018-01-01,0,3,3
POTOSI,vih,no de personas con prueba rapida,2018-01-01,8,19,27
PRESTO,vih,no de personas con prueba rapida,2018-01-01,0,8,8
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2018-01-01,0,7,7
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2018-01-01,8,15,23
PUERTO RICO,vih,no de personas con prueba rapida,2018-01-01,0,3,3
PUERTO SUAREZ,vih,no de personas con prueba rapida,2018-01-01,1,1,2
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2018-01-01,102,92,194
PUNA,vih,no de personas con prueba rapida,2018-01-01,3,1,4
PUNATA,vih,no de personas con prueba rapida,2018-01-01,27,148,175
QUILLACOLLO,vih,no de personas con prueba rapida,2018-01-01,52,71,123
QUIME,vih,no de personas con prueba rapida,2018-01-01,4,16,20
RAVELO,vih,no de personas con prueba rapida,2018-01-01,0,3,3
RIBERALTA,vih,no de personas con prueba rapida,2018-01-01,949,74,1023
RURRENABAQUE,vih,no de personas con prueba rapida,2018-01-01,5,5,10
SABAYA,vih,no de personas con prueba rapida,2018-01-01,15,33,48
SACABA,vih,no de personas con prueba rapida,2018-01-01,109,166,275
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2018-01-01,17,32,49
SAMAIPATA,vih,no de personas con prueba rapida,2018-01-01,1,2,3
SAN ANDRES,vih,no de personas con prueba rapida,2018-01-01,1,1,2
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2018-01-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2018-01-01,0,4,4
SAN BORJA,vih,no de personas con prueba rapida,2018-01-01,4,3,7
SAN CARLOS,vih,no de personas con prueba rapida,2018-01-01,11,16,27
SAN IGNACIO,vih,no de personas con prueba rapida,2018-01-01,2,39,41
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2018-01-01,15,17,32
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2018-01-01,1,1,2
SAN JAVIER(STC),vih,no de personas con prueba rapida,2018-01-01,5,4,9
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2018-01-01,13,125,138
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2018-01-01,8,3,11
SAN JULIAN,vih,no de personas con prueba rapida,2018-01-01,14,32,46
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2018-01-01,0,1,1
SAN LUCAS,vih,no de personas con prueba rapida,2018-01-01,2,8,10
SAN MATIAS,vih,no de personas con prueba rapida,2018-01-01,5,12,17
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2018-01-01,1,6,7
SAN PEDRO,vih,no de personas con prueba rapida,2018-01-01,18,30,48
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2018-01-01,1,2,3
SAN RAFAEL,vih,no de personas con prueba rapida,2018-01-01,1,0,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2018-01-01,0,1,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2018-01-01,1,1,2
SANTA ANA,vih,no de personas con prueba rapida,2018-01-01,5,7,12
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2018-01-01,520,1130,1650
SANTA ROSA,vih,no de personas con prueba rapida,2018-01-01,6,0,6
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2018-01-01,0,2,2
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2018-01-01,9,5,14
SANTIVAÑES,vih,no de personas con prueba rapida,2018-01-01,1,1,2
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2018-01-01,10,2,12
SAPAHAQUI,vih,no de personas con prueba rapida,2018-01-01,2,1,3
SHINAOTA,vih,no de personas con prueba rapida,2018-01-01,17,20,37
SICAYA,vih,no de personas con prueba rapida,2018-01-01,3,3,6
SIPE SIPE,vih,no de personas con prueba rapida,2018-01-01,5,12,17
SOPACHUY,vih,no de personas con prueba rapida,2018-01-01,4,22,26
SORATA,vih,no de personas con prueba rapida,2018-01-01,0,2,2
SUCRE,vih,no de personas con prueba rapida,2018-01-01,132,329,461
TACACHI,vih,no de personas con prueba rapida,2018-01-01,3,3,6
TACACOMA,vih,no de personas con prueba rapida,2018-01-01,1,0,1
TACOPAYA,vih,no de personas con prueba rapida,2018-01-01,4,1,5
TAPACARI,vih,no de personas con prueba rapida,2018-01-01,3,11,14
TARABUCO,vih,no de personas con prueba rapida,2018-01-01,20,34,54
TARIJA,vih,no de personas con prueba rapida,2018-01-01,80,201,281
TARVITA,vih,no de personas con prueba rapida,2018-01-01,3,13,16
TEOPONTE,vih,no de personas con prueba rapida,2018-01-01,1,5,6
TIAWANACU,vih,no de personas con prueba rapida,2018-01-01,0,5,5
TIPUANI,vih,no de personas con prueba rapida,2018-01-01,1,1,2
TIQUIPAYA,vih,no de personas con prueba rapida,2018-01-01,22,43,65
TOCO,vih,no de personas con prueba rapida,2018-01-01,1,0,1
TOLATA,vih,no de personas con prueba rapida,2018-01-01,3,4,7
TOLEDO,vih,no de personas con prueba rapida,2018-01-01,1,4,5
TOMINA,vih,no de personas con prueba rapida,2018-01-01,1,0,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2018-01-01,1,2,3
TRINIDAD,vih,no de personas con prueba rapida,2018-01-01,85,52,137
TUPIZA,vih,no de personas con prueba rapida,2018-01-01,0,4,4
UNCIA,vih,no de personas con prueba rapida,2018-01-01,2,2,4
URUBICHA,vih,no de personas con prueba rapida,2018-01-01,9,21,30
UYUNI,vih,no de personas con prueba rapida,2018-01-01,0,40,40
VALLEGRANDE,vih,no de personas con prueba rapida,2018-01-01,11,24,35
VIACHA,vih,no de personas con prueba rapida,2018-01-01,34,40,74
VILLA CHARCAS,vih,no de personas con prueba rapida,2018-01-01,1,2,3
VILLA MONTES,vih,no de personas con prueba rapida,2018-01-01,18,23,41
VILLA SERRANO,vih,no de personas con prueba rapida,2018-01-01,6,7,13
VILLA TUNARI,vih,no de personas con prueba rapida,2018-01-01,10,9,19
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2018-01-01,14,10,24
VILLAZON,vih,no de personas con prueba rapida,2018-01-01,22,25,47
VINTO,vih,no de personas con prueba rapida,2018-01-01,10,26,36
WARNES,vih,no de personas con prueba rapida,2018-01-01,38,39,77
YACUIBA,vih,no de personas con prueba rapida,2018-01-01,18,31,49
YAMPARAEZ,vih,no de personas con prueba rapida,2018-01-01,0,1,1
YAPACANI,vih,no de personas con prueba rapida,2018-01-01,17,69,86
YUNCHARA,vih,no de personas con prueba rapida,2018-01-01,2,4,6
ZUDAÑEZ,vih,no de personas con prueba rapida,2018-01-01,1,19,20
ACACIO,vih,no de personas con prueba rapida,2018-02-01,0,2,2
AIQUILE,vih,no de personas con prueba rapida,2018-02-01,12,14,26
ALCALA,vih,no de personas con prueba rapida,2018-02-01,14,29,43
ALTO BENI,vih,no de personas con prueba rapida,2018-02-01,1,0,1
ANCORAIMES,vih,no de personas con prueba rapida,2018-02-01,3,2,5
APOLO,vih,no de personas con prueba rapida,2018-02-01,1,2,3
ARANI,vih,no de personas con prueba rapida,2018-02-01,1,0,1
ARBIETO,vih,no de personas con prueba rapida,2018-02-01,0,3,3
ARQUE,vih,no de personas con prueba rapida,2018-02-01,7,10,17
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2018-02-01,18,86,104
ATOCHA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2018-02-01,3,12,15
AZURDUY,vih,no de personas con prueba rapida,2018-02-01,0,17,17
BATALLAS,vih,no de personas con prueba rapida,2018-02-01,0,1,1
BERMEJO,vih,no de personas con prueba rapida,2018-02-01,8,11,19
BETANZOS,vih,no de personas con prueba rapida,2018-02-01,0,1,1
BOLPEBRA,vih,no de personas con prueba rapida,2018-02-01,6,14,20
BOYUIBE,vih,no de personas con prueba rapida,2018-02-01,2,0,2
BUENA VISTA,vih,no de personas con prueba rapida,2018-02-01,0,15,15
CABEZAS,vih,no de personas con prueba rapida,2018-02-01,21,40,61
CALAMARCA,vih,no de personas con prueba rapida,2018-02-01,0,2,2
CAMARGO,vih,no de personas con prueba rapida,2018-02-01,61,88,149
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2018-02-01,0,4,4
CAMIRI,vih,no de personas con prueba rapida,2018-02-01,13,28,41
CAPINOTA,vih,no de personas con prueba rapida,2018-02-01,6,10,16
CARACOLLO,vih,no de personas con prueba rapida,2018-02-01,2,0,2
CARANAVI,vih,no de personas con prueba rapida,2018-02-01,53,33,86
CARAPARI,vih,no de personas con prueba rapida,2018-02-01,2,0,2
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2018-02-01,5,2,7
CHALLAPATA,vih,no de personas con prueba rapida,2018-02-01,9,106,115
CHARAGUA,vih,no de personas con prueba rapida,2018-02-01,1,2,3
CHIMORE,vih,no de personas con prueba rapida,2018-02-01,7,21,28
CHIPAYA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2018-02-01,12,13,25
CHUMA,vih,no de personas con prueba rapida,2018-02-01,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2018-02-01,0,4,4
COBIJA,vih,no de personas con prueba rapida,2018-02-01,39,51,90
COCAPATA,vih,no de personas con prueba rapida,2018-02-01,0,3,3
COCHABAMBA,vih,no de personas con prueba rapida,2018-02-01,539,740,1279
COIPASA,vih,no de personas con prueba rapida,2018-02-01,0,3,3
COLCAPIRHUA,vih,no de personas con prueba rapida,2018-02-01,42,36,78
COLOMI,vih,no de personas con prueba rapida,2018-02-01,0,2,2
COLPA BELGICA,vih,no de personas con prueba rapida,2018-02-01,2,0,2
COMARAPA,vih,no de personas con prueba rapida,2018-02-01,2,58,60
CONCEPCION,vih,no de personas con prueba rapida,2018-02-01,2,5,7
COPACABANA,vih,no de personas con prueba rapida,2018-02-01,2,1,3
CORIPATA,vih,no de personas con prueba rapida,2018-02-01,4,0,4
COROICO,vih,no de personas con prueba rapida,2018-02-01,6,4,10
COTAGAITA,vih,no de personas con prueba rapida,2018-02-01,1,0,1
COTOCA,vih,no de personas con prueba rapida,2018-02-01,7,19,26
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2018-02-01,8,3,11
CUEVO,vih,no de personas con prueba rapida,2018-02-01,4,13,17
CULPINA,vih,no de personas con prueba rapida,2018-02-01,2,21,23
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2018-02-01,2,0,2
DESAGUADERO,vih,no de personas con prueba rapida,2018-02-01,1,1,2
EL ALTO,vih,no de personas con prueba rapida,2018-02-01,258,615,873
EL PUENTE(STC),vih,no de personas con prueba rapida,2018-02-01,43,40,83
EL TORNO,vih,no de personas con prueba rapida,2018-02-01,60,150,210
EL VILLAR,vih,no de personas con prueba rapida,2018-02-01,13,2,15
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2018-02-01,4,8,12
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2018-02-01,19,30,49
ESCOMA,vih,no de personas con prueba rapida,2018-02-01,1,4,5
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2018-02-01,6,75,81
FILADELFIA,vih,no de personas con prueba rapida,2018-02-01,1,11,12
GUANAY,vih,no de personas con prueba rapida,2018-02-01,4,2,6
GUAYARAMERIN,vih,no de personas con prueba rapida,2018-02-01,362,470,832
GUTIERREZ,vih,no de personas con prueba rapida,2018-02-01,2,1,3
HUACARETA,vih,no de personas con prueba rapida,2018-02-01,0,7,7
HUACHACALLA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
HUANUNI,vih,no de personas con prueba rapida,2018-02-01,23,68,91
ICLA,vih,no de personas con prueba rapida,2018-02-01,0,14,14
INCAHUASI,vih,no de personas con prueba rapida,2018-02-01,10,14,24
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2018-02-01,2,2,4
IXIAMAS,vih,no de personas con prueba rapida,2018-02-01,3,3,6
LA ASUNTA,vih,no de personas con prueba rapida,2018-02-01,5,5,10
LA GUARDIA,vih,no de personas con prueba rapida,2018-02-01,33,59,92
LA PAZ,vih,no de personas con prueba rapida,2018-02-01,757,1394,2151
LAJA,vih,no de personas con prueba rapida,2018-02-01,2,2,4
LLALLAGUA,vih,no de personas con prueba rapida,2018-02-01,34,31,65
MACHACAMARCA,vih,no de personas con prueba rapida,2018-02-01,1,0,1
MACHARETI,vih,no de personas con prueba rapida,2018-02-01,3,0,3
MAGDALENA,vih,no de personas con prueba rapida,2018-02-01,2,0,2
MAIRANA,vih,no de personas con prueba rapida,2018-02-01,5,7,12
MINEROS,vih,no de personas con prueba rapida,2018-02-01,3,6,9
MIZQUE,vih,no de personas con prueba rapida,2018-02-01,11,104,115
MOJOCOYA,vih,no de personas con prueba rapida,2018-02-01,4,3,7
MONTEAGUDO,vih,no de personas con prueba rapida,2018-02-01,21,52,73
MONTERO,vih,no de personas con prueba rapida,2018-02-01,270,241,511
OCURI,vih,no de personas con prueba rapida,2018-02-01,0,16,16
OKINAWA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
OMEREQUE,vih,no de personas con prueba rapida,2018-02-01,0,3,3
ORURO,vih,no de personas con prueba rapida,2018-02-01,152,648,800
PADILLA,vih,no de personas con prueba rapida,2018-02-01,8,17,25
PAILON,vih,no de personas con prueba rapida,2018-02-01,19,91,110
PAMPA GRANDE,vih,no de personas con prueba rapida,2018-02-01,1,1,2
PAZÑA,vih,no de personas con prueba rapida,2018-02-01,1,1,2
POCOATA,vih,no de personas con prueba rapida,2018-02-01,1,0,1
POCONA,vih,no de personas con prueba rapida,2018-02-01,25,15,40
POOPO,vih,no de personas con prueba rapida,2018-02-01,4,5,9
PORCO,vih,no de personas con prueba rapida,2018-02-01,2,5,7
PORONGO,vih,no de personas con prueba rapida,2018-02-01,0,2,2
PORTACHUELO,vih,no de personas con prueba rapida,2018-02-01,4,0,4
PORVENIR,vih,no de personas con prueba rapida,2018-02-01,1,3,4
POTOSI,vih,no de personas con prueba rapida,2018-02-01,4,2,6
PRESTO,vih,no de personas con prueba rapida,2018-02-01,1,3,4
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2018-02-01,0,2,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2018-02-01,3,5,8
PUERTO RICO,vih,no de personas con prueba rapida,2018-02-01,0,13,13
PUERTO SUAREZ,vih,no de personas con prueba rapida,2018-02-01,6,3,9
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2018-02-01,95,92,187
PUNA,vih,no de personas con prueba rapida,2018-02-01,12,29,41
PUNATA,vih,no de personas con prueba rapida,2018-02-01,33,228,261
QUILLACOLLO,vih,no de personas con prueba rapida,2018-02-01,42,78,120
QUIME,vih,no de personas con prueba rapida,2018-02-01,2,5,7
RIBERALTA,vih,no de personas con prueba rapida,2018-02-01,359,126,485
RURRENABAQUE,vih,no de personas con prueba rapida,2018-02-01,10,13,23
SABAYA,vih,no de personas con prueba rapida,2018-02-01,6,14,20
SACABA,vih,no de personas con prueba rapida,2018-02-01,62,118,180
SACABAMBA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
SACACA,vih,no de personas con prueba rapida,2018-02-01,2,0,2
SAIPINA,vih,no de personas con prueba rapida,2018-02-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2018-02-01,19,25,44
SAMAIPATA,vih,no de personas con prueba rapida,2018-02-01,3,9,12
SAN ANDRES,vih,no de personas con prueba rapida,2018-02-01,2,0,2
SAN BENITO,vih,no de personas con prueba rapida,2018-02-01,2,0,2
SAN BORJA,vih,no de personas con prueba rapida,2018-02-01,1,15,16
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2018-02-01,0,14,14
SAN CARLOS,vih,no de personas con prueba rapida,2018-02-01,19,30,49
SAN IGNACIO,vih,no de personas con prueba rapida,2018-02-01,1,1,2
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2018-02-01,18,17,35
SAN JAVIER(STC),vih,no de personas con prueba rapida,2018-02-01,4,2,6
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2018-02-01,11,10,21
SAN JULIAN,vih,no de personas con prueba rapida,2018-02-01,17,23,40
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2018-02-01,0,2,2
SAN LUCAS,vih,no de personas con prueba rapida,2018-02-01,0,11,11
SAN MATIAS,vih,no de personas con prueba rapida,2018-02-01,13,4,17
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2018-02-01,1,1,2
SAN PEDRO,vih,no de personas con prueba rapida,2018-02-01,61,60,121
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2018-02-01,0,1,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2018-02-01,1,0,1
SANTA ANA,vih,no de personas con prueba rapida,2018-02-01,10,9,19
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2018-02-01,766,2083,2849
SANTA ROSA,vih,no de personas con prueba rapida,2018-02-01,3,0,3
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2018-02-01,3,4,7
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2018-02-01,26,24,50
SANTIVAÑES,vih,no de personas con prueba rapida,2018-02-01,0,1,1
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2018-02-01,12,8,20
SENA,vih,no de personas con prueba rapida,2018-02-01,1,0,1
SHINAOTA,vih,no de personas con prueba rapida,2018-02-01,23,14,37
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2018-02-01,0,1,1
SIPE SIPE,vih,no de personas con prueba rapida,2018-02-01,1,6,7
SOPACHUY,vih,no de personas con prueba rapida,2018-02-01,20,52,72
SUCRE,vih,no de personas con prueba rapida,2018-02-01,157,213,370
TACACHI,vih,no de personas con prueba rapida,2018-02-01,6,0,6
TACOPAYA,vih,no de personas con prueba rapida,2018-02-01,5,4,9
TAPACARI,vih,no de personas con prueba rapida,2018-02-01,27,26,53
TARABUCO,vih,no de personas con prueba rapida,2018-02-01,10,28,38
TARATA,vih,no de personas con prueba rapida,2018-02-01,13,10,23
TARIJA,vih,no de personas con prueba rapida,2018-02-01,71,81,152
TARVITA,vih,no de personas con prueba rapida,2018-02-01,5,17,22
TIAWANACU,vih,no de personas con prueba rapida,2018-02-01,3,3,6
TINGUIPAYA,vih,no de personas con prueba rapida,2018-02-01,0,5,5
TIPUANI,vih,no de personas con prueba rapida,2018-02-01,4,3,7
TIQUIPAYA,vih,no de personas con prueba rapida,2018-02-01,24,38,62
TOCO,vih,no de personas con prueba rapida,2018-02-01,4,1,5
TOLATA,vih,no de personas con prueba rapida,2018-02-01,1,6,7
TOLEDO,vih,no de personas con prueba rapida,2018-02-01,5,8,13
TOMINA,vih,no de personas con prueba rapida,2018-02-01,4,8,12
TOTORA(CBBA),vih,no de personas con prueba rapida,2018-02-01,5,4,9
TOTORA(ORR),vih,no de personas con prueba rapida,2018-02-01,1,0,1
TRINIDAD,vih,no de personas con prueba rapida,2018-02-01,234,32,266
TUPIZA,vih,no de personas con prueba rapida,2018-02-01,1,33,34
UNCIA,vih,no de personas con prueba rapida,2018-02-01,2,0,2
URIONDO (A. CONCEPCION),vih,no de personas con prueba rapida,2018-02-01,0,3,3
URUBICHA,vih,no de personas con prueba rapida,2018-02-01,15,23,38
UYUNI,vih,no de personas con prueba rapida,2018-02-01,34,54,88
VALLEGRANDE,vih,no de personas con prueba rapida,2018-02-01,18,16,34
VIACHA,vih,no de personas con prueba rapida,2018-02-01,15,26,41
VILLA CHARCAS,vih,no de personas con prueba rapida,2018-02-01,3,3,6
VILLA MONTES,vih,no de personas con prueba rapida,2018-02-01,18,23,41
VILLA RIVERO,vih,no de personas con prueba rapida,2018-02-01,1,0,1
VILLA SERRANO,vih,no de personas con prueba rapida,2018-02-01,3,60,63
VILLA TUNARI,vih,no de personas con prueba rapida,2018-02-01,60,45,105
