,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1810,1810
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,201,201
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,41,41
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,8,8
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,20,20
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,8,8
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,50,50
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,59,59
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
COROICO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,65,65
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,268,268
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,85,85
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,25,25
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,9,9
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,10,10
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3079,3079
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,24,24
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,8,8
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,41,41
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,11,11
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,22,22
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,167,167
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,17,17
ESMERALDA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,27,27
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,18,18
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,51,51
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,10,10
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,312,312
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,36,36
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,64,64
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
ICLA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,18,18
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,14,14
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,60,60
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,284,284
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2066,2066
LA RIVERA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,16,16
LAJA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,20,20
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,188,188
LLICA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
LURIBAY,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
MAGDALENA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,21,21
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,28,28
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,33,33
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,25,25
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,57,57
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,9,9
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,68,68
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1053,1053
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,31,31
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,65,65
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
ORURO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1548,1548
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,36,36
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,19,19
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,27,27
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,33,33
POCONA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,10,10
POOPO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
PORCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,37,37
POROMA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,16,16
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,56,56
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,620,620
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,15,15
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,36,36
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,16,16
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,188,188
PUNA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,195,195
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,677,677
QUIME,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,18,18
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,19,19
REYES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,20,20
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,649,649
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,43,43
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
SACABA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,676,676
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
SACACA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,19,19
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,17,17
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,20,20
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,15,15
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,35,35
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,78,78
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,46,46
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,254,254
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,34,34
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,110,110
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,15,15
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,130,130
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,9,9
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,29,29
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,63,63
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,59,59
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,24,24
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,43,43
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,14,14
SAN PEDRO DE QUEMES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,10,10
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,17,17
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,12,12
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,56,56
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3604,3604
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,20,20
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,37,37
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,14,14
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
SENA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,119,119
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,149,149
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,4,4
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,8,8
SORATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,869,869
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,8,8
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,26,26
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,15,15
TARACO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,296,296
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,24,24
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,16,16
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,18,18
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,294,294
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,42,42
TOCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,17,17
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,5,5
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,13,13
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,1,1
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,79,79
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,177,177
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,22,22
TURCO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,9,9
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,33,33
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,22,22
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,106,106
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,83,83
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,234,234
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,2,2
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,28,28
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,123,123
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,15,15
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,80,80
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,11,11
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,150,150
VINTO,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,189,189
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,3,3
WARNES,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,92,92
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,122,122
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,7,7
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,84,84
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,6,6
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,14,14
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,11,11
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2018-01-01,0,17,17
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,9,9
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,53,53
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,14,14
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,6,6
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,2,2
APOLO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,20,20
ARANI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,14,14
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,22,22
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,11,11
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,65,65
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,21,21
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,28,28
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,17,17
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,14,14
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,6,6
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,155,155
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,32,32
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,4,4
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,2,2
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,13,13
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,49,49
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,66,66
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,7,7
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,10,10
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,18,18
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,2,2
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,173,173
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,42,42
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,40,40
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,140,140
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,15,15
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,7,7
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,112,112
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,7,7
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,73,73
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,64,64
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,3,3
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,1,1
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,35,35
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,4,4
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,13,13
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,145,145
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,12,12
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,1799,1799
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,1,1
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,123,123
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,29,29
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,10,10
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,15,15
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,12,12
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,54,54
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,83,83
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,7,7
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,10,10
COROICO,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,73,73
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,3,3
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2018-02-01,0,5,5
