municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,63,63
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,4,4
FILADELFIA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,6,6
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,96,96
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,10,10
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,7,7
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,4,4
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,10,10
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,9,9
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,5,5
QUIME,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,10,10
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,7,7
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,4,4
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,4,4
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,93,93
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
SANTIAGO DE CALLAPA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,5,5
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,23,23
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,5,5
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,3,3
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,9,9
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
VILLA NUEVA (LOMA ALTA),tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,9,9
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,9,9
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-01-01,5,5
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
ALALAY,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
ARANI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
BAURES,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,11,11
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,21,21
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,40,40
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,4,4
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,9,9
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,85,85
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
LAJA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,9,9
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,11,11
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,7,7
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,22,22
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,8,8
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,6,6
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,10,10
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,9,9
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,111,111
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,5,5
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,15,15
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,9,9
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,4,4
TOLEDO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
TOMINA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,6,6
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
VILLA NUEVA (LOMA ALTA),tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,7,7
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
YACO,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,3,3
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-02-01,13,13
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,7,7
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,15,15
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CARIPUYO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,6,6
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,32,32
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,7,7
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
CUEVO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
DESAGUADERO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,48,48
EL CHORO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
IXIAMAS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,94,94
LAJA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,18,18
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,10,10
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,5,5
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,23,23
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,7,7
PUNA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,6,6
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,9,9
SACACA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,7,7
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
SAN PEDRO DE TIQUINA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,127,127
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SANTIAGO DE CALLAPA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,5,5
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,18,18
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
TACOPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,13,13
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,4,4
TITO YUPANQUI (PARQUIPUJIO),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TOMINA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,7,7
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,3,3
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,10,10
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,5,5
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,9,9
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,15,15
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,5,5
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2009-03-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
