,group,variable,month,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO < 15,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 15 - 19,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 20 - 34,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 35 - 49,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,TOTALES
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-05-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-05-01,0,1,5,0,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-05-01,0,1,22,7,0,30
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-05-01,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,1,23,3,0,27
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,0,1,2,0,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,1,2,0,0,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,7,18,0,0,25
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,0,13,0,0,13
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,1,9,24,5,0,39
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-06-01,0,1,2,0,0,3
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,22,5,0,27
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,2,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,3,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,1,1,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,3,24,9,0,36
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,1,10,4,0,15
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,2,12,4,0,18
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-07-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,21,5,0,27
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,2,8,4,0,14
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,0,2,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,1,1,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,1,2,0,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,0,15,5,0,20
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,4,1,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,1,4,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,10,22,6,0,38
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-08-01,0,1,2,1,0,4
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,36,7,0,43
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,1,4,2,0,7
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,0,1,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,4,0,0,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,2,11,5,0,18
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,1,1,2,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,1,33,4,0,38
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-09-01,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,1,6,1,0,8
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,3,0,0,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,1,2,1,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,0,1,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,4,2,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,1,12,24,4,0,41
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-10-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,1,11,1,0,13
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,14,6,0,20
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,3,2,0,0,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,3,2,0,5
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,3,0,0,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,16,4,0,20
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-11-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,39,9,0,49
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,13,0,0,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,1,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,1,1,0,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,4,1,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,0,12,0,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,6,0,0,7
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,2,8,1,0,11
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,2,1,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,2,1,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,2,4,15,3,0,24
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres despues de aborto que egresaron con metodo moderno,2021-12-01,0,0,2,0,0,2
