,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO < 15,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 - 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 - 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 - 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,TOTALES
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,0.0,1.0,0.0,1.0
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,1.0,4.0,0.0,0.0,5.0
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,1.0,0.0,0.0,0.0,1.0
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,12.0,1.0,0.0,13.0
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,1.0,0.0,0.0,1.0
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,2.0,0.0,0.0,2.0
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,1.0,0.0,0.0,0.0,1.0
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,5.0,2.0,0.0,7.0
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,1.0,5.0,0.0,0.0,6.0
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,2.0,0.0,0.0,2.0
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,3.0,0.0,12.0,0.0,0.0,15.0
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,0.0,1.0,1.0,0.0,2.0
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-05-01,0.0,1.0,0.0,0.0,0.0,1.0
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,2.0,0.0,0.0,2.0
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,0.0,1.0,1.0
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,1.0,0.0,2.0
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,1.0,44.0,12.0,0.0,57.0
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,2.0,9.0,1.0,0.0,12.0
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,2.0,0.0,0.0,2.0
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,2.0,0.0,2.0
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,1.0,0.0,0.0,0.0,1.0
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,4.0,0.0,0.0,4.0
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,6.0,1.0,0.0,7.0
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,1.0,0.0,0.0,1.0
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,1.0,0.0,0.0,0.0,1.0
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,1.0,0.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,1.0,3.0,0.0,0.0,4.0
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,2.0,0.0,0.0,2.0
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,6.0,3.0,0.0,9.0
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,1.0,0.0,0.0,0.0,0.0,1.0
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,2.0,0.0,0.0,2.0
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,2.0,2.0,0.0,0.0,4.0
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,0.0,0.0,2.0
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,0.0,1.0,0.0,1.0
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,1.0,0.0,2.0
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,5.0,0.0,0.0,5.0
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,7.0,1.0,0.0,8.0
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,5.0,0.0,0.0,5.0
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,3.0,25.0,7.0,0.0,35.0
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,0.0,0.0,0.0,1.0
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,4.0,3.0,0.0,7.0
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,1.0,0.0,3.0
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,0.0,1.0,0.0,1.0
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,1.0,0.0,3.0
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,6.0,0.0,0.0,7.0
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,0.0,1.0,0.0,1.0
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,0.0,1.0,0.0,1.0
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,1.0,0.0,0.0,2.0
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,2.0,9.0,0.0,1.0,12.0
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,2.0,2.0,1.0,0.0,5.0
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,0.0,0.0,0.0,1.0
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,1.0,0.0,0.0,0.0,0.0,1.0
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,0.0,0.0,2.0
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,1.0,0.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,5.0,0.0,0.0,5.0
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,1.0,0.0,3.0
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,0.0,0.0,2.0
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,0.0,0.0,1.0,1.0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,4.0,1.0,0.0,5.0
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,1.0,6.0,0.0,0.0,7.0
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-07-01,0.0,0.0,2.0,0.0,0.0,2.0
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,0.0,0.0,0.0,1.0
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,2.0,0.0,0.0,3.0
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,1.0,0.0,1.0
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,3.0,0.0,5.0
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,3.0,0.0,0.0,3.0
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,2.0,0.0,2.0
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,18.0,4.0,0.0,23.0
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,1.0,0.0,1.0
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,0.0,1.0,1.0
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,1.0,0.0,1.0
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,1.0,0.0,1.0
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,7.0,2.0,1.0,11.0
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,4.0,0.0,0.0,4.0
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,1.0,0.0,3.0
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,0.0,0.0,0.0,1.0
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,6.0,3.0,1.0,11.0
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,4.0,0.0,0.0,4.0
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,3.0,1.0,5.0
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,2.0,0.0,0.0,3.0
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,3.0,1.0,0.0,4.0
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,0.0,0.0,10.0,10.0
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,4.0,1.0,0.0,6.0
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,6.0,1.0,0.0,7.0
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,0.0,0.0,2.0
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,1.0,0.0,2.0
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,1.0,0.0,2.0
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,3.0,0.0,0.0,3.0
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,2.0,2.0,0.0,4.0
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,5.0,0.0,0.0,5.0
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,1.0,0.0,2.0
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,0.0,1.0,1.0,0.0,2.0
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-08-01,0.0,1.0,3.0,0.0,0.0,4.0
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-09-01,0.0,0.0,5.0,0.0,0.0,5.0
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-09-01,0.0,0.0,1.0,0.0,0.0,1.0
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-09-01,0.0,0.0,1.0,0.0,0.0,1.0
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-09-01,0.0,0.0,3.0,0.0,0.0,3.0
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2021-09-01,0.0,0.0,1.0,0.0,0.0,1.0
