,group,variable,month,CONDÓN FEMENINO: USUARIAS NUEVAS < 15,CONDÓN FEMENINO: USUARIAS NUEVAS 15 - 19,CONDÓN FEMENINO: USUARIAS NUEVAS 20 - 34,CONDÓN FEMENINO: USUARIAS NUEVAS 35 - 49,CONDÓN FEMENINO: USUARIAS NUEVAS 50 Y +,TOTALES
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-02-01,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-02-01,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,0,1,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,12,36,12,0,60
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,2,4,0,6
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,0,1,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,1,1,0,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,2,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,1,29,1,0,31
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,2,3,0,0,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,1,0,1,2
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-03-01,0,0,12,12,0,24
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,24,24,0,48
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,36,0,0,36
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,15,12,0,27
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,14,0,0,14
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,10,5,0,0,15
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,30,0,0,0,30
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-04-01,0,0,2,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,2,3,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,6,13,0,20
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,3,1,0,0,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,3,2,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,34,39,1,0,74
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,8,2,1,0,11
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,0,8,0,8
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,0,0,2,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,1,1,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-05-01,0,2,0,0,0,2
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,0,0,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,97,60,0,157
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,0,1,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,2,7,0,0,9
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,2,1,0,0,3
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,3,8,1,0,12
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-06-01,0,0,1,1,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,2,0,0,2
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,4,1,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,12,3,0,15
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,3,3,0,0,6
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,19,0,0,19
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-07-01,0,0,1,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,1,6,5,0,12
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,1,11,3,0,15
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,3,0,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,11,10,0,0,21
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,40,20,0,0,60
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-08-01,0,0,1,1,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,4,0,0,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,0,1,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,1,14,12,0,27
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,1,1,0,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,0,1,0,1
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,3,0,2,5
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,1,1,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,2,3,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,8,16,0,0,24
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,1,2,1,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-09-01,0,0,3,0,0,3
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,12,12,0,24
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,2,1,0,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,6,0,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,12,12,12,0,36
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,1,12,0,0,13
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,0,3,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,12,24,24,0,60
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,2,1,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,3,1,0,4
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,0,12,0,12
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-10-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,2,0,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,4,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-11-01,0,0,1,0,0,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,2,0,0,0,2
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,12,0,0,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2021-12-01,0,0,10,0,0,10
