,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,0,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,3,2,0,0,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,4,2,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,3,3,0,0,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-01-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,2,1,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,2,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,2,1,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,8,3,0,1,12
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,9,5,6,9,29
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,1,0,2
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,3,0,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,3,2,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,2,0,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,2,1,8,6,17
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,53,35,1,2,91
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,1,9,0,11
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,1,3,5
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,0,0,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,2,0,3,6
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,1,2,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-02-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,1,1,0,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,1,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,3,11,0,0,14
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,1,1,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,1,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,1,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,11,8,12,6,37
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,3,0,0,0,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,7,1,1,11
LORETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,1,0,1,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,2,0,0,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,5,6,0,0,11
POOPO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,3,2,5,1,11
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,3,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,1,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,2,3,0,7
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,9,6,16
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,29,22,3,4,58
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,0,2,1,5
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,2,0,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,2,1,3,5,11
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,1,3,0,0,4
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-03-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,3,0,0,5
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,1,2,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,2,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,2,5,1,8
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,10,1,4,6,21
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,0,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,1,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,0,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,5,10,7,5,27
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,1,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,0,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,0,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,7,2,1,2,12
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,2,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,2,2,0,6
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,7,11,24,43
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,1,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,1,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,6,2,5,3,16
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,1,1,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
SABAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,2,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,2,1,0,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,12,14,26
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,19,23,9,4,55
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,2,0,3,6
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,3,0,4,5,12
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,1,0,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,6,4,1,11
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,0,1,2,3
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-04-01,0,2,0,0,2
ARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,1,0,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,1,1,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,6,3,3,3,15
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,1,0,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,1,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,3,12,3,4,22
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,1,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,0,1,0,0,1
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 3ra dosis,2016-05-01,1,0,0,0,1
