,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,2,2,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,2,2,1,1,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,0,1,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-01-01,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,1,0,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,1,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,1,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,5,2,1,0,8
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,1,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,2,0,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,8,10,1,2,21
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,2,3
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,2,1,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,2,3,0,0,5
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,1,0,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,3,4,0,0,7
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,1,0,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,2,0,0,2,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,2,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,9,8,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,12,13,0,0,25
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,2,1,2,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,0,0,0,2,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-02-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,2,2,0,0,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,2,1,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,0,1,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,9,10,0,0,19
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,3,8,5,7,23
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,1,0,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,2,0,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,3,0,3,1,7
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,3,0,1,0,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,3,2,0,0,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,1,3,3,8
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,1,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,1,0,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,5,1,1,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,9,10,19
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,2,0,0,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,0,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,13,11,2,2,28
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,1,0,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,1,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,2,3,3,3,11
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,0,1,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,2,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-03-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,2,1,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,1,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,2,2,2,6
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,2,2,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,8,4,1,0,13
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,5,10,4,5,24
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,2,1,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,2,1,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,2,2,0,0,4
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,13,13,26
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,1,1,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,2,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,4,5,1,1,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,2,0,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,4,1,0,0,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,1,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,17,17,34
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,1,0,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,7,9,1,1,18
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,2,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,2,0,0,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,2,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,2,0,3,3,8
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,1,0,0,2,3
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-04-01,2,0,1,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,2,1,0,0,3
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,3,2,1,0,6
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,1,0,0,2
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,2,4,5,5,16
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,3,0,1,0,4
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,1,7,5,14
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,3,3,0,1,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,2,0,2,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,3,2,3,8
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,5,0,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,2,1,1,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,1,2,3
SABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,2,1,0,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,2,2,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,3,1,2,7
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,9,5,0,1,15
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,2,1,1,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,0,0,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,0,2,2,4,8
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,2,0,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-05-01,1,3,0,0,4
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,2,1,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
