,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,17,24,1,8,50
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,3,0,0,0,3
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,1,1,3,3,8
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,3,0,1,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-01-01,1,2,0,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,2,2,1,2,7
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,6,0,0,0,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,7,11,1,4,23
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,2,0,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,2,1,4
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,2,0,1,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,1,1,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,1,1,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,3,4,2,0,9
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,3,1,7,8,19
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,3,1,0,1,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,5,3,1,3,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,4,1,0,0,5
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,2,1,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,3,4,0,0,7
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,11,12,2,3,28
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,2,0,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,2,1,0,1,4
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,1,1,0,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-02-01,0,1,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,2,0,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,1,0,1,3
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,1,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,10,7,0,0,17
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,7,10,4,4,25
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,1,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,2,0,1,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,4,0,0,4
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,1,2,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,1,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,3,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,1,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,6,10,2,3,21
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,2,3,3,4,12
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,3,1,1,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,15,11,26
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,1,1,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,20,12,0,1,33
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,2,4,2,0,8
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,2,0,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,2,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,3,1,1,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,1,1,0,3
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,2,2,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,6,22,1,0,29
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,7,9,4,6,26
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
ESCARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,1,0,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,2,1,2,5
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,2,1,3
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,6,9,0,0,15
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,1,2
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,1,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,3,1,12,9,25
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,3,0,3,7
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,2,4,0,3,9
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,2,0,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,7,4,11
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,10,8,7,6,31
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,2,0,0,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,2,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1
TURCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,1,2,2,0,5
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,2,0,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-04-01,0,1,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,3,1,1,3,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,1,8,5,15
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,0,1,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,2,0,0,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,0,0,0,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,2,3,0,0,5
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,1,1,2,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,2,6,3,0,11
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,1,2,4,4,11
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,2,1,0,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,1,2
SABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,2,0,0,3,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,2,1,0,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2016-05-01,0,0,1,0,1
